Pos,ID,Name,BV,SV,Team,1_xMins,1_Pts,2_xMins,2_Pts,3_xMins,3_Pts,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts,9_xMins,9_Pts,10_xMins,10_Pts,11_xMins,11_Pts,12_xMins,12_Pts,Elite%
M,570,A.Fatawu,5.5,5.5,Leicester,73,2.94,69,2.85,64,2.83,64,2.54,64,3.01,62,2.02,63,3.06,64,2.90,62,2.98,61,2.94,63,2.40,62,2.62,0.00
M,571,Sávio,6.5,6.5,Man City,47,2.59,31,2.49,26,1.58,30,2.07,32,1.67,35,2.00,37,2.57,37,2.22,37,2.77,34,2.12,31,1.86,30,1.82,0.01
D,572,Yoro,4.5,4.5,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,573,Milenković,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.03,0,0.00,0,0.00,0,0.00,0,0.00,1,0.03,0.00
D,574,Pivas,4.0,4.0,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,575,Wiley,4.0,4.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,576,Irving,5.0,5.0,West Ham,22,0.94,20,0.81,17,0.68,14,0.63,15,0.67,16,0.69,17,0.85,15,0.60,16,0.70,16,0.69,19,0.86,18,0.72,0.00
M,577,Lindstrøm,5.5,5.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,578,Calafiori,6.0,6.0,Arsenal,28,1.47,43,1.74,58,2.88,66,2.42,64,1.74,64,3.64,62,3.55,62,2.79,59,2.37,62,2.38,62,2.25,62,3.42,0.03
D,579,Sessegnon,4.5,4.5,Fulham,16,0.53,21,1.11,22,1.03,28,1.22,25,1.02,28,1.17,28,0.60,30,1.21,29,1.16,30,1.43,26,0.98,31,1.49,0.00
D,580,Huijsen,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,581,Jørgensen,4.5,4.5,Chelsea,45,1.50,46,1.75,43,1.70,45,1.67,45,1.60,46,1.73,46,1.85,43,1.44,45,1.64,42,1.46,45,1.54,44,1.71,0.00
D,582,O'Brien,5.0,5.0,Everton,81,2.75,51,1.11,27,1.03,19,0.51,19,0.68,20,0.72,19,0.61,19,0.74,19,0.73,21,0.75,21,0.59,22,0.86,0.00
D,583,Townsend,4.0,4.0,Ipswich,9,0.25,11,0.18,14,0.50,15,0.40,14,0.49,16,0.50,16,0.42,16,0.60,17,0.51,18,0.75,16,0.37,17,0.51,0.00
M,584,Brereton Díaz,5.5,5.5,Southampton,78,3.34,74,4.19,72,3.37,70,3.49,70,4.42,68,3.25,68,2.37,68,4.18,65,2.26,68,3.63,67,3.15,67,2.92,0.01
M,585,I.Sarr,6.0,6.0,Crystal Palace,54,2.74,51,2.92,54,2.46,53,3.40,50,2.65,52,2.59,49,2.42,49,2.56,51,2.63,51,2.60,50,2.88,49,2.32,0.00
D,586,J.Cuenca,4.5,4.5,Fulham,14,0.39,18,0.72,22,0.82,26,0.92,27,0.88,30,1.05,30,0.52,31,1.03,30,1.05,32,1.21,30,0.95,33,1.31,0.00
M,587,Summerville,6.0,6.0,West Ham,22,1.30,23,1.25,24,1.17,24,1.38,25,1.42,26,1.47,27,1.94,28,1.40,27,1.61,29,1.63,29,1.76,25,1.29,0.01
M,588,G.Rodríguez,5.0,5.0,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,589,Füllkrug,7.0,7.0,West Ham,67,3.87,65,3.36,64,2.94,62,3.48,61,3.47,59,3.22,60,4.45,60,2.95,61,3.59,58,3.29,60,3.77,59,3.02,0.04
F,590,Osula,5.0,5.0,Newcastle,1,0.14,2,0.21,1,0.12,0,0.00,0,0.00,1,0.09,0,0.00,0,0.00,1,0.10,0,0.00,1,0.12,0,0.00,0.00
D,591,Todibo,4.5,4.5,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,592,J.Araujo,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,593,De Ligt,5.0,5.0,Man Utd,56,2.26,84,2.41,82,2.17,80,2.94,80,2.42,79,2.43,80,2.09,79,3.10,77,2.21,76,2.28,76,3.32,76,2.94,0.03
D,594,Mazraoui,4.5,4.5,Man Utd,58,2.85,69,2.47,67,2.31,52,2.36,35,1.43,30,1.24,30,1.12,29,1.43,28,1.11,29,1.19,30,1.59,28,1.35,0.02
M,595,Gruda,5.5,5.5,Brighton,21,1.14,27,1.44,35,1.39,43,2.61,44,2.43,41,1.79,40,1.95,40,1.83,40,2.10,42,1.69,42,1.72,41,1.97,0.00
M,596,Jota Silva,6.0,6.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,597,Lewis-Skelly,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,598,Bogarde,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,599,Dennis,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,600,Ayari,5.0,5.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.10,1,0.10,1,0.09,2,0.12,2,0.10,2,0.12,0,0.00,0.00
M,601,Moran,5.0,5.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,602,Trevitt,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,603,Armstrong,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,604,King,4.5,4.5,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,605,Godo,4.5,4.5,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,606,Alves,4.5,4.5,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,607,O’Reilly,5.0,5.0,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.10,0,0.00,0,0.00,0,0.00,0.00
M,608,Dibling,4.5,4.5,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,609,Lankshear,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,610,Moore,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,10001,Josh Wilson-Esbrand,99.9,99.9,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.12,0,0.00,0,0.00,0,0.00,0.00
G,10006,Carl Rushworth,99.9,99.9,Brighton,3,0.10,4,0.14,2,0.07,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,10011,Malick Junior Yalcouyé,99.9,99.9,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,10012,Abdallah Sima,99.9,99.9,Brighton,4,0.30,5,0.39,5,0.32,5,0.43,4,0.34,4,0.30,4,0.29,5,0.34,5,0.36,5,0.31,6,0.35,5,0.35,0.00
G,10039,Billy Crellin,99.9,99.9,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,10064,Máximo Perrone,99.9,99.9,Man City,1,0.07,2,0.13,1,0.10,2,0.14,2,0.10,2,0.15,3,0.18,2,0.13,3,0.22,2,0.15,1,0.10,2,0.13,0.00
D,10065,Issa Kaboré,99.9,99.9,Man City,10,0.41,9,0.52,4,0.17,4,0.20,5,0.19,5,0.22,5,0.27,7,0.31,6,0.31,5,0.25,6,0.26,5,0.24,0.00
G,10068,Mark Gillespie,99.9,99.9,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,10069,Harrison Ashby,99.9,99.9,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,10070,Ed Turns,99.9,99.9,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,10075,Jensen Weir,99.9,99.9,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,10076,Matthew Cox,99.9,99.9,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,10077,Paris Maghoma,99.9,99.9,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,1,0.08,1,0.07,1,0.07,2,0.09,1,0.09,2,0.09,2,0.10,2,0.10,0.00
M,10083,Daniel Gore,99.9,99.9,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,10086,Chem Campbell,99.9,99.9,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,10087,Gavin Kilkenny,99.9,99.9,Bournemouth,0,0.00,0,0.00,2,0.11,2,0.15,3,0.16,2,0.15,4,0.22,2,0.13,3,0.16,2,0.14,1,0.08,0,0.00,0.00
G,10088,Harry Tyrer,99.9,99.9,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,10093,Vitezslav Jaros,99.9,99.9,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,10098,Imari Samuels,99.9,99.9,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,10099,Jota Silva,99.9,99.9,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,10106,Bashir Humphreys,99.9,99.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,10107,Tino Anjorin,99.9,99.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,10110,Harry Amass,99.9,99.9,Man Utd,2,0.09,1,0.04,2,0.08,1,0.06,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,10111,Toby Collyer,99.9,99.9,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,10112,Ethan Wheatley,99.9,99.9,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,10113,Tyrique George,99.9,99.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,10114,Josh Acheampong,99.9,99.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,10119,Evanilson,99.9,99.9,Bournemouth,5,0.39,68,3.52,71,3.18,65,3.22,59,2.43,55,3.30,53,2.85,54,2.19,54,2.43,54,2.25,54,2.65,54,2.93,0.00
D,10120,Ferdi Kadıoğlu,99.9,99.9,Brighton,0,0.00,16,0.60,24,0.50,29,1.37,32,1.45,33,0.81,33,1.06,31,0.82,32,1.43,31,0.68,32,0.77,33,1.11,0.00
F,10121,Georginio Rutter,99.9,99.9,Brighton,0,0.00,6,0.38,8,0.38,14,1.04,22,1.32,22,1.13,23,1.27,23,1.17,23,1.37,22,1.05,23,1.06,23,1.25,0.00
