Pos,ID,Name,BV,SV,Team,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts,9_xMins,9_Pts,10_xMins,10_Pts,11_xMins,11_Pts,12_xMins,12_Pts,13_xMins,13_Pts,14_xMins,14_Pts,15_xMins,15_Pts,16_xMins,16_Pts,Elite%
D,52,Pau,4.5,4.5,Aston Villa,83,3.29,76,2.97,70,2.14,67,2.16,64,2.38,64,1.30,62,1.14,64,2.39,63,1.30,63,2.37,61,2.53,65,2.10,0.01
M,53,Ramsey,5.5,5.5,Aston Villa,38,2.17,38,1.94,39,1.95,39,1.83,40,2.15,41,1.79,37,1.54,37,1.92,38,1.67,40,2.10,41,2.39,38,1.78,0.00
M,54,Rogers,5.1,5.1,Aston Villa,79,4.42,76,3.78,75,3.63,74,3.26,72,3.79,70,2.88,71,2.64,72,3.65,72,2.88,70,3.58,70,4.12,71,3.17,0.78
G,55,Sinisalo,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,56,Sousa,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,57,Tielemans,5.5,5.5,Aston Villa,75,3.45,72,3.06,70,2.91,67,2.62,65,2.92,66,2.36,63,2.21,64,2.84,63,2.30,64,2.87,63,3.12,64,2.53,0.00
F,58,Watkins,8.9,8.9,Aston Villa,75,5.10,76,4.37,78,4.46,78,4.02,77,4.82,76,3.67,74,3.21,73,4.42,74,3.56,76,4.64,73,5.16,75,3.82,0.03
D,59,Aarons,4.4,4.4,Bournemouth,18,0.40,20,0.90,22,0.84,25,0.70,25,0.75,25,0.64,27,0.89,28,1.01,27,0.96,29,0.89,29,1.09,27,1.11,0.00
M,60,Adams,5.0,5.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,13,0.40,27,0.84,34,1.06,35,1.09,34,1.04,36,1.11,36,1.13,0.00
M,61,Anthony,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,62,Brooks,4.9,4.9,Bournemouth,5,0.30,4,0.35,6,0.41,6,0.38,8,0.46,8,0.44,9,0.53,9,0.58,10,0.59,11,0.66,10,0.56,11,0.64,0.00
M,63,Christie,4.9,4.9,Bournemouth,68,2.07,69,2.89,65,2.45,65,2.09,65,2.17,61,1.89,58,2.05,55,2.12,56,2.09,57,2.09,56,2.16,53,2.11,0.00
M,64,Cook,5.0,5.0,Bournemouth,88,2.16,82,2.77,81,2.44,78,2.09,75,2.08,74,1.91,73,2.06,72,2.14,70,2.10,70,2.05,69,2.11,70,2.19,0.00
F,65,Enes Ünal,5.4,5.4,Bournemouth,34,1.65,35,2.52,35,2.11,35,1.73,39,2.06,39,1.77,38,2.06,38,2.25,38,2.22,39,2.21,41,2.35,38,2.35,0.00
M,66,Faivre,5.0,5.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,67,H.Traorè,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,68,Hill,4.0,4.0,Bournemouth,0,0.00,2,0.06,3,0.09,5,0.11,6,0.14,5,0.11,6,0.16,6,0.18,6,0.17,6,0.16,7,0.22,7,0.22,0.00
F,69,Jebbison,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.01
D,70,Kerkez,4.5,4.5,Bournemouth,75,1.28,71,3.19,71,2.58,68,1.75,68,1.87,67,1.51,65,2.06,66,2.33,65,2.27,64,1.85,63,2.35,64,2.53,0.00
M,71,Kluivert,5.4,5.4,Bournemouth,50,2.19,48,3.16,49,2.71,47,2.15,47,2.27,45,1.94,47,2.41,45,2.48,46,2.50,45,2.38,45,2.49,45,2.63,0.00
D,72,Mepham,4.4,4.4,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,73,Neto,4.4,4.4,Arsenal,1,0.04,2,0.11,2,0.10,0,0.00,3,0.12,3,0.14,4,0.15,3,0.15,4,0.15,3,0.13,3,0.13,4,0.18,0.00
M,74,O.Dango,5.0,5.0,Bournemouth,12,0.55,36,2.16,38,1.96,38,1.63,39,1.80,39,1.60,38,1.80,39,1.98,41,2.06,39,1.94,41,2.07,39,2.06,0.00
G,75,Paulsen,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.01
M,76,Philip,4.8,4.8,Bournemouth,20,0.85,22,1.24,24,1.17,27,1.11,26,1.16,27,1.08,23,1.09,24,1.20,23,1.14,20,0.97,24,1.19,23,1.20,0.00
M,77,Scott,4.9,4.9,Bournemouth,47,1.56,48,2.11,48,1.88,50,1.74,51,1.80,47,1.58,42,1.58,40,1.64,43,1.74,41,1.59,42,1.69,44,1.80,0.00
M,78,Semenyo,5.6,5.6,Bournemouth,79,2.88,74,4.32,73,3.51,74,2.87,72,3.03,69,2.55,68,2.97,68,3.33,66,3.18,68,3.21,68,3.29,65,3.32,0.03
D,79,Senesi,4.9,4.9,Bournemouth,87,1.26,82,3.40,80,2.73,78,1.83,76,1.86,77,1.52,74,2.14,73,2.41,70,2.32,73,1.88,72,2.48,69,2.55,0.00
M,80,Sinisterra,5.0,5.0,Bournemouth,38,1.63,35,2.15,37,1.90,35,1.57,36,1.68,36,1.55,38,1.84,38,2.00,37,1.91,38,1.91,35,1.90,38,2.08,0.00
D,81,Smith,4.5,4.5,Bournemouth,48,0.87,47,1.93,44,1.55,46,1.20,45,1.23,45,1.02,45,1.37,42,1.43,48,1.60,45,1.25,45,1.61,45,1.69,0.00
F,82,Solanke,7.5,7.5,Spurs,87,5.70,81,4.32,78,4.27,75,4.97,76,4.17,73,4.70,71,5.25,72,2.89,69,4.55,71,4.12,71,4.38,73,4.76,0.03
M,83,Tavernier,5.5,5.5,Bournemouth,63,2.42,57,3.33,57,2.83,58,2.38,56,2.47,56,2.17,55,2.53,54,2.71,53,2.67,55,2.68,54,2.70,56,2.91,0.00
G,84,Travers,4.4,4.4,Bournemouth,1,0.04,2,0.07,2,0.09,4,0.13,4,0.14,5,0.15,5,0.17,5,0.18,4,0.14,4,0.12,4,0.17,5,0.19,0.00
D,85,Zabarnyi,4.5,4.5,Bournemouth,89,1.12,85,3.06,82,2.50,79,1.69,81,1.78,79,1.41,79,2.02,78,2.25,78,2.25,79,1.81,76,2.37,78,2.49,0.00
D,86,Ajer,4.5,4.5,Brentford,64,1.44,60,2.26,55,2.35,56,1.40,54,2.45,53,1.80,54,2.11,54,1.93,52,2.30,53,1.51,55,1.80,54,1.20,0.00
M,87,Brierley,4.5,4.5,Brentford,2,0.11,3,0.18,3,0.21,2,0.12,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,88,Collins,4.5,4.5,Brentford,82,1.65,79,2.88,76,3.03,72,1.59,72,3.09,71,2.20,72,2.71,71,2.42,72,3.04,67,1.71,67,2.03,69,1.35,0.00
M,89,Damsgaard,5.0,5.0,Brentford,71,2.57,68,2.89,69,3.21,59,2.21,50,2.47,49,2.01,52,2.40,48,2.04,46,2.23,44,1.74,44,1.91,45,1.71,0.00
M,90,Dasilva,4.9,4.9,Brentford,0,0.00,0,0.00,0,0.00,14,0.61,23,1.16,25,1.12,25,1.22,26,1.16,26,1.31,25,1.07,26,1.19,26,1.07,0.00
G,91,Flekken,4.5,4.5,Brentford,94,3.15,93,3.59,92,3.67,91,3.15,91,3.73,90,3.32,90,3.50,90,3.43,90,3.66,90,3.19,91,3.21,90,3.03,0.27
D,92,Henry,4.4,4.4,Brentford,0,0.00,36,1.40,68,2.92,80,1.89,77,3.49,77,2.55,77,2.94,74,2.59,75,3.34,76,2.08,75,2.41,77,1.59,0.00
D,93,Hickey,4.4,4.4,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,94,Janelt,4.9,4.9,Brentford,79,2.30,77,2.59,77,2.76,73,2.19,70,2.64,68,2.23,67,2.40,67,2.25,66,2.50,66,2.05,67,2.22,65,1.94,0.00
M,95,Jensen,5.4,5.4,Brentford,0,0.00,0,0.00,0,0.00,28,1.04,59,2.65,68,2.47,68,2.81,67,2.57,67,2.96,66,2.31,66,2.57,66,2.19,0.00
D,96,Ji-soo,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,1,0.03,0,0.00,0,0.00,1,0.03,1,0.03,0,0.00,1,0.03,1,0.03,0,0.00,0.00
M,97,Konak,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,98,Lewis-Potter,5.0,5.0,Brentford,64,2.66,57,2.88,50,3.00,43,2.05,41,2.56,39,1.99,38,2.23,36,1.94,30,1.90,31,1.53,31,1.69,31,1.48,0.00
M,99,Mbeumo,7.1,7.1,Brentford,91,4.71,86,5.55,84,6.30,82,4.43,81,5.96,79,4.40,77,5.32,77,4.56,76,5.58,77,3.97,76,4.77,74,3.70,0.12
D,100,Mee,4.4,4.4,Brentford,46,1.09,40,1.61,38,1.72,37,1.00,37,1.79,39,1.35,36,1.52,37,1.40,38,1.84,41,1.22,39,1.35,40,0.96,0.00
M,101,Nørgaard,4.9,4.9,Brentford,87,2.37,85,2.71,82,2.85,79,2.23,76,2.77,76,2.32,74,2.54,74,2.37,73,2.66,73,2.14,71,2.31,70,1.99,0.00
M,102,Onyeka,4.9,4.9,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,103,Peart-Harris,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,104,Pinnock,4.5,4.5,Brentford,90,1.77,84,3.04,81,3.33,79,1.82,80,3.48,81,2.52,79,2.93,77,2.57,78,3.35,77,1.99,78,2.33,76,1.49,0.02
D,105,Roerslev,4.5,4.5,Brentford,64,1.49,56,2.22,53,2.33,49,1.32,48,2.25,49,1.75,48,1.97,48,1.77,50,2.27,49,1.47,48,1.65,49,1.19,0.00
M,106,Schade,5.4,5.4,Brentford,79,3.35,76,3.90,74,4.32,69,3.03,66,4.01,66,3.15,66,3.67,57,2.94,48,2.87,46,2.14,45,2.39,45,1.98,0.00
F,107,Thiago,5.9,5.9,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,108,Toney,7.3,7.3,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,109,Valdimarsson,4.0,4.0,Brentford,0,0.00,2,0.09,3,0.13,3,0.11,4,0.16,5,0.19,4,0.18,5,0.18,5,0.22,5,0.18,4,0.15,5,0.16,0.42
F,110,Wissa,6.1,6.1,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,29,1.49,57,3.34,67,3.05,67,3.51,68,2.88,0.02
M,111,Yarmoliuk,4.5,4.5,Brentford,37,1.36,39,1.55,42,1.76,29,1.09,18,0.86,15,0.62,16,0.73,14,0.63,15,0.72,15,0.62,16,0.70,15,0.61,0.00
D,112,Zanka,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,113,Adingra,5.5,5.5,Brighton,19,1.16,18,0.93,19,1.10,20,1.05,18,1.14,19,0.90,18,0.86,19,1.05,19,1.29,19,0.99,18,1.05,20,1.18,0.00
M,114,Baker-Boaitey,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,115,Baleba,5.0,5.0,Brighton,69,2.28,59,1.73,54,1.72,55,1.65,56,2.05,54,1.53,52,1.50,51,1.64,52,1.94,51,1.61,52,1.73,52,1.76,0.00
D,116,Barco,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.31
M,117,Buonanotte,5.0,5.0,Leicester,23,1.17,25,0.97,27,1.28,24,1.14,28,1.28,27,1.23,28,1.16,28,1.22,28,1.21,29,1.35,0,0.00,27,1.13,0.00
M,118,Cozier-Duberry,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,119,Dahoud,4.9,4.9,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,120,Dunk,4.6,4.5,Brighton,91,3.90,90,2.27,89,2.69,87,2.29,86,3.90,85,1.71,85,1.96,85,2.81,84,3.98,83,2.91,84,3.26,84,3.41,0.45
M,121,Enciso,5.4,5.4,Brighton,16,1.01,12,0.64,14,0.81,14,0.78,15,0.99,16,0.79,14,0.70,17,0.96,17,1.13,16,0.87,16,0.96,17,1.02,0.00
D,122,Estupiñan,5.0,5.0,Brighton,51,2.57,62,2.00,61,2.28,60,1.99,57,3.03,57,1.51,59,1.74,58,2.32,56,3.07,58,2.37,55,2.52,56,2.67,0.00
F,123,Ferguson,5.5,5.5,Brighton,19,1.29,19,1.07,22,1.34,22,1.27,21,1.52,22,1.15,23,1.17,22,1.31,22,1.68,23,1.31,25,1.54,21,1.36,0.00
M,124,Gilmour,5.0,5.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,125,Gross,6.5,6.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,126,Hinshelwood,5.0,5.0,Brighton,34,1.43,26,0.98,26,1.03,24,0.94,25,1.12,24,0.88,25,0.89,26,1.02,26,1.20,26,1.04,29,1.17,28,1.15,0.00
M,127,I.Osman,5.0,5.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,128,Igor,4.4,4.4,Brighton,6,0.23,9,0.23,9,0.27,11,0.30,11,0.45,13,0.31,10,0.27,14,0.45,14,0.55,13,0.44,14,0.53,14,0.52,0.00
F,129,João Pedro,5.7,5.6,Brighton,72,4.49,74,3.67,70,4.13,69,3.68,68,4.71,67,3.12,64,2.92,65,3.57,63,4.62,67,3.51,65,3.88,65,4.09,0.84
M,130,Kozlowski,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,131,Lamptey,4.5,4.5,Brighton,8,0.44,8,0.34,8,0.36,8,0.34,8,0.44,8,0.30,9,0.35,8,0.38,10,0.48,8,0.38,10,0.43,8,0.40,0.00
M,132,March,6.5,6.5,Brighton,0,0.00,0,0.00,0,0.00,12,0.66,23,1.52,26,1.24,28,1.29,27,1.48,26,1.77,25,1.35,26,1.51,26,1.53,0.00
M,133,Mazilu,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,134,Milner,5.0,5.0,Brighton,1,0.05,10,0.41,24,0.99,26,1.02,28,1.22,27,0.98,28,1.01,30,1.14,30,1.30,30,1.13,28,1.12,31,1.26,0.00
M,135,Minteh,5.5,5.5,Brighton,75,4.09,73,3.15,71,3.69,70,3.29,68,4.08,67,2.72,67,2.73,66,3.33,64,4.11,64,3.16,64,3.51,63,3.56,0.13
M,136,Mitoma,6.7,6.7,Brighton,84,4.26,82,3.21,79,3.65,78,3.30,77,4.18,75,2.77,76,2.78,74,3.33,73,4.26,75,3.25,75,3.58,74,3.68,0.01
M,137,Moder,4.5,4.5,Brighton,7,0.43,5,0.28,5,0.29,5,0.28,5,0.32,5,0.29,5,0.30,6,0.35,6,0.40,7,0.38,7,0.38,7,0.39,0.00
