Pos,ID,Name,BV,SV,Team,10_xMins,10_Pts,11_xMins,11_Pts,12_xMins,12_Pts,13_xMins,13_Pts,14_xMins,14_Pts,15_xMins,15_Pts,16_xMins,16_Pts,17_xMins,17_Pts,18_xMins,18_Pts,19_xMins,19_Pts,20_xMins,20_Pts,21_xMins,21_Pts,Elite%
F,589,Füllkrug,6.7,6.7,West Ham,15,0.90,34,2.29,36,2.00,38,1.93,36,2.27,37,2.66,37,2.07,37,2.30,36,2.29,38,1.97,39,1.72,36,2.27,0.00
F,590,Osula,5.0,5.0,Newcastle,7,0.45,7,0.45,3,0.29,3,0.23,3,0.21,4,0.30,3,0.31,4,0.35,4,0.31,4,0.32,4,0.28,4,0.36,0.00
D,591,Todibo,4.4,4.4,West Ham,88,2.59,85,3.05,83,1.83,80,1.92,80,2.65,80,2.90,78,1.95,79,2.29,77,2.46,77,1.61,76,0.94,77,2.56,0.00
D,592,J.Araujo,4.4,4.4,Bournemouth,39,1.14,40,1.47,39,1.51,37,1.46,38,1.27,39,1.62,39,1.67,39,1.19,38,1.61,39,1.38,38,1.78,39,1.03,0.00
D,593,De Ligt,5.0,5.0,Man Utd,83,2.28,71,3.03,70,2.60,69,2.90,69,1.54,69,2.87,68,1.14,70,2.49,70,2.42,69,2.34,68,1.24,66,2.94,0.00
D,594,Mazraoui,4.6,4.6,Man Utd,47,1.70,28,1.43,21,0.93,23,1.15,28,0.87,30,1.48,28,0.74,30,1.33,29,1.28,30,1.32,29,0.80,29,1.55,0.01
M,595,Gruda,5.4,5.4,Brighton,26,1.21,17,0.82,13,0.71,14,0.92,16,0.85,17,0.99,18,1.02,18,0.99,17,1.04,18,0.92,17,0.86,19,1.14,0.00
M,596,Jota Silva,5.9,5.9,Nott'm Forest,29,1.66,18,0.94,18,0.79,18,1.19,17,0.75,19,0.96,22,1.16,20,1.08,19,1.03,19,1.02,19,1.08,19,0.94,0.00
M,597,Lewis-Skelly,4.5,4.5,Arsenal,5,0.26,4,0.20,3,0.17,1,0.07,1,0.08,1,0.06,1,0.08,2,0.09,2,0.13,2,0.10,1,0.07,1,0.08,0.00
D,598,Bogarde,4.0,4.0,Aston Villa,4,0.09,6,0.14,8,0.26,8,0.19,9,0.29,9,0.36,11,0.34,10,0.27,11,0.32,12,0.42,10,0.40,10,0.34,0.00
G,599,Dennis,4.0,4.0,Bournemouth,1,0.04,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,6,0.20,0.00
M,600,Ayari,5.0,5.0,Brighton,56,1.82,40,1.39,33,1.30,34,1.60,33,1.31,36,1.49,34,1.43,34,1.36,36,1.53,34,1.25,32,1.20,33,1.41,0.00
M,601,Moran,5.0,5.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,602,Trevitt,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,603,Armstrong,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,604,King,4.5,4.5,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,605,Godo,4.5,4.5,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,606,Alves,4.5,4.5,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,607,O’Reilly,5.0,5.0,Man City,1,0.12,0,0.00,0,0.00,0,0.00,1,0.11,1,0.11,1,0.10,1,0.09,1,0.11,1,0.11,0,0.00,0,0.00,0.00
M,608,Dibling,4.6,4.6,Southampton,63,3.49,61,3.07,56,2.48,54,2.41,53,2.57,51,2.21,51,2.56,51,2.35,52,2.88,50,2.36,51,2.78,51,2.25,0.11
F,609,Lankshear,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,610,Moore,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,611,Szmodics,5.8,5.8,Ipswich,67,3.94,55,2.38,54,2.82,52,2.49,54,2.90,53,2.92,51,2.62,52,2.69,52,1.98,52,2.56,51,2.34,52,2.70,0.00
M,612,Odobert,5.3,5.3,Spurs,43,2.32,47,2.96,33,1.48,36,2.17,36,1.95,36,1.98,37,2.24,38,1.92,38,2.00,41,2.64,39,2.25,34,1.52,0.00
M,613,Collyer,4.5,4.5,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,614,Metcalfe,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,615,Rushworth,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,616,Nelson,4.0,4.0,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,617,Evanilson,5.9,5.9,Bournemouth,57,2.62,56,3.04,55,3.16,56,3.15,56,3.09,54,3.17,53,3.23,53,2.67,55,3.16,55,2.75,51,3.23,54,2.55,0.00
M,618,Georginio,5.5,5.5,Brighton,61,2.56,46,2.05,40,2.09,39,2.64,45,2.27,42,2.40,42,2.39,43,2.30,43,2.56,41,1.92,42,1.95,42,2.43,0.01
M,619,Cajuste,4.5,4.5,Ipswich,46,1.70,41,1.34,37,1.37,34,1.21,32,1.23,32,1.23,33,1.21,32,1.18,33,1.07,32,1.15,31,1.13,32,1.17,0.00
M,620,Sosa,5.5,5.5,Nott'm Forest,20,1.08,6,0.38,6,0.32,6,0.44,7,0.35,7,0.40,8,0.47,6,0.39,6,0.38,6,0.37,6,0.38,5,0.30,0.00
M,621,João Félix,6.1,6.1,Chelsea,25,1.61,17,1.06,20,1.45,22,1.54,22,1.75,25,1.53,24,1.80,24,1.69,25,1.78,25,1.86,23,1.51,24,1.74,0.00
M,622,Berge,5.0,5.0,Fulham,77,2.67,73,2.26,60,2.25,47,1.50,46,1.63,50,1.55,46,1.36,48,1.88,48,1.46,46,1.67,45,1.78,44,1.51,0.00
M,623,M.Fernandes,5.0,5.0,Southampton,79,2.62,73,2.31,66,1.98,67,1.97,65,2.02,62,1.82,62,1.98,61,1.87,63,2.14,60,1.85,63,2.13,63,1.86,0.00
G,624,Begovic,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.01
M,625,Gündogan,6.5,6.5,Man City,66,3.26,59,2.81,54,2.80,53,2.14,55,3.06,57,2.75,56,3.00,53,2.42,55,3.27,55,2.93,55,3.15,54,2.70,0.00
D,626,Kaboré,4.5,4.5,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,627,Dixon,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,628,F.Kadıoğlu,4.5,4.5,Brighton,53,1.25,50,1.47,51,1.79,51,2.58,49,1.80,50,2.18,49,2.20,48,1.80,49,2.19,46,1.49,46,1.59,52,2.18,0.00
M,629,O'Riley,5.5,5.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,630,O'Shea,4.0,4.0,Ipswich,91,3.06,83,1.21,82,1.89,77,1.89,75,2.27,77,2.09,77,1.90,77,1.83,76,0.99,75,1.46,77,1.67,77,1.86,0.01
M,631,J.Clarke,5.5,5.5,Ipswich,58,3.05,50,1.91,44,2.04,48,1.97,45,2.12,45,2.17,45,2.04,45,2.07,47,1.63,44,1.93,44,1.81,46,2.12,0.00
M,632,Ogbene,5.0,5.0,Ipswich,17,0.94,32,1.35,35,1.71,35,1.58,32,1.62,36,1.79,35,1.66,35,1.66,33,1.28,33,1.52,34,1.51,35,1.67,0.00
M,633,Merino,6.0,6.0,Arsenal,30,1.28,32,1.38,32,1.59,36,1.58,39,1.82,40,1.69,43,2.15,42,1.77,42,2.26,41,1.74,43,1.75,42,1.89,0.00
M,634,G.Nunes,4.9,4.9,Brentford,0,0.00,0,0.00,7,0.35,13,0.77,14,0.69,15,0.83,16,0.79,16,0.88,15,0.78,16,0.79,17,0.94,16,0.75,0.00
M,635,El Khannouss,4.9,4.9,Leicester,29,1.40,35,1.46,35,1.50,37,1.55,38,1.78,48,2.04,38,1.52,37,1.81,39,1.39,39,1.43,38,1.48,34,1.56,0.00
M,636,Chiesa,6.8,6.8,Liverpool,12,0.91,26,1.68,31,2.31,33,1.86,35,2.13,33,2.25,32,2.29,35,2.19,36,2.98,35,2.35,36,2.58,35,2.25,0.00
D,637,Meupiyou,4.0,4.0,Wolves,0,0.00,0,0.00,6,0.17,16,0.50,19,0.58,21,0.59,20,0.71,20,0.65,19,0.54,22,0.43,18,0.66,18,0.43,0.00
M,638,Oulad M'hand,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,639,Setford,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,640,Swinkels,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,641,Zych,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,642,André,5.0,5.0,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,643,Casey,4.0,4.0,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.04,0,0.00,1,0.03,0,0.00,1,0.02,1,0.02,0,0.00,0.00
M,644,Umeh-Chibueze,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,645,Devenny,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,646,Agbinone,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,647,Rodney,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,648,Wheatley,4.5,4.5,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,649,Meghoma,4.0,4.0,Brentford,2,0.08,1,0.05,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,650,Lacroix,4.5,4.5,Crystal Palace,80,2.55,72,2.69,70,1.72,64,1.97,59,2.00,58,1.27,60,1.46,58,1.56,61,1.65,58,2.37,69,1.86,59,2.07,0.00
M,651,Mangala,5.0,5.0,Everton,53,1.78,51,1.64,44,1.52,42,1.34,41,1.50,42,1.33,42,1.26,40,1.33,42,1.25,42,1.45,42,1.35,41,1.36,0.00
M,652,Ugarte,4.9,4.9,Man Utd,45,1.43,35,1.24,32,1.13,35,1.25,34,1.03,31,1.12,32,0.98,32,1.13,33,1.13,33,1.14,33,0.99,33,1.22,0.00
D,653,Morato,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,654,C.Soler,5.0,5.0,West Ham,42,1.78,42,2.00,34,1.37,34,1.31,37,1.62,41,1.92,39,1.55,40,1.70,38,1.69,39,1.49,38,1.31,37,1.71,0.00
M,655,Forbs,5.5,5.5,Wolves,40,1.85,39,2.00,36,1.52,34,1.63,32,1.47,34,1.54,33,1.75,34,1.56,34,1.61,35,1.40,35,1.65,33,1.40,0.00
M,656,Young,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,657,Kacurri,4.0,4.0,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,658,Heaven,4.0,4.0,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,659,Kabia,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,660,Jaros,4.0,4.0,Liverpool,1,0.05,2,0.08,2,0.09,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,661,Yogane,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,662,Nichols,4.0,4.0,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,663,Samuels,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,664,Pond,4.0,4.0,Wolves,0,0.00,1,0.04,2,0.05,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,665,Butler-Oyedeji,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,666,Kporha,4.0,4.0,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,667,Fletcher,4.5,4.5,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,10001,Josh Wilson-Esbrand,99.9,99.9,Man City,2,0.10,1,0.08,1,0.07,1,0.07,3,0.17,3,0.16,3,0.18,2,0.12,3,0.19,2,0.15,2,0.13,2,0.14,0.00
G,10068,Mark Gillespie,99.9,99.9,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,10076,Matthew Cox,99.9,99.9,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,10077,Paris Maghoma,99.9,99.9,Brentford,0,0.00,1,0.06,1,0.07,2,0.09,1,0.08,2,0.11,2,0.12,2,0.11,3,0.14,2,0.13,2,0.11,1,0.06,0.00
M,10083,Daniel Gore,99.9,99.9,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,10129,Zach Abbott,99.9,99.9,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,10145,Morato,99.9,99.9,Nott'm Forest,6,0.20,9,0.27,13,0.29,12,0.46,14,0.26,16,0.42,22,0.73,15,0.46,16,0.45,18,0.59,17,0.55,16,0.43,0.00
F,10148,Carlos Forbs,99.9,99.9,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,10149,André,99.9,99.9,Wolves,64,2.05,64,2.17,62,1.81,60,1.91,58,1.78,59,1.77,58,2.02,60,1.87,58,1.80,56,1.60,55,1.80,56,1.61,0.00
G,10151,Jack Porter,99.9,99.9,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
