Pos,ID,Name,BV,SV,Team,33_xMins,33_Pts,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts
F,235,Origi,4.8,4.8,Liverpool,0,0.00,0,0.03,0,0.00,0,0.03,1,0.07,0,0.05
M,236,Minamino,5.1,5.1,Liverpool,6,0.45,4,0.38,5,0.43,7,0.98,7,0.54,6,0.52
D,237,Alexander-Arnold,8.4,8.4,Liverpool,88,5.34,85,6.18,83,5.16,82,9.59,80,4.80,81,6.05
D,238,Gomez,4.7,4.7,Liverpool,1,0.06,4,0.19,4,0.19,7,0.58,7,0.27,7,0.34
M,239,Keita,5.0,5.0,Liverpool,19,1.00,23,1.25,27,1.33,27,2.57,28,1.35,28,1.46
M,240,Jota,8.3,8.3,Liverpool,52,3.51,56,4.31,54,3.66,53,6.98,51,3.49,51,3.87
D,241,Phillips,4.2,4.2,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,242,Kelleher,4.3,4.3,Liverpool,0,0.00,0,0.02,3,0.12,0,0.03,0,0.02,1,0.04
D,243,Konaté,5.1,5.1,Liverpool,4,0.17,12,0.56,16,0.69,25,2.16,21,0.89,22,1.17
M,244,Jones,5.0,5.0,Liverpool,8,0.48,12,0.66,14,0.71,17,1.70,19,0.97,16,0.89
D,245,Tsimikas,3.7,3.7,Liverpool,2,0.07,3,0.12,5,0.20,5,0.40,6,0.24,6,0.32
D,246,N.Williams,3.8,3.8,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,247,R.Williams,4.4,4.4,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,248,Davies,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,249,Walker,5.4,5.4,Man City,69,3.89,73,4.33,66,3.09,67,6.77,64,3.43,64,3.38
M,250,Gündogan,7.1,7.1,Man City,41,2.60,38,2.82,44,2.70,43,5.38,47,2.78,46,3.00
M,251,De Bruyne,11.8,11.8,Man City,75,5.20,78,6.27,75,5.09,74,10.16,70,4.46,74,5.30
D,252,Stones,5.2,5.2,Man City,65,3.77,60,3.73,32,1.66,31,3.39,34,1.90,35,2.02
D,253,Mendy,5.2,5.2,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,254,Mahrez,8.6,8.6,Man City,54,4.67,52,5.27,45,3.85,55,9.24,54,4.23,51,4.56
M,255,Sterling,10.5,10.5,Man City,47,3.81,43,4.10,49,3.91,49,7.82,43,3.19,50,4.17
D,256,Cancelo,7.0,7.0,Man City,79,5.28,75,5.41,73,4.15,74,9.03,67,4.20,72,4.65
G,257,Ederson,6.1,6.1,Man City,90,4.73,89,4.81,89,4.15,88,8.65,88,4.50,87,4.40
D,258,Aké,4.7,4.7,Man City,27,1.64,33,2.15,12,0.62,13,1.36,19,1.01,19,1.09
D,259,Laporte,5.8,5.8,Man City,87,5.26,83,5.38,69,3.62,71,8.05,66,3.83,62,3.69
G,260,Steffen,4.4,4.4,Man City,0,0.00,0,0.02,1,0.05,2,0.17,1,0.00,1,0.06
M,261,Bernardo,7.0,7.0,Man City,62,3.29,67,3.98,64,3.25,63,6.54,64,3.19,64,3.52
D,262,Dias,6.1,6.1,Man City,3,0.20,7,0.40,75,3.77,73,7.86,72,4.02,72,4.08
F,263,Jesus,8.4,8.4,Man City,48,3.26,49,3.85,47,3.18,49,6.53,48,2.97,49,3.42
D,264,Zinchenko,5.3,5.3,Man City,28,1.68,29,1.82,33,1.70,31,3.49,36,2.01,33,1.90
M,265,Foden,7.8,7.8,Man City,71,4.89,67,5.42,71,4.73,64,8.74,63,3.96,61,4.44
M,266,Rodrigo,5.5,5.5,Man City,85,3.33,81,3.53,79,3.00,78,6.03,77,2.92,73,2.96
M,267,Harrison,5.5,5.5,Leeds,0,0.00,73,3.10,75,2.63,72,5.66,72,3.47,66,2.91
M,268,Torres,6.7,6.7,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,269,Cavani,8.4,8.4,Man Utd,0,0.00,0,0.00,11,0.78,18,1.08,31,1.67,31,1.73
G,270,de Gea,5.1,5.1,Man Utd,90,7.63,87,3.33,89,4.04,87,3.73,89,3.56,87,3.69
M,271,Matic,4.3,4.3,Man Utd,44,3.11,36,1.22,32,1.23,29,1.08,27,0.97,32,1.16
M,272,Pogba,7.4,7.4,Man Utd,67,5.85,57,2.29,57,3.08,61,2.76,59,2.55,57,2.62
D,273,Maguire,5.4,5.4,Man Utd,85,5.99,78,2.22,76,3.48,73,2.80,73,2.48,73,2.77
M,274,Fred,4.9,4.9,Man Utd,57,3.79,63,1.93,59,2.15,56,1.91,61,1.97,54,1.84
D,275,Shaw,5.0,5.0,Man Utd,10,0.80,19,0.67,30,1.61,39,1.71,34,1.34,31,1.36
M,276,Lingard,6.7,6.7,Man Utd,6,0.83,6,0.40,6,0.46,6,0.41,5,0.29,8,0.48
M,277,Fernandes,11.6,11.6,Man Utd,83,8.57,80,3.56,78,4.72,79,3.98,79,3.95,75,4.03
F,278,Martial,7.6,7.6,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,279,Telles,5.1,5.0,Man Utd,79,7.00,69,2.40,60,3.30,52,2.40,57,2.41,58,2.67
G,280,Henderson,4.7,4.7,Man Utd,0,0.00,2,0.08,1,0.04,1,0.06,1,0.04,2,0.08
M,281,Rashford,9.4,9.4,Man Utd,39,4.74,41,2.09,37,2.49,38,2.14,41,2.19,43,2.41
M,282,van de Beek,5.7,5.7,Everton,42,1.75,47,1.53,49,1.77,48,3.71,48,3.83,43,1.52
D,283,Tuanzebe,4.4,4.4,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,284,Lindelöf,4.8,4.8,Man Utd,54,3.84,44,1.26,27,1.21,33,1.29,31,1.10,33,1.28
M,285,McTominay,5.4,5.4,Man Utd,35,2.38,52,1.60,68,2.48,69,2.24,66,2.11,70,2.27
D,286,Bailly,4.9,4.9,Man Utd,2,0.12,2,0.05,1,0.04,1,0.02,1,0.03,2,0.06
M,287,James,6.0,6.0,Leeds,0,0.00,69,2.90,71,2.51,68,5.32,64,3.10,53,2.35
D,288,Wan-Bissaka,5.1,5.1,Man Utd,54,3.82,56,1.57,53,2.36,53,1.97,50,1.66,53,1.97
M,289,Greenwood,7.1,7.1,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,290,Williams,3.9,3.9,Norwich,0,0.00,79,2.39,78,1.48,74,3.30,75,2.01,72,1.41
M,291,Shelvey,5.3,5.3,Newcastle,78,5.63,78,2.95,74,2.18,72,1.89,72,2.30,72,2.46
D,292,Ritchie,4.9,4.9,Newcastle,3,0.20,5,0.25,4,0.13,7,0.14,5,0.19,6,0.23
D,293,Clark,4.4,4.4,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,294,Darlow,4.5,4.5,Newcastle,0,0.00,1,0.06,2,0.06,3,0.09,3,0.12,4,0.18
G,295,Dubravka,4.4,4.4,Newcastle,90,7.63,88,3.81,88,3.14,87,3.12,87,3.32,86,3.60
F,296,Wilson,7.2,7.2,Newcastle,0,0.00,0,0.00,3,0.16,6,0.29,8,0.50,10,0.67
M,297,Hendrick,4.8,4.8,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,298,Fraser,5.3,5.3,Newcastle,40,3.94,53,2.65,63,2.37,60,2.00,60,2.54,61,2.75
D,299,Lascelles,4.4,4.4,Newcastle,7,0.51,9,0.35,15,0.35,20,0.29,17,0.52,23,0.84
F,300,Gayle,5.2,5.2,Newcastle,0,0.02,0,0.03,0,0.01,1,0.05,0,0.02,0,0.03
D,301,Dummett,4.5,4.5,Newcastle,1,0.05,1,0.05,2,0.04,2,0.05,2,0.06,1,0.04
D,302,Manquillo,3.9,3.9,Newcastle,7,0.58,14,0.57,9,0.24,6,0.13,2,0.07,4,0.15
D,303,Krafth,4.3,4.3,Newcastle,83,6.03,75,2.96,50,1.05,31,0.48,16,0.51,18,0.65
M,304,Murphy,4.7,4.7,Newcastle,33,3.23,29,1.55,27,1.18,30,1.15,21,1.05,30,1.44
D,305,Schär,4.4,4.4,Newcastle,86,6.83,85,3.64,82,1.69,78,0.89,78,2.34,76,2.83
M,306,Hayden,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,307,Saint-Maximin,6.8,6.8,Newcastle,81,7.12,74,3.42,73,2.62,73,2.30,75,2.89,73,3.07
M,308,Almirón,5.0,5.0,Newcastle,19,2.08,20,1.16,17,0.82,17,0.74,20,1.01,17,0.91
M,309,S.Longstaff,4.3,4.3,Newcastle,9,0.94,9,0.44,8,0.35,11,0.47,9,0.41,13,0.59
F,310,Joelinton,5.8,5.8,Newcastle,57,4.08,55,2.06,56,1.74,59,1.67,59,1.94,57,1.94
D,311,Lewis,4.2,4.2,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,312,M.Longstaff,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,313,McGovern,3.9,3.9,Norwich,0,0.00,0,0.00,0,0.00,0,0.02,1,0.03,0,0.01
G,314,Krul,4.5,4.5,Norwich,90,3.19,89,3.48,88,3.17,88,6.45,87,3.28,88,3.16
F,315,Pukki,5.9,5.8,Norwich,83,3.17,79,4.00,78,3.25,77,7.06,79,3.30,75,3.13
M,316,Stiepermann,5.0,5.0,Norwich,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,317,Rupp,4.4,4.4,Norwich,29,1.11,22,0.98,29,1.12,28,2.23,28,1.10,27,1.05
M,318,McLean,4.9,4.9,Norwich,84,2.30,81,2.67,79,2.33,80,4.91,75,2.31,77,2.26
D,319,Hanley,4.4,4.4,Norwich,88,1.37,87,2.67,86,1.65,84,3.72,81,2.15,78,1.55
M,320,Hernández,4.9,4.9,Norwich,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,321,Byram,4.4,4.4,Norwich,17,0.35,19,0.66,16,0.40,23,1.23,24,0.73,24,0.59
F,322,Hugill,5.4,5.4,Norwich,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,323,Dowell,5.1,5.1,Norwich,32,1.38,25,1.35,16,0.81,20,2.11,17,0.89,21,1.03
D,324,Zimmermann,4.4,4.4,Norwich,3,0.05,3,0.08,5,0.10,4,0.15,7,0.19,5,0.09
M,325,Cantwell,5.3,5.3,Norwich,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,326,Aarons,4.3,4.3,Norwich,75,1.25,70,2.23,74,1.50,69,3.25,66,1.84,66,1.37
D,327,Sørensen,4.3,4.3,Norwich,4,0.10,5,0.18,5,0.15,6,0.39,9,0.31,7,0.22
M,328,Placheta,4.7,4.7,Norwich,7,0.37,8,0.47,5,0.30,6,0.71,5,0.33,6,0.38
F,329,Idah,4.9,4.9,Norwich,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,330,Martin,5.0,5.0,Norwich,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,331,Omobamidele,3.9,3.9,Norwich,0,0.00,0,0.00,0,0.00,0,0.00,1,0.03,5,0.12
M,332,Walcott,5.8,5.8,Southampton,2,0.34,4,0.32,6,0.41,7,0.47,6,0.37,9,0.54
G,333,Forster,4.4,4.4,Southampton,1,0.09,3,0.10,5,0.20,6,0.25,7,0.24,6,0.22
G,334,McCarthy,4.3,4.3,Southampton,89,7.09,87,3.45,85,3.64,84,3.30,83,2.98,84,3.17
M,335,Romeu,4.5,4.5,Southampton,83,4.61,79,2.19,78,2.33,74,2.11,78,1.96,73,2.05
M,336,Redmond,5.9,5.9,Southampton,23,2.30,24,1.18,24,1.27,26,1.31,25,1.13,22,1.12
F,337,Ings,7.7,7.7,Aston Villa,0,0.00,60,3.25,60,7.74,59,5.96,63,3.92,55,2.15
D,338,Stephens,4.4,4.4,Southampton,3,0.15,4,0.12,5,0.18,7,0.19,6,0.14,8,0.23
M,339,S.Armstrong,5.8,5.8,Southampton,69,5.48,66,2.56,63,2.78,61,2.45,62,2.18,61,2.44
D,340,Vestergaard,4.7,4.7,Leicester,0,0.01,1,0.03,0,0.01,1,0.11,1,0.10,1,0.06
M,341,Ward-Prowse,6.4,6.4,Southampton,85,7.25,85,3.45,81,3.86,80,3.41,80,2.88,78,3.35
D,342,Walker-Peters,4.8,4.8,Southampton,78,5.30,73,2.43,74,3.04,74,2.44,73,1.57,70,2.11
D,343,Bednarek,4.4,4.4,Southampton,87,5.34,84,2.54,83,3.12,83,2.49,82,1.56,80,2.17
F,344,Nlundulu,4.5,4.5,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,345,Adams,6.8,6.8,Southampton,80,7.18,78,3.43,75,3.76,74,3.40,73,2.90,76,3.53
M,346,Tella,4.7,4.7,Southampton,9,1.01,11,0.58,11,0.62,14,0.74,15,0.75,13,0.68
M,347,Smallbone,4.5,4.5,Southampton,4,0.49,5,0.29,5,0.30,6,0.36,7,0.38,7,0.40
F,348,Obafemi,4.5,4.5,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,349,Diallo,4.5,4.5,Southampton,13,1.04,16,0.59,20,0.81,22,0.85,20,0.75,26,0.98
M,350,Djenepo,5.2,5.2,Southampton,7,0.83,9,0.49,15,0.83,10,0.54,14,0.64,13,0.66
D,351,Salisu,4.5,4.5,Southampton,88,5.26,87,2.56,81,2.99,80,2.37,81,1.52,79,2.11
G,352,Hart,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,353,Lloris,5.4,5.4,Spurs,90,4.15,89,3.80,89,3.94,89,6.90,87,4.20,86,4.00
M,354,Sissoko,4.4,4.4,Watford,86,2.80,83,2.02,79,2.75,79,4.98,81,2.62,77,2.07
D,355,Alderweireld,5.0,5.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,356,Lamela,6.0,6.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,357,Kane,12.6,12.6,Spurs,85,6.08,80,5.23,81,6.32,80,8.62,77,6.12,80,6.42
D,358,Aurier,4.9,4.9,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,359,Son,11.1,10.9,Spurs,80,6.00,78,5.35,77,6.21,75,8.49,76,6.36,70,5.82
D,360,Doherty,4.9,4.8,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,361,Dier,4.6,4.6,Spurs,88,4.03,85,3.31,85,3.70,84,4.94,81,4.10,78,3.72
M,362,Lucas Moura,6.0,6.0,Spurs,23,1.40,29,1.67,29,1.88,36,3.48,36,2.28,40,2.54
M,363,Dele,6.2,6.2,Everton,6,0.44,10,0.46,11,0.55,12,1.34,13,1.39,13,0.64
D,364,Davies,4.4,4.4,Spurs,89,4.00,86,3.33,85,3.69,82,4.81,86,4.26,78,3.74
M,365,Højbjerg,4.8,4.8,Spurs,86,2.92,82,2.61,80,2.77,77,4.51,76,2.81,78,2.82
M,366,Winks,4.4,4.4,Spurs,5,0.23,4,0.18,3,0.11,3,0.25,4,0.18,5,0.20
D,367,Sánchez,4.3,4.3,Spurs,4,0.22,10,0.42,13,0.56,15,0.98,13,0.64,20,0.96
D,368,Sessegnon,4.3,4.3,Spurs,9,0.58,28,1.53,27,1.62,28,2.42,30,1.96,29,1.84
M,369,Bergwijn,5.9,5.9,Spurs,11,0.71,19,1.17,18,1.23,22,2.41,21,1.47,27,1.77
D,370,Reguilón,5.1,5.1,Spurs,81,4.58,61,3.05,62,3.52,62,4.72,60,3.81,60,3.64
D,371,Tanganga,4.2,4.2,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,372,Lo Celso,5.9,5.9,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,373,Skipp,4.4,4.4,Spurs,10,0.37,32,1.09,40,1.42,45,2.77,46,1.66,47,1.66
D,374,Rodon,4.2,4.2,Spurs,0,0.01,0,0.02,2,0.08,2,0.13,2,0.12,4,0.21
M,375,Ndombele,5.7,5.7,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,376,Foster,4.1,4.1,Watford,90,3.62,89,3.19,89,3.83,88,6.91,87,3.37,88,3.06
D,377,Rose,4.2,4.2,Watford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,378,Gosling,4.7,4.7,Watford,0,0.02,1,0.03,0,0.02,1,0.06,1,0.04,1,0.03
D,379,Cathcart,4.3,4.3,Watford,5,0.17,11,0.12,17,0.64,15,0.96,17,0.52,16,0.30
F,380,Deeney,5.4,5.4,Watford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,381,Cleverley,4.8,4.8,Watford,19,0.97,23,0.92,21,1.09,29,2.60,25,1.19,30,1.16
D,382,Femenía,4.3,4.3,Watford,86,3.21,83,0.81,82,3.57,81,5.50,78,2.71,79,1.52
F,383,Gray,5.4,5.4,Watford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,384,Kabasele,4.3,4.3,Watford,87,2.95,81,0.70,80,3.13,77,4.77,77,2.42,78,1.36
M,385,Chalobah,5.0,5.0,Watford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,386,Hughes,4.7,4.7,Crystal Palace,23,1.05,24,1.16,32,2.56,28,1.33,27,1.16,29,1.19
D,387,Troost-Ekong,4.3,4.3,Watford,0,0.01,1,0.03,2,0.08,1,0.10,4,0.15,2,0.06
F,388,Perica,4.5,4.5,Watford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,389,Bachmann,4.1,4.1,Watford,0,0.00,0,0.00,0,0.02,1,0.09,3,0.10,2,0.05
D,390,Masina,4.3,4.3,Watford,1,0.05,2,0.04,2,0.08,4,0.25,3,0.11,4,0.11
M,391,Sema,5.2,5.2,Watford,1,0.08,1,0.08,2,0.13,3,0.39,3,0.22,5,0.29
M,392,Zinckernagel,5.5,5.5,Watford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,393,Success,5.0,5.0,Watford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,394,Dele-Bashiru,4.5,4.5,Watford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,395,Fletcher,4.8,4.8,Watford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,396,Sierralta,4.3,4.3,Watford,0,0.01,1,0.03,2,0.08,1,0.05,2,0.08,2,0.06
M,397,Quina,4.5,4.5,Watford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,398,Navarro,4.0,4.0,Watford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,399,Sarr,5.7,5.7,Watford,81,3.98,80,2.49,81,4.19,77,7.10,77,3.84,75,2.66
D,400,Ngakia,4.2,4.2,Watford,5,0.18,7,0.15,8,0.33,10,0.73,10,0.39,11,0.30
D,401,Wilmot,4.5,4.5,Watford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,402,Hungbo,4.5,4.5,Watford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,403,Louza,5.2,5.2,Watford,82,2.76,78,1.99,79,2.80,77,4.99,75,2.56,70,2.00
F,404,João Pedro,5.4,5.4,Watford,63,2.88,60,1.99,55,2.74,58,5.11,52,2.50,59,2.09
M,405,Baah,4.3,4.3,Watford,0,0.00,0,0.02,1,0.05,0,0.06,1,0.10,1,0.07
M,406,Noble,4.3,4.3,West Ham,6,0.29,10,0.45,12,0.60,15,1.39,0,0.00,17,0.77
G,407,Randolph,4.3,4.3,West Ham,0,0.00,0,0.01,0,0.00,1,0.02,0,0.00,1,0.06
G,408,Fabianski,5.0,5.0,West Ham,90,4.03,89,3.22,89,3.47,88,6.92,0,0.00,86,3.49
D,409,Ogbonna,4.9,4.9,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,410,Reid,3.9,3.9,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,411,Cresswell,5.4,5.4,West Ham,87,4.42,85,2.18,81,2.87,81,5.75,0,0.00,79,2.96
M,412,Yarmolenko,5.1,5.1,West Ham,4,0.35,6,0.39,7,0.45,8,1.05,0,0.00,10,0.59
F,413,Antonio,7.5,7.5,West Ham,84,4.38,80,2.95,79,3.47,78,7.03,0,0.00,75,3.23
D,414,Dawson,4.9,4.9,West Ham,88,4.03,86,1.95,83,2.60,83,5.25,0,0.00,77,2.59
D,415,Fredericks,4.4,4.4,West Ham,0,0.01,3,0.10,3,0.10,4,0.27,0,0.00,4,0.15
M,416,Lanzini,5.6,5.6,West Ham,70,3.78,71,2.69,67,2.99,66,5.99,0,0.00,68,2.92
D,417,Masuaku,4.4,4.4,West Ham,3,0.15,4,0.14,5,0.20,5,0.38,0,0.00,8,0.29
D,418,Coufal,4.7,4.7,West Ham,77,3.57,73,1.77,66,2.18,69,4.46,0,0.00,67,2.34
M,419,Benrahma,5.9,5.9,West Ham,41,2.54,45,2.01,48,2.44,47,4.82,0,0.00,46,2.34
M,420,Bowen,6.9,6.9,West Ham,82,5.01,79,3.24,78,3.84,78,7.91,0,0.00,75,3.71
M,421,Rice,5.0,5.0,West Ham,88,2.88,83,2.20,83,2.40,80,4.73,0,0.00,78,2.29
M,422,Soucek,5.7,5.7,West Ham,86,3.61,85,2.61,83,2.93,81,5.91,0,0.00,79,2.78
M,423,Fornals,6.0,6.0,West Ham,68,3.28,65,2.29,64,2.59,68,5.55,0,0.00,61,2.45
D,424,Diop,4.2,4.2,West Ham,41,1.89,12,0.29,9,0.28,11,0.65,0,0.00,15,0.53
D,425,Johnson,3.9,3.9,West Ham,15,0.65,19,0.55,26,0.91,22,1.62,0,0.00,27,1.01
M,426,Moutinho,4.9,4.9,Wolves,0,0.00,84,2.88,81,2.88,77,2.26,78,5.52,78,2.10
G,427,Patrício,5.0,5.0,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,428,Boly,4.9,4.9,Wolves,0,0.00,74,2.79,67,2.72,68,1.56,73,5.05,65,1.03
D,429,Coady,4.9,4.9,Wolves,0,0.00,85,3.00,84,3.19,83,1.75,83,5.28,81,1.15
F,430,Jiménez,7.5,7.5,Wolves,0,0.00,71,3.62,67,3.52,65,2.61,60,6.37,63,2.39
D,431,Saïss,4.9,4.9,Wolves,0,0.00,31,1.22,37,1.59,37,0.87,36,2.64,43,0.68
D,432,Marçal,4.2,4.2,Wolves,0,0.00,60,2.45,60,2.66,59,1.51,61,4.66,55,1.04
D,433,Jonny,4.5,4.5,Wolves,0,0.00,40,1.71,48,2.17,42,1.12,41,3.19,43,0.85
M,434,Dendoncker,4.7,4.7,Wolves,0,0.00,55,2.01,53,1.97,56,1.72,39,3.03,34,1.07
M,435,Traoré,5.6,5.6,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,436,Neves,5.3,5.3,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,27,2.00,50,1.36
D,437,Semedo,4.8,4.8,Wolves,0,0.00,55,2.25,47,2.10,49,1.25,51,3.85,50,0.91
M,438,Podence,5.5,5.5,Wolves,0,0.00,61,2.69,57,2.60,56,2.06,57,5.20,52,1.84
D,439,Kilman,4.6,4.6,Wolves,0,0.00,78,2.93,79,3.23,78,1.75,75,5.14,75,1.16
M,440,Gibbs-White,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,441,Neto,6.3,6.3,Wolves,0,0.00,23,1.22,25,1.32,26,1.14,24,2.58,25,1.08
M,442,Otasowie,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,443,Hoever,3.9,3.9,Wolves,0,0.00,4,0.14,7,0.27,13,0.37,9,0.62,7,0.17
G,444,Söndergaard,3.9,3.9,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,445,Fabio Silva,5.6,5.6,Wolves,0,0.00,19,1.11,25,1.41,25,1.15,28,3.13,26,1.13
D,446,Mosquera,4.4,4.4,Wolves,0,0.00,1,0.03,0,0.01,0,0.01,1,0.10,2,0.05
F,447,Welbeck,5.9,5.9,Brighton,62,4.73,59,3.14,59,2.66,63,2.87,60,2.85,57,2.87
G,448,Gunn,4.0,4.0,Norwich,0,0.00,1,0.03,2,0.07,1,0.09,3,0.10,1,0.05
M,449,Rashica,5.2,5.2,Norwich,80,2.80,75,3.40,69,2.70,67,5.70,66,2.68,67,2.64
F,450,Dennis,5.9,5.9,Watford,44,2.10,40,1.42,45,2.21,45,3.95,50,2.34,44,1.63
D,451,Collins,4.3,4.3,Burnley,64,3.92,42,1.81,26,0.97,17,0.58,17,0.89,16,0.60
G,452,Ruddy,4.3,4.3,Wolves,0,0.00,1,0.03,1,0.06,0,0.01,2,0.18,2,0.06
M,453,Fernandinho,4.7,4.7,Man City,10,0.44,10,0.48,11,0.51,13,1.14,16,0.71,15,0.70
D,454,Pollock,4.0,4.0,Watford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,455,Daka,7.0,7.0,Leicester,35,3.87,31,1.92,20,1.09,15,2.15,17,2.00,18,1.23
D,456,Gibson,4.4,4.4,Norwich,88,1.29,85,2.46,84,1.53,85,3.57,78,2.02,69,1.30
D,457,Giannoulis,4.4,4.4,Norwich,85,1.40,11,0.43,13,0.37,16,1.00,15,0.52,17,0.50
M,458,Soumaré,4.8,4.8,Leicester,14,1.17,19,0.78,21,0.80,20,1.73,21,1.67,25,1.01
M,459,Mata,4.7,4.7,Man Utd,2,0.22,2,0.12,2,0.15,3,0.18,2,0.07,3,0.19
D,460,Perraud,4.8,4.8,Southampton,34,2.66,36,1.34,38,1.73,37,1.40,45,1.15,42,1.45
M,461,Trincão,5.6,5.6,Wolves,0,0.00,41,1.97,41,1.99,39,1.57,42,4.05,38,1.48
M,462,Mwepu,5.9,5.9,Brighton,52,3.43,52,2.08,46,1.76,52,1.90,47,1.79,46,1.84
D,463,Firpo,4.7,4.7,Leeds,0,0.00,38,1.37,39,0.88,41,2.39,43,1.87,43,1.51
M,464,Olise,5.4,5.4,Crystal Palace,32,1.54,35,1.87,35,3.27,37,2.06,40,1.88,37,1.70
D,465,Fernández,4.3,4.3,Newcastle,0,0.01,1,0.05,1,0.03,2,0.03,3,0.09,3,0.10
D,466,Tavares,4.3,4.3,Arsenal,29,2.44,17,0.76,13,0.55,9,0.81,10,0.46,9,0.43
M,467,Etebo,4.3,4.3,Watford,1,0.07,2,0.09,4,0.21,3,0.31,6,0.28,6,0.28
F,468,King,5.6,5.6,Watford,47,2.31,41,1.49,39,2.10,36,3.51,36,1.90,41,1.61
F,469,Mebude,4.5,4.5,Watford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,470,Ait Nouri,4.3,4.3,Wolves,0,0.00,22,0.94,23,1.04,23,0.66,23,1.80,26,0.56
M,471,Lees-Melou,4.8,4.8,Norwich,59,1.94,56,2.24,46,1.70,51,3.85,55,2.00,51,1.82
F,472,Cucho,5.1,5.1,Watford,33,1.70,47,1.65,47,2.41,50,4.53,49,2.40,45,1.71
