Pos,ID,Name,BV,SV,Team,14_xMins,14_Pts,15_xMins,15_Pts,16_xMins,16_Pts
D,435,Sánchez,4.4,4.4,Spurs,27,1.21,16,0.49,24,1.09
D,436,R.Sessegnon,4.5,4.5,Spurs,65,3.90,51,2.16,51,3.12
M,437,Bergwijn,5.5,5.5,Spurs,0,0.00,0,0.00,0,0.00
D,438,Reguilón,4.2,4.2,Spurs,0,0.00,0,0.00,0,0.00
D,439,Tanganga,3.9,3.9,Spurs,2,0.08,2,0.03,3,0.12
M,440,Bentancur,5.4,5.4,Spurs,77,2.65,62,1.89,62,2.28
M,441,Skipp,4.4,4.4,Spurs,25,0.92,31,1.02,31,1.13
D,442,Rodon,4.0,4.0,Spurs,0,0.00,0,0.00,0,0.00
D,443,Romero,4.9,4.9,Spurs,56,2.34,80,2.05,79,3.21
M,444,Bissouma,4.7,4.7,Spurs,54,1.91,52,1.64,49,1.79
D,445,Emerson Royal,4.9,4.9,Spurs,24,1.19,26,0.95,28,1.47
M,446,Kulusevski,8.0,8.0,Spurs,0,0.00,2,0.07,14,0.93
F,447,Scarlett,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00
D,448,Perišić,5.5,5.5,Spurs,39,2.46,51,2.29,48,3.32
M,449,White,4.4,4.4,Spurs,0,0.00,1,0.00,1,0.05
M,450,Sarr,4.3,4.3,Spurs,2,0.05,5,0.23,7,0.32
G,451,Austin,4.0,4.0,Spurs,0,0.00,0,0.00,0,0.00
M,452,Devine,4.4,4.4,Spurs,0,0.00,1,0.00,1,0.00
F,453,Parrott,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00
F,454,Richarlison,8.4,8.4,Spurs,0,0.00,5,0.22,20,1.29
G,455,Fabianski,5.0,5.0,West Ham,89,3.23,88,3.78,86,3.64
D,456,Ogbonna,4.4,4.4,West Ham,4,0.13,4,0.13,1,0.00
D,457,Cresswell,4.8,4.8,West Ham,75,2.02,69,3.14,65,2.94
F,458,Antonio,7.0,7.0,West Ham,37,1.72,33,1.94,31,1.93
D,459,Dawson,4.8,4.8,West Ham,12,0.29,29,1.21,34,1.36
M,460,Lanzini,5.1,5.1,West Ham,18,0.87,9,0.51,8,0.54
D,461,Zouma,4.5,4.5,West Ham,86,2.03,81,3.22,79,3.09
D,462,Masuaku,4.5,4.5,West Ham,0,0.00,0,0.00,0,0.00
D,463,Coufal,4.2,4.2,West Ham,40,1.05,39,1.62,38,1.57
M,464,Benrahma,5.6,5.6,West Ham,65,2.88,53,3.13,41,2.55
M,465,Bowen,8.2,8.1,West Ham,55,2.34,75,4.15,73,4.22
M,466,Vlasic,5.0,5.0,West Ham,0,0.00,0,0.00,0,0.00
M,467,Rice,4.8,4.8,West Ham,86,2.42,83,2.81,80,2.74
M,468,Soucek,5.3,5.3,West Ham,87,2.73,84,3.28,83,3.34
M,469,Fornals,5.1,5.1,West Ham,72,2.61,66,2.97,58,2.74
D,470,Diop,4.3,4.3,Fulham,30,1.07,34,0.53,36,0.86
D,471,Johnson,4.4,4.4,West Ham,46,1.20,34,1.41,28,1.20
D,472,Aguerd,4.8,4.8,West Ham,6,0.19,18,0.76,32,1.37
G,473,Areola,4.3,4.3,West Ham,1,0.04,2,0.04,3,0.13
D,474,Boly,4.2,4.2,Nott'm Forest,13,0.25,22,0.78,23,0.79
D,475,Coady,4.9,4.9,Everton,80,2.37,78,2.75,74,2.60
F,476,Jiménez,6.8,6.8,Wolves,0,0.00,10,0.49,33,1.48
D,477,Jonny,4.4,4.4,Wolves,73,2.49,70,2.41,69,1.83
G,478,Sá,5.1,5.1,Wolves,89,3.52,87,3.50,87,3.22
M,479,Dendoncker,4.7,4.7,Aston Villa,45,1.35,48,1.48,46,1.40
M,480,Neves,5.5,5.5,Wolves,84,2.92,83,2.88,80,2.47
M,481,Hwang,5.7,5.7,Wolves,52,2.72,43,2.30,38,1.84
D,482,Semedo,5.0,5.0,Wolves,34,1.18,40,1.40,37,1.07
M,483,Podence,5.4,5.4,Wolves,80,3.32,74,3.17,70,2.71
D,484,Kilman,4.6,4.5,Wolves,86,2.63,83,2.62,83,1.98
M,485,Cundle,4.4,4.4,Wolves,0,0.00,0,0.00,0,0.00
M,486,Neto,5.0,5.0,Wolves,0,0.00,0,0.00,0,0.00
D,487,Aït-Nouri,4.3,4.3,Wolves,37,1.26,39,1.39,36,1.00
F,488,Fabio Silva,5.5,5.5,Wolves,0,0.00,0,0.00,0,0.00
D,489,Toti,3.9,3.9,Wolves,1,0.00,7,0.19,16,0.37
M,490,Chiquinho,5.0,5.0,Wolves,0,0.00,0,0.00,0,0.00
M,491,Adama,5.5,5.5,Wolves,65,2.85,59,2.74,58,2.42
G,492,Šarkić,3.9,3.9,Wolves,1,0.00,2,0.08,3,0.11
M,493,Gibbs-White,5.5,5.5,Nott'm Forest,79,2.53,76,3.41,75,3.16
D,494,Mosquera,3.9,3.9,Wolves,12,0.37,8,0.23,5,0.15
G,495,Matthews,4.0,4.0,Crystal Palace,0,0.00,0,0.00,0,0.00
F,496,Plange,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00
G,497,Adrián,3.9,3.9,Liverpool,0,0.00,0,0.00,0,0.00
D,498,R.Williams,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00
D,499,Davies,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00
D,500,Van den Berg,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00
D,501,Phillips,4.0,4.0,Liverpool,2,0.10,3,0.12,2,0.05
G,502,Carson,3.9,3.9,Man City,0,0.00,0,0.00,0,0.00
M,503,Moutinho,4.8,4.8,Wolves,83,2.61,81,2.59,79,2.32
D,504,Malacia,4.3,4.3,Man Utd,16,0.66,15,0.55,17,0.66
M,505,Rothwell,4.9,4.9,Bournemouth,4,0.18,10,0.42,11,0.52
M,506,Adams,5.0,5.0,Leeds,45,1.13,84,2.48,81,1.99
D,507,Niakhaté,4.3,4.3,Nott'm Forest,0,0.00,0,0.00,0,0.00
M,508,Sinisterra,6.5,6.5,Leeds,46,2.01,67,4.02,66,2.79
M,509,Downes,4.3,4.3,West Ham,17,0.63,15,0.60,16,0.65
D,510,Hickey,4.9,4.9,Brentford,0,0.00,0,0.00,0,0.00
D,511,Richards,4.4,4.4,Nott'm Forest,0,0.00,0,0.00,0,0.00
M,512,Aribo,5.3,5.3,Southampton,64,2.38,62,2.44,58,1.93
D,513,Lenglet,4.8,4.8,Spurs,54,2.30,50,1.34,49,2.00
M,514,C.Doucouré,5.0,5.0,Crystal Palace,81,2.58,61,1.76,63,2.01
M,515,Lewis-Potter,5.2,5.2,Brentford,18,0.98,26,1.41,29,1.07
D,516,Collins,4.5,4.5,Wolves,85,2.69,83,2.73,81,2.02
G,517,Strakosha,4.3,4.3,Brentford,0,0.00,0,0.00,0,0.00
G,518,Hennessey,3.9,3.9,Nott'm Forest,2,0.04,2,0.04,3,0.08
M,519,Eriksen,6.3,6.3,Man Utd,72,3.51,72,3.29,68,3.36
D,520,Koulibaly,5.5,5.5,Chelsea,0,0.00,16,0.53,45,1.50
M,521,Francois,4.4,4.4,Fulham,0,0.00,0,0.00,0,0.00
D,522,Spence,4.1,4.1,Spurs,4,0.20,4,0.12,6,0.29
D,523,Toffolo,4.4,4.4,Nott'm Forest,0,0.00,0,0.00,1,0.00
M,524,O'Brien,4.9,4.9,Nott'm Forest,14,0.45,22,0.80,19,0.72
D,525,Augustinsson,4.3,4.3,Aston Villa,4,0.13,6,0.20,10,0.33
D,526,Mee,4.5,4.5,Brentford,88,3.52,84,3.14,84,1.21
M,527,Lingard,5.5,5.5,Nott'm Forest,42,1.67,42,2.20,44,2.17
F,528,Mara,5.3,5.3,Southampton,14,0.71,17,0.93,16,0.81
F,529,Scamacca,6.8,6.8,West Ham,70,3.12,66,3.88,63,3.86
D,530,Richards,4.4,4.4,Crystal Palace,2,0.07,3,0.08,7,0.21
D,531,Vinagre,4.3,4.3,Everton,11,0.41,9,0.37,11,0.40
D,532,Mbabu,4.4,4.4,Fulham,12,0.52,15,0.43,18,0.60
D,533,Martínez,4.5,4.5,Man Utd,84,3.49,82,2.92,76,2.89
M,534,McNeil,5.2,5.2,Everton,51,2.19,50,2.31,49,2.09
M,535,Tavernier,4.9,4.9,Bournemouth,80,2.81,76,2.85,74,3.01
M,536,Mangala,4.9,4.9,Nott'm Forest,38,1.25,44,1.61,46,1.64
D,537,Kesler Hayden,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00
D,538,Young,4.4,4.4,Aston Villa,49,1.43,24,0.76,20,0.64
D,539,Hill,4.4,4.4,Bournemouth,2,0.07,6,0.16,7,0.26
D,540,Stevens,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00
F,541,Dervişoğlu,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00
G,542,Scherpen,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00
D,543,Clarke,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00
D,544,Van Hecke,4.0,4.0,Brighton,49,1.55,18,0.64,23,0.95
D,545,Emerson,4.0,4.0,West Ham,25,0.88,26,1.28,27,1.32
M,546,Harris,4.4,4.4,Fulham,0,0.00,0,0.00,0,0.00
D,547,Drameh,4.0,4.0,Leeds,4,0.06,5,0.17,5,0.11
G,548,Iversen,3.9,3.9,Leicester,1,0.00,4,0.12,3,0.07
M,549,Praet,4.8,4.8,Leicester,9,0.42,12,0.57,11,0.55
M,550,Amad,4.4,4.4,Man Utd,0,0.00,0,0.00,0,0.00
M,551,Iqbal,4.3,4.3,Man Utd,0,0.00,0,0.00,0,0.00
M,552,Anderson,4.4,4.4,Newcastle,4,0.17,3,0.16,4,0.20
M,553,Hammond,4.4,4.4,Nott'm Forest,0,0.00,0,0.00,0,0.00
M,554,Bryan,5.0,5.0,Spurs,8,0.55,8,0.47,8,0.61
D,555,Ashby,3.9,3.9,West Ham,1,0.00,1,0.00,1,0.03
M,556,Coventry,4.4,4.4,West Ham,0,0.00,1,0.00,0,0.00
G,557,Smith,4.0,4.0,Wolves,0,0.00,0,0.00,0,0.00
D,558,Bueno,3.9,3.9,Wolves,40,1.34,36,1.30,40,1.08
D,559,Colwill,4.4,4.4,Brighton,0,0.00,0,0.00,0,0.00
M,560,Mills,4.4,4.4,Everton,0,0.00,0,0.00,0,0.00
M,561,Warrington,4.4,4.4,Everton,0,0.00,0,0.00,0,0.00
M,562,Solomon,4.9,4.9,Fulham,0,0.00,0,0.00,3,0.11
D,563,Chambers,4.0,4.0,Liverpool,0,0.00,0,0.00,1,0.04
M,564,Bajcetic,4.4,4.4,Liverpool,0,0.00,0,0.00,0,0.00
M,565,Gray,4.5,4.5,Leeds,0,0.00,0,0.00,0,0.00
M,566,Hodge,4.4,4.4,Wolves,2,0.09,2,0.05,2,0.09
M,567,Ronan,4.4,4.4,Wolves,1,0.00,2,0.05,2,0.09
M,568,Campbell,4.4,4.4,Wolves,3,0.09,5,0.22,5,0.21
M,569,Garnacho,4.3,4.3,Man Utd,5,0.33,4,0.20,3,0.21
M,570,Garner,4.5,4.5,Everton,11,0.43,12,0.45,14,0.53
G,571,Randolph,4.0,4.0,West Ham,0,0.00,0,0.00,0,0.00
M,572,Oko-Flex,4.4,4.4,West Ham,0,0.00,0,0.00,0,0.00
D,573,Lewis,3.9,3.9,Man City,3,0.11,3,0.08,2,0.08
G,574,Neto,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00
M,575,Cornet,5.9,5.9,West Ham,15,0.71,28,1.60,39,2.16
D,576,Senesi,4.5,4.5,Bournemouth,80,1.99,78,2.01,75,2.71
M,577,Onana,4.9,4.9,Everton,72,2.39,68,2.43,64,2.23
G,578,Robles,4.0,4.0,Leeds,0,0.00,0,0.00,0,0.00
M,579,Guedes,6.0,6.0,Wolves,34,1.85,35,1.93,34,1.68
M,580,Damsgaard,5.2,5.2,Brentford,44,2.28,45,2.31,43,1.62
G,581,Smithies,4.0,4.0,Leicester,0,0.00,0,0.00,0,0.00
M,582,Freuler,5.0,5.0,Nott'm Forest,65,1.78,62,2.05,62,2.04
M,583,Kouyaté,4.5,4.5,Nott'm Forest,41,1.29,42,1.48,40,1.44
M,584,Clark,4.5,4.5,Liverpool,0,0.00,0,0.00,0,0.00
F,585,Dennis,5.8,5.8,Nott'm Forest,35,1.38,38,1.90,39,1.90
D,586,Estupiñán,4.5,4.5,Brighton,45,1.89,47,2.22,47,2.52
D,587,Sergio Gómez,4.5,4.5,Man City,20,1.04,17,1.05,17,0.97
D,588,Kehrer,4.5,4.5,West Ham,82,1.83,79,2.95,75,2.80
M,589,Matheus,5.0,5.0,Wolves,71,2.62,69,2.56,67,2.30
G,590,Whitworth,4.0,4.0,Crystal Palace,0,0.00,0,0.00,0,0.00
F,591,Ablade,4.5,4.5,Fulham,0,0.00,0,0.00,1,0.06
G,592,H.Davies,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00
M,593,Casemiro,4.9,4.9,Man Utd,70,2.52,69,2.35,67,2.35
F,594,Isak,6.7,6.7,Newcastle,0,0.00,0,0.00,0,0.00
D,595,Zanka,4.0,4.0,Brentford,13,0.47,15,0.57,18,0.42
F,596,Ferguson,4.5,4.5,Brighton,0,0.00,1,0.00,1,0.07
F,597,Saydee,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00
D,598,Bevan,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00
M,599,Gomes,4.5,4.5,Man City,0,0.00,0,0.00,0,0.00
M,600,Knight,4.5,4.5,Man City,2,0.05,4,0.16,2,0.11
M,601,Rodney,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00
D,602,Renan Lodi,4.3,4.3,Nott'm Forest,55,1.02,51,1.83,48,1.73
M,603,Paquetá,5.9,5.9,West Ham,0,0.00,6,0.36,25,1.43
M,604,Phillips,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00
D,605,Welch,4.0,4.0,Everton,0,0.00,1,0.00,0,0.00
M,606,Vale,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00
M,607,Smith,4.5,4.5,Arsenal,0,0.00,0,0.00,1,0.00
F,608,Kalajdžić,5.3,5.3,Wolves,0,0.00,0,0.00,0,0.00
M,609,Antony,7.6,7.6,Man Utd,82,3.96,79,3.64,75,3.77
D,610,Akanji,5.0,5.0,Man City,58,2.69,52,2.80,51,2.64
M,611,Gueye,5.0,5.0,Everton,75,2.38,72,2.42,67,2.21
D,612,Faes,4.5,4.5,Leicester,83,1.34,79,2.43,78,1.97
D,613,Kurzawa,4.4,4.4,Fulham,0,0.00,0,0.00,3,0.06
M,614,Willian,5.5,5.5,Fulham,64,3.31,58,2.00,57,2.58
G,615,Kovár,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00
M,616,Zakaria,5.0,5.0,Chelsea,13,0.48,13,0.44,18,0.61
F,617,Aubameyang,8.9,8.9,Chelsea,58,3.17,66,3.62,59,3.15
F,618,Vinícius,5.5,5.5,Fulham,12,0.69,16,0.69,15,0.81
F,619,Gnonto,5.0,5.0,Leeds,9,0.42,5,0.34,7,0.33
M,620,Arthur,4.8,4.8,Liverpool,0,0.00,5,0.17,9,0.38
D,621,Badé,4.5,4.5,Nott'm Forest,2,0.06,6,0.21,9,0.28
D,622,Larios,4.0,4.0,Southampton,13,0.45,15,0.48,18,0.43
D,623,Caleta-Car,4.5,4.5,Southampton,87,2.36,81,2.20,69,1.11
M,624,Edozie,4.8,4.8,Southampton,10,0.52,12,0.64,12,0.57
F,625,Diego Costa,5.5,5.5,Wolves,38,1.88,52,2.57,40,1.85
G,626,Karius,4.0,4.0,Newcastle,1,0.04,2,0.04,3,0.08
G,627,Jakupović,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00
D,628,Aurier,4.5,4.5,Nott'm Forest,57,1.10,62,2.36,62,2.36
M,629,Traoré,4.5,4.5,Wolves,20,0.76,18,0.73,24,0.86
M,630,Nwaneri,4.5,4.5,Arsenal,0,0.00,1,0.00,1,0.00
D,631,Sousa,4.0,4.0,Arsenal,1,0.00,1,0.00,1,0.04
M,632,Trevitt,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00
G,633,Cox,4.0,4.0,Brentford,2,0.04,2,0.04,3,0.11
F,634,Gordon,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00
G,635,Bettinelli,4.0,4.0,Chelsea,0,0.00,0,0.00,0,0.00
D,636,Parkes,4.0,4.0,Fulham,0,0.00,1,0.02,2,0.05
D,637,John,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00
D,638,Bogarde,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00
M,639,Braybrooke,4.5,4.5,Leicester,0,0.00,0,0.00,0,0.00
D,640,Turns,4.0,4.0,Brighton,6,0.17,4,0.09,5,0.17
M,641,Godo,4.5,4.5,Fulham,0,0.00,0,0.00,0,0.00
D,642,Balmer,4.0,4.0,Crystal Palace,2,0.07,1,0.00,0,0.00
M,643,Mainoo,4.5,4.5,Man Utd,0,0.00,0,0.00,0,0.00
G,644,Goodman,4.0,4.0,Crystal Palace,0,0.00,0,0.00,0,0.00
D,645,Wormleighton,4.0,4.0,Leicester,0,0.00,0,0.00,0,0.00
D,646,Crama,4.0,4.0,Brentford,0,0.00,1,0.03,2,0.02
M,647,Payne,4.5,4.5,Southampton,1,0.00,0,0.00,1,0.00
M,648,Finnigan,4.5,4.5,Southampton,0,0.00,1,0.00,0,0.00
G,10104,Mark Gillespie,99.9,99.9,Newcastle,0,0.00,0,0.00,0,0.00
G,10150,Andy Lonergan,99.9,99.9,Everton,0,0.00,0,0.00,0,0.00
F,10232,Léo Bonatini,99.9,99.9,Wolves,1,0.07,1,0.00,1,0.07
D,10241,Benjamin Mendy,99.9,99.9,Man City,0,0.00,0,0.00,0,0.00
D,10260,Axel Tuanzebe,99.9,99.9,Man Utd,1,0.00,7,0.23,2,0.05
F,10263,Mason Greenwood,99.9,99.9,Man Utd,0,0.00,0,0.00,0,0.00
G,10264,Jed Steer,99.9,99.9,Aston Villa,0,0.00,0,0.00,0,0.00
G,10275,Jordan Smith,99.9,99.9,Nott'm Forest,0,0.00,0,0.00,0,0.00
G,10347,Adnan Kanuric,99.9,99.9,Nott'm Forest,0,0.00,0,0.00,0,0.00
