Pos,ID,Name,BV,SV,Team,8_xMins,8_Pts,9_xMins,9_Pts,10_xMins,10_Pts,11_xMins,11_Pts,12_xMins,12_Pts,13_xMins,13_Pts,14_xMins,14_Pts,15_xMins,15_Pts
D,328,Jones,3.9,3.9,Man Utd,0,0.00,0,0.01,0,0.01,0,0.01,0,0.01,1,0.02,1,0.02,0,0.02
D,329,Varane,4.8,4.8,Man Utd,0,0.00,79,1.26,78,3.05,77,3.02,78,2.52,73,1.85,70,2.79,70,2.38
D,330,Maguire,4.7,4.7,Man Utd,0,0.00,23,0.42,26,1.06,23,0.94,25,0.84,27,0.70,33,1.33,35,1.20
M,331,Fred,5.2,5.2,Man Utd,0,0.00,12,0.49,14,0.61,12,0.56,14,0.63,13,0.56,16,0.75,16,0.72
D,332,Shaw,4.7,4.7,Man Utd,0,0.00,15,0.38,16,0.71,17,0.76,15,0.61,19,0.62,17,0.80,19,0.78
M,333,Fernandes,9.8,9.8,Man Utd,0,0.00,82,2.85,80,4.21,79,4.38,77,3.84,78,3.14,75,4.21,77,3.85
D,334,Telles,5.0,5.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,335,Rashford,6.6,6.6,Man Utd,0,0.00,48,2.02,47,2.85,46,2.87,46,2.64,48,2.26,48,3.08,46,2.60
M,336,Van de Beek,5.2,5.2,Man Utd,0,0.00,12,0.50,13,0.66,14,0.68,14,0.68,12,0.53,16,0.79,15,0.71
D,337,Lindelöf,4.3,4.3,Man Utd,0,0.00,4,0.08,4,0.15,6,0.21,7,0.21,11,0.28,10,0.39,10,0.34
M,338,McTominay,4.9,4.9,Man Utd,0,0.00,32,0.95,35,1.28,36,1.34,35,1.21,38,1.18,37,1.38,38,1.33
D,339,Bailly,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,340,Sancho,7.3,7.3,Man Utd,0,0.00,66,2.70,64,3.75,63,3.79,62,3.51,60,2.80,59,3.73,59,3.34
D,341,Wan-Bissaka,4.3,4.3,Man Utd,0,0.00,6,0.15,8,0.30,8,0.33,9,0.30,11,0.30,10,0.39,11,0.37
D,342,Dalot,4.5,4.5,Man Utd,0,0.00,80,1.30,79,3.27,77,3.19,77,2.64,74,1.94,73,3.10,72,2.62
D,343,B.Williams,3.9,3.9,Man Utd,0,0.00,5,0.12,5,0.19,6,0.22,6,0.21,8,0.23,11,0.41,10,0.34
M,344,Elanga,4.9,4.9,Man Utd,0,0.00,18,0.87,19,1.19,22,1.35,20,1.20,19,1.01,22,1.41,20,1.19
F,345,Martial,6.9,6.9,Man Utd,0,0.00,16,0.84,22,1.48,21,1.44,22,1.45,23,1.24,22,1.56,25,1.56
M,346,Andreas,4.6,4.5,Fulham,73,3.36,69,3.09,68,2.73,68,3.59,67,3.10,66,2.82,66,3.26,63,2.02
M,347,Pellistri,4.4,4.4,Man Utd,0,0.00,0,0.00,1,0.06,1,0.06,1,0.12,2,0.17,1,0.14,2,0.17
G,348,Heaton,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.01,0,0.00,0,0.00,0,0.01,0,0.01
M,349,Shelvey,4.8,4.8,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,350,Ritchie,4.3,4.3,Newcastle,11,0.66,8,0.39,9,0.49,9,0.33,10,0.59,11,0.42,13,0.68,12,0.56
D,351,Fernández,4.4,4.4,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,352,Clark,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,353,Darlow,4.0,4.0,Newcastle,1,0.05,3,0.10,3,0.12,2,0.08,2,0.10,3,0.09,3,0.14,4,0.15
F,354,Wood,5.7,5.7,Newcastle,11,0.80,3,0.18,3,0.25,4,0.23,5,0.38,6,0.33,6,0.43,7,0.46
G,355,Dubravka,4.3,4.3,Man Utd,0,0.00,1,0.05,2,0.10,3,0.13,3,0.11,4,0.14,5,0.22,6,0.23
F,356,Wilson,7.2,7.2,Newcastle,11,0.88,22,1.36,21,1.53,22,1.23,25,1.73,26,1.34,27,1.83,25,1.55
D,357,Trippier,5.3,5.3,Newcastle,83,4.82,79,3.20,79,3.90,76,2.24,72,3.91,72,2.07,72,3.51,71,2.88
D,358,Burn,4.5,4.5,Newcastle,71,3.80,72,2.62,69,3.04,70,1.82,69,3.34,66,1.67,67,2.91,63,2.26
M,359,Fraser,5.3,5.3,Newcastle,51,2.90,40,1.94,43,2.27,41,1.81,40,2.19,40,1.71,40,2.10,42,2.01
D,360,Lascelles,4.3,4.3,Newcastle,18,0.82,19,0.64,22,0.89,24,0.61,23,1.03,26,0.66,28,1.16,27,0.94
F,361,Gayle,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,362,Dummett,3.9,3.9,Newcastle,2,0.09,3,0.10,4,0.15,4,0.12,4,0.18,6,0.17,6,0.22,6,0.20
D,363,Manquillo,4.3,4.3,Newcastle,6,0.29,8,0.29,9,0.35,11,0.32,13,0.58,14,0.41,13,0.56,15,0.57
D,364,Krafth,4.3,4.3,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,365,Murphy,4.4,4.4,Newcastle,10,0.58,10,0.47,9,0.51,11,0.51,13,0.71,13,0.57,13,0.68,12,0.61
D,366,Schär,4.7,4.7,Newcastle,73,4.03,69,2.59,69,3.17,66,1.79,66,3.35,66,1.72,65,2.94,66,2.45
D,367,Targett,4.9,4.9,Newcastle,77,4.05,74,2.67,75,3.29,73,1.92,72,3.49,69,1.76,69,2.99,69,2.50
M,368,Saint-Maximin,6.4,6.4,Newcastle,42,2.49,75,3.53,71,3.81,72,2.94,72,3.89,72,2.86,73,3.77,71,3.39
M,369,Almirón,5.0,5.0,Newcastle,67,3.63,58,2.62,56,2.84,58,2.32,56,2.85,58,2.25,55,2.68,56,2.50
M,370,S.Longstaff,4.4,4.4,Newcastle,42,1.70,22,0.80,25,1.01,29,0.97,28,1.12,27,0.91,28,1.07,29,1.06
M,371,Joelinton,6.0,6.0,Newcastle,73,3.37,66,2.50,68,2.83,62,2.10,62,2.68,63,2.05,62,2.55,62,2.33
D,372,Lewis,4.4,4.4,Newcastle,3,0.12,4,0.16,5,0.20,6,0.18,7,0.32,8,0.24,7,0.28,8,0.29
M,373,Willock,4.9,4.9,Newcastle,62,3.13,57,2.36,55,2.56,56,2.11,57,2.67,54,1.98,54,2.44,53,2.23
M,374,Bruno Guimarães,5.7,5.7,Newcastle,46,1.99,81,2.79,76,2.95,74,2.33,74,2.93,73,2.24,73,2.75,73,2.54
M,375,Hendrick,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,376,Pope,5.1,5.1,Newcastle,89,4.24,87,3.57,87,3.79,88,3.26,88,4.03,87,3.22,86,3.77,86,3.52
D,377,Botman,4.4,4.4,Newcastle,60,3.00,57,1.95,57,2.34,58,1.43,60,2.77,60,1.45,59,2.40,61,2.04
M,378,Arter,4.4,4.4,Nott'm Forest,0,0.01,0,0.01,0,0.02,0,0.02,0,0.02,1,0.02,1,0.03,1,0.03
D,379,Cook,4.5,4.5,Nott'm Forest,32,1.11,32,0.84,38,1.23,36,1.00,38,0.91,38,0.70,36,0.65,30,1.02
F,380,Taylor,4.4,4.4,Nott'm Forest,0,0.00,0,0.02,1,0.06,1,0.03,1,0.07,1,0.06,1,0.06,2,0.11
M,381,Colback,4.3,4.3,Nott'm Forest,6,0.21,5,0.14,6,0.19,6,0.17,6,0.17,8,0.23,7,0.22,9,0.28
G,382,Samba,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,383,Cafú,4.4,4.4,Nott'm Forest,3,0.13,3,0.13,5,0.21,4,0.17,6,0.23,5,0.19,7,0.28,6,0.27
M,384,Lolley,4.9,4.9,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,385,McKenna,4.5,4.5,Nott'm Forest,73,2.33,70,1.65,67,2.01,65,1.66,63,1.37,63,1.09,59,0.98,54,1.64
D,386,Dräger,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,387,Yates,5.0,5.0,Nott'm Forest,50,1.88,40,1.38,46,1.66,43,1.43,45,1.43,45,1.40,43,1.31,47,1.75
D,388,Worrall,4.4,4.4,Nott'm Forest,80,2.48,80,1.84,72,2.15,71,1.77,71,1.53,72,1.20,69,1.11,70,2.10
D,389,Panzo,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,390,Xande Silva,5.0,5.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,391,Surridge,4.8,4.8,Nott'm Forest,3,0.24,4,0.33,3,0.28,4,0.32,5,0.33,6,0.40,7,0.43,8,0.55
D,392,Laryea,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,393,Mbe Soh,4.3,4.3,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0.00,0,0.01,0,0.00
F,394,Johnson,5.9,5.9,Nott'm Forest,72,3.62,66,2.96,67,3.30,65,2.74,66,2.59,62,2.49,62,2.35,62,3.15
M,395,Mighten,4.9,4.9,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,396,Ojeda,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,397,Awoniyi,5.8,5.8,Nott'm Forest,35,2.16,37,2.00,34,2.04,36,1.85,37,1.77,34,1.68,34,1.57,35,2.15
G,398,Henderson,4.7,4.7,Nott'm Forest,88,3.48,87,3.20,87,3.37,88,3.26,86,3.12,85,3.01,85,3.01,85,3.32
D,399,Biancone,4.3,4.3,Nott'm Forest,9,0.36,6,0.21,5,0.20,5,0.18,5,0.17,6,0.16,6,0.16,6,0.25
M,400,Walcott,4.9,4.9,Southampton,10,0.57,11,0.67,15,0.69,15,0.85,16,0.92,16,0.83,15,0.81,15,0.82
G,401,McCarthy,4.4,4.4,Southampton,3,0.10,3,0.15,4,0.15,4,0.17,7,0.28,7,0.27,7,0.28,8,0.33
M,402,Romeu,4.8,4.8,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,403,Redmond,5.3,5.3,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,404,Stephens,4.3,4.3,Bournemouth,20,0.47,25,0.81,26,0.85,24,0.64,22,0.72,28,0.66,26,0.62,26,0.69
M,405,S.Armstrong,4.9,4.9,Southampton,42,1.83,45,2.21,47,1.57,49,2.23,49,2.25,47,1.92,48,2.00,43,1.99
M,406,Elyounoussi,5.3,5.3,Southampton,64,2.82,64,3.28,59,2.04,57,2.78,59,2.93,57,2.43,56,2.49,56,2.71
M,407,Ward-Prowse,6.5,6.5,Southampton,85,3.45,82,4.03,82,2.49,80,3.64,79,3.65,80,3.11,79,3.16,78,3.44
F,408,A.Armstrong,5.5,5.5,Southampton,61,2.91,60,3.32,57,2.16,59,3.10,55,2.96,57,2.67,54,2.58,55,2.85
D,409,Walker-Peters,4.5,4.5,Southampton,85,2.44,83,3.48,81,1.15,81,2.75,80,2.99,80,2.02,77,2.40,78,2.57
D,410,Bednarek,4.3,4.3,Aston Villa,5,0.15,6,0.16,7,0.21,7,0.18,8,0.22,10,0.32,9,0.24,10,0.27
F,411,Adams,6.4,6.4,Southampton,74,3.30,75,3.84,71,2.41,67,3.27,67,3.32,67,2.89,67,2.93,66,3.19
M,412,Tella,5.0,5.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,413,Lyanco,4.4,4.4,Southampton,5,0.17,4,0.18,9,0.18,10,0.34,10,0.35,8,0.23,9,0.29,9,0.31
D,414,Valery,4.0,4.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,415,Smallbone,4.5,4.5,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,416,Diallo,4.4,4.4,Southampton,69,2.01,68,2.17,64,1.62,58,1.80,52,1.68,48,1.45,34,1.12,28,1.00
D,417,Perraud,4.5,4.5,Southampton,73,2.38,70,3.23,69,1.12,66,2.54,65,2.74,66,1.92,65,2.26,65,2.43
M,418,Djenepo,5.0,5.0,Southampton,27,1.20,27,1.32,29,1.09,33,1.48,31,1.41,30,1.27,30,1.32,31,1.40
D,419,Livramento,4.4,4.4,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,420,Salisu,4.4,4.4,Southampton,76,2.09,70,2.79,70,1.01,68,2.19,69,2.47,69,1.66,66,1.92,64,2.01
G,421,Lis,4.0,4.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,422,Bazunu,4.5,4.5,Southampton,87,3.31,86,3.70,86,3.09,85,3.40,83,3.44,82,3.01,82,3.19,81,3.18
D,423,Bella-Kotchap,4.5,4.5,Southampton,63,1.85,57,2.38,55,0.83,56,1.92,53,2.00,55,1.41,54,1.67,55,1.87
G,424,Caballero,4.0,4.0,Southampton,0,0.00,0,0.01,0,0.01,0,0.02,0,0.01,0,0.02,1,0.02,1,0.04
G,425,Lloris,5.5,5.5,Spurs,89,3.96,89,3.31,88,3.62,88,4.11,88,3.32,87,3.75,87,3.94,86,3.25
G,426,Forster,4.0,4.0,Spurs,1,0.04,1,0.03,2,0.07,2,0.11,2,0.07,2,0.10,3,0.12,3,0.13
F,427,Kane,11.4,11.4,Spurs,84,6.80,81,4.47,76,4.51,75,5.99,75,4.44,74,5.33,75,5.65,78,4.71
M,428,Son,11.7,11.7,Spurs,78,5.99,75,3.90,71,4.09,69,5.37,71,4.05,71,4.96,68,4.88,68,3.87
D,429,Doherty,4.6,4.6,Spurs,14,0.75,16,0.53,18,0.79,20,1.16,17,0.63,17,0.86,19,1.08,19,0.73
D,430,Dier,5.0,5.0,Spurs,84,3.67,81,2.08,78,2.67,76,3.67,78,2.16,75,3.08,76,3.40,76,2.14
M,431,Lucas Moura,5.8,5.8,Spurs,6,0.40,11,0.58,14,0.81,15,1.04,16,0.92,17,1.09,17,1.13,15,0.88
D,432,Davies,5.0,5.0,Spurs,38,1.73,41,1.10,41,1.46,43,2.12,40,1.16,41,1.73,41,1.88,43,1.25
M,433,Højbjerg,5.5,5.5,Spurs,81,2.84,77,2.18,76,2.31,71,2.56,73,2.16,74,2.49,72,2.52,74,2.21
M,434,Winks,4.4,4.4,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,435,Sánchez,4.4,4.4,Spurs,25,1.16,26,0.72,32,1.15,33,1.65,30,0.90,34,1.43,34,1.60,33,0.96
D,436,R.Sessegnon,4.5,4.5,Spurs,25,1.54,24,1.03,27,1.37,29,1.84,25,1.12,27,1.59,30,1.84,29,1.30
M,437,Bergwijn,5.5,5.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,438,Reguilón,4.2,4.2,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,439,Tanganga,3.9,3.9,Spurs,0,0.01,1,0.04,3,0.11,3,0.14,3,0.10,4,0.14,5,0.22,4,0.14
M,440,Bentancur,5.4,5.4,Spurs,68,2.44,66,1.95,61,1.96,60,2.24,60,1.87,60,2.08,60,2.15,60,1.86
M,441,Skipp,4.4,4.4,Spurs,7,0.22,9,0.27,13,0.41,16,0.58,14,0.43,14,0.49,17,0.59,14,0.43
D,442,Rodon,4.0,4.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,443,Romero,4.9,4.9,Spurs,84,3.60,80,1.95,77,2.53,76,3.56,75,2.00,76,2.98,74,3.28,75,2.00
M,444,Bissouma,4.8,4.8,Spurs,26,1.04,29,1.00,30,1.08,32,1.29,33,1.14,32,1.21,32,1.24,31,1.08
D,445,Emerson Royal,5.1,5.1,Spurs,71,3.66,69,2.05,63,2.48,61,3.40,66,2.13,64,3.00,59,3.08,61,2.00
M,446,Kulusevski,8.1,8.1,Spurs,53,3.17,53,2.34,51,2.46,53,3.18,49,2.33,51,2.80,52,2.96,50,2.37
F,447,Scarlett,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,448,Perišić,5.6,5.6,Spurs,65,4.29,64,2.50,61,3.13,58,4.06,63,2.71,60,3.68,57,3.79,58,2.55
M,449,White,4.4,4.4,Spurs,0,0.01,0,0.01,0,0.02,1,0.03,1,0.03,1,0.03,1,0.04,0,0.02
M,450,Sarr,4.4,4.4,Spurs,0,0.00,1,0.03,1,0.04,2,0.11,2,0.08,2,0.09,2,0.12,2,0.09
G,451,Austin,4.0,4.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.01,0,0.01,0,0.02,0,0.00,0,0.01
M,452,Devine,4.4,4.4,Spurs,0,0.00,0,0.00,0,0.01,1,0.04,1,0.02,1,0.03,1,0.04,1,0.05
F,453,Parrott,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,454,Richarlison,8.5,8.5,Spurs,46,2.63,48,2.03,52,2.35,51,2.92,52,2.38,51,2.72,50,2.75,52,2.35
G,455,Fabianski,5.0,5.0,West Ham,89,3.72,88,3.81,88,3.75,88,3.48,88,3.10,87,4.04,87,3.14,87,3.77
D,456,Ogbonna,4.5,4.5,West Ham,7,0.27,7,0.29,6,0.25,7,0.24,7,0.17,6,0.27,5,0.15,6,0.25
D,457,Cresswell,4.8,4.8,West Ham,57,2.41,65,3.08,64,2.99,58,2.16,56,1.17,55,3.04,56,1.57,54,2.60
F,458,Antonio,7.2,7.2,West Ham,51,2.66,63,3.44,60,3.47,59,3.02,57,2.33,58,3.58,58,2.61,57,3.09
D,459,Dawson,4.8,4.8,West Ham,35,1.39,35,1.54,37,1.59,33,1.18,32,0.62,25,1.28,24,0.64,22,0.98
M,460,Lanzini,5.3,5.3,West Ham,10,0.57,12,0.74,17,1.02,17,0.95,16,0.77,20,1.26,19,0.93,19,1.13
D,461,Zouma,4.5,4.5,West Ham,84,3.11,79,3.31,81,3.29,78,2.55,78,1.32,76,3.70,76,1.80,76,3.18
D,462,Masuaku,4.5,4.5,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,463,Coufal,4.4,4.4,West Ham,83,3.21,81,3.56,79,3.41,79,2.69,78,1.38,77,3.91,77,1.90,74,3.23
M,464,Benrahma,5.7,5.7,West Ham,25,1.50,26,1.59,31,1.93,28,1.59,28,1.33,30,2.04,31,1.54,31,1.88
M,465,Bowen,8.1,8.1,West Ham,74,4.29,71,4.48,71,4.71,69,3.96,70,2.94,66,4.73,68,3.25,68,4.27
M,466,Vlasic,5.0,5.0,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,467,Rice,4.9,4.9,West Ham,86,2.72,83,2.79,79,2.75,78,2.42,78,2.05,77,2.85,76,2.16,76,2.58
M,468,Soucek,5.4,5.4,West Ham,86,3.44,85,3.66,83,3.75,82,3.29,83,2.59,81,4.00,81,2.80,79,3.44
M,469,Fornals,5.4,5.4,West Ham,59,2.59,53,2.55,54,2.66,55,2.41,53,1.89,54,2.88,51,1.98,51,2.43
D,470,Diop,4.3,4.3,Fulham,12,0.40,16,0.51,18,0.49,17,0.76,21,0.73,18,0.52,20,0.80,21,0.36
D,471,Johnson,4.4,4.4,West Ham,9,0.35,28,1.22,30,1.30,31,1.12,29,0.66,31,1.55,28,0.83,32,1.44
D,472,Aguerd,4.9,4.9,West Ham,0,0.00,0,0.00,0,0.00,12,0.44,22,0.43,34,1.73,47,1.18,49,2.12
G,473,Areola,4.4,4.4,West Ham,1,0.03,2,0.10,2,0.08,2,0.09,2,0.08,3,0.12,3,0.11,3,0.13
D,474,Boly,4.3,4.3,Nott'm Forest,35,1.18,29,0.76,35,1.11,34,0.93,36,0.85,36,0.64,34,0.59,31,1.01
D,475,Coady,4.8,4.8,Everton,85,2.65,79,2.18,76,1.97,74,1.41,70,1.71,69,2.51,66,1.87,66,2.28
F,476,Jiménez,6.9,6.9,Wolves,63,2.57,75,3.55,74,2.96,73,4.65,72,3.47,70,4.13,71,3.61,69,3.56
D,477,Jonny,4.4,4.4,Wolves,70,1.28,67,2.04,61,1.43,63,3.03,63,2.19,62,2.53,63,2.07,61,2.36
G,478,Sá,5.0,5.0,Wolves,89,3.20,88,3.39,88,3.21,88,4.00,88,3.58,87,3.73,86,3.36,86,3.65
M,479,Dendoncker,4.8,4.8,Aston Villa,8,0.31,13,0.48,14,0.51,16,0.54,19,0.66,17,0.64,22,0.74,19,0.64
M,480,Neves,5.5,5.5,Wolves,81,2.24,79,2.41,76,2.14,76,2.98,76,2.40,77,2.78,74,2.41,74,2.50
M,481,Hwang,5.7,5.7,Wolves,26,1.27,21,1.18,22,1.09,24,1.58,26,1.39,26,1.64,25,1.39,24,1.40
D,482,Semedo,5.0,5.0,Wolves,71,1.35,68,2.09,67,1.59,67,3.20,64,2.24,64,2.61,66,2.16,65,2.48
M,483,Podence,5.5,5.5,Wolves,31,1.34,32,1.53,31,1.33,33,1.96,34,1.62,36,1.95,35,1.70,36,1.76
D,484,Kilman,4.5,4.5,Wolves,87,1.45,83,2.32,81,1.71,78,3.44,79,2.54,79,2.96,79,2.36,78,2.75
M,485,Cundle,4.4,4.4,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,486,Neto,5.2,5.2,Wolves,68,2.59,66,2.88,63,2.44,61,3.58,62,2.82,60,3.25,59,2.79,62,3.00
D,487,Aït-Nouri,4.4,4.4,Wolves,34,0.73,37,1.21,43,1.07,42,2.09,43,1.52,45,1.89,43,1.47,41,1.63
F,488,Fabio Silva,5.5,5.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,489,Toti,3.9,3.9,Wolves,9,0.21,17,0.50,18,0.44,21,0.95,20,0.67,23,0.91,21,0.69,23,0.87
M,490,Chiquinho,5.0,5.0,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,491,Adama,5.5,5.5,Wolves,6,0.31,6,0.32,7,0.36,7,0.47,8,0.43,8,0.47,9,0.48,8,0.44
G,492,Šarkić,4.0,4.0,Wolves,1,0.03,1,0.06,2,0.06,2,0.10,1,0.06,3,0.12,4,0.17,4,0.15
M,493,Gibbs-White,5.5,5.5,Nott'm Forest,71,3.28,69,2.74,69,3.06,68,2.63,69,2.48,67,2.41,64,2.20,63,2.87
D,494,Mosquera,3.9,3.9,Wolves,1,0.04,3,0.11,6,0.15,5,0.22,6,0.19,6,0.22,5,0.17,7,0.26
G,495,Matthews,4.0,4.0,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,496,Plange,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,497,Adrián,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.04,0,0.01
D,498,R.Williams,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,499,Davies,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,500,Van den Berg,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,501,Phillips,4.0,4.0,Liverpool,0,0.00,3,0.15,1,0.05,1,0.04,1,0.03,1,0.05,1,0.07,1,0.05
G,502,Carson,3.9,3.9,Man City,0,0.00,0,0.00,0,0.00,0,0.01,0,0.00,0,0.01,0,0.01,0,0.00
M,503,Moutinho,4.9,4.9,Wolves,81,2.27,79,2.46,76,2.17,76,2.95,73,2.36,75,2.72,75,2.44,72,2.44
D,504,Malacia,4.4,4.4,Man Utd,0,0.00,74,1.23,73,2.94,71,2.88,72,2.42,68,1.75,68,2.83,67,2.35
M,505,Rothwell,4.9,4.9,Bournemouth,0,0.00,3,0.14,10,0.47,19,0.80,22,1.00,21,0.86,24,0.98,21,0.91
M,506,Adams,5.0,5.0,Leeds,0,0.00,81,2.27,78,2.09,77,1.99,75,2.01,75,2.17,75,1.77,76,2.34
D,507,Niakhaté,4.4,4.4,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,7,0.14,27,0.85
M,508,Sinisterra,6.5,6.5,Leeds,0,0.00,68,3.17,66,2.70,64,2.56,62,2.64,63,3.05,62,2.17,62,3.21
M,509,Downes,4.4,4.4,West Ham,4,0.16,6,0.24,8,0.32,8,0.33,9,0.34,10,0.42,10,0.38,12,0.45
D,510,Hickey,5.0,5.0,Brentford,69,1.84,67,2.62,67,1.83,61,2.21,65,1.84,62,1.87,63,2.49,64,2.35
D,511,Richards,4.4,4.4,Nott'm Forest,0,0.00,1,0.04,4,0.17,7,0.27,8,0.29,10,0.32,10,0.32,10,0.41
M,512,Aribo,5.4,5.4,Southampton,71,2.63,67,2.89,68,2.00,63,2.56,63,2.60,64,2.32,63,2.37,63,2.50
D,513,Lenglet,4.8,4.8,Spurs,40,1.71,44,1.10,45,1.48,44,2.02,47,1.26,45,1.75,46,1.97,44,1.19
M,514,C.Doucouré,5.0,5.0,Crystal Palace,0,0.00,82,2.21,79,2.43,76,2.15,74,2.23,75,2.16,73,2.24,72,1.97
M,515,Lewis-Potter,5.3,5.3,Brentford,23,1.11,19,1.07,20,0.97,22,1.18,22,1.07,20,1.01,21,1.17,23,1.27
D,516,Collins,4.5,4.5,Wolves,86,1.45,83,2.44,81,1.81,82,3.90,80,2.71,77,3.14,78,2.51,77,2.90
G,517,Strakosha,4.4,4.4,Brentford,0,0.02,2,0.08,3,0.11,3,0.13,4,0.16,4,0.15,5,0.19,5,0.21
G,518,Hennessey,4.0,4.0,Nott'm Forest,2,0.09,3,0.10,3,0.13,2,0.09,4,0.15,5,0.17,5,0.17,5,0.20
M,519,Eriksen,6.3,6.3,Man Utd,0,0.00,62,2.11,60,2.80,59,2.85,62,2.77,60,2.28,60,2.98,58,2.63
D,520,Koulibaly,5.5,5.5,Chelsea,0,0.00,71,2.99,68,3.33,68,2.73,70,2.84,66,2.62,65,2.49,66,2.44
M,521,Francois,4.4,4.4,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
