Pos,ID,Name,BV,SV,Team,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts
D,340,Vestergaard,4.7,4.7,Leicester,14,1.18,8,0.51,4,0.17
M,341,Ward-Prowse,6.5,6.5,Southampton,87,3.71,84,2.90,85,3.71
D,342,Walker-Peters,4.8,4.8,Southampton,82,2.55,79,1.41,77,2.46
D,343,Bednarek,4.4,4.4,Southampton,82,2.42,79,1.38,75,2.27
F,344,Nlundulu,4.5,4.5,Southampton,0,0.00,0,0.00,0,0.00
F,345,Adams,6.6,6.6,Southampton,70,3.27,68,2.65,64,3.13
M,346,Tella,4.7,4.7,Southampton,33,1.50,32,1.31,37,1.69
M,347,Smallbone,4.5,4.5,Southampton,0,0.01,1,0.06,1,0.10
F,348,Obafemi,4.5,4.5,Southampton,0,0.00,0,0.00,0,0.00
M,349,Diallo,4.5,4.5,Southampton,16,0.58,15,0.50,17,0.61
M,350,Djenepo,5.2,5.2,Southampton,7,0.44,8,0.41,9,0.49
D,351,Salisu,4.5,4.5,Southampton,82,2.38,80,1.36,77,2.27
G,352,Hart,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00
G,353,Lloris,5.4,5.4,Spurs,89,6.74,89,4.10,89,4.04
M,354,Sissoko,4.4,4.4,Watford,86,5.06,84,2.68,84,2.10
D,355,Alderweireld,5.0,5.0,Spurs,0,0.00,0,0.00,0,0.00
M,356,Lamela,6.0,6.0,Spurs,0,0.00,0,0.00,0,0.00
F,357,Kane,12.4,12.4,Spurs,87,9.40,81,6.54,80,6.71
D,358,Aurier,4.9,4.9,Spurs,0,0.00,0,0.00,0,0.00
M,359,Son,11.0,11.0,Spurs,82,8.87,79,6.43,78,6.55
D,360,Doherty,4.6,4.6,Spurs,0,0.00,0,0.00,0,0.00
D,361,Dier,4.7,4.7,Spurs,84,4.37,82,3.89,81,3.83
M,362,Lucas Moura,5.9,5.9,Spurs,26,2.57,33,2.03,33,2.12
M,363,Dele,6.2,6.2,Everton,18,1.92,17,1.88,16,0.72
D,364,Davies,4.5,4.5,Spurs,78,4.09,74,3.50,71,3.33
M,365,Højbjerg,4.8,4.8,Spurs,86,4.89,84,3.05,82,3.05
M,366,Winks,4.4,4.4,Spurs,13,0.93,15,0.60,22,0.89
D,367,Sánchez,4.2,4.2,Spurs,27,1.57,34,1.63,35,1.69
D,368,Sessegnon,4.3,4.3,Spurs,72,5.11,69,4.29,60,3.73
M,369,Bergwijn,5.9,5.9,Spurs,10,1.11,13,0.94,18,1.29
D,370,Reguilón,5.1,5.1,Spurs,1,0.10,7,0.38,21,1.25
D,371,Tanganga,4.2,4.2,Spurs,0,0.00,0,0.00,0,0.00
M,372,Lo Celso,5.9,5.9,Spurs,0,0.00,0,0.00,0,0.00
M,373,Skipp,4.4,4.4,Spurs,0,0.00,0,0.00,0,0.00
D,374,Rodon,4.2,4.2,Spurs,2,0.17,4,0.21,8,0.36
M,375,Ndombele,5.7,5.7,Spurs,0,0.00,0,0.00,0,0.00
G,376,Foster,4.1,4.1,Watford,88,6.56,89,3.49,88,3.08
D,377,Rose,4.2,4.2,Watford,0,0.00,0,0.00,0,0.00
M,378,Gosling,4.7,4.7,Watford,0,0.03,1,0.05,0,0.02
D,379,Cathcart,4.2,4.2,Watford,8,0.49,12,0.39,16,0.32
F,380,Deeney,5.4,5.4,Watford,0,0.00,0,0.00,0,0.00
M,381,Cleverley,4.8,4.8,Watford,30,2.48,37,1.57,36,1.28
D,382,Femenía,4.3,4.3,Watford,73,4.33,72,2.54,70,1.25
F,383,Gray,5.4,5.4,Watford,0,0.00,0,0.00,0,0.00
D,384,Kabasele,4.3,4.3,Watford,80,4.16,75,2.36,73,1.16
M,385,Chalobah,5.0,5.0,Watford,0,0.00,0,0.00,0,0.00
M,386,Hughes,4.7,4.7,Crystal Palace,17,0.75,16,1.26,18,0.74
D,387,Troost-Ekong,4.3,4.3,Watford,6,0.38,9,0.28,9,0.20
F,388,Perica,4.5,4.5,Watford,0,0.00,0,0.00,0,0.00
G,389,Bachmann,4.0,4.0,Watford,2,0.12,1,0.04,2,0.06
D,390,Masina,4.3,4.3,Watford,7,0.47,10,0.38,7,0.19
M,391,Sema,5.2,5.2,Watford,2,0.23,5,0.27,4,0.17
M,392,Zinckernagel,5.5,5.5,Watford,0,0.00,0,0.00,0,0.00
F,393,Success,5.0,5.0,Watford,0,0.00,0,0.00,0,0.00
M,394,Dele-Bashiru,4.5,4.5,Watford,0,0.00,0,0.00,0,0.00
F,395,Fletcher,4.8,4.8,Watford,0,0.00,0,0.00,0,0.00
D,396,Sierralta,4.3,4.3,Watford,2,0.13,5,0.18,6,0.14
M,397,Quina,4.5,4.5,Watford,0,0.00,0,0.00,0,0.00
D,398,Navarro,4.0,4.0,Watford,0,0.00,0,0.00,0,0.00
M,399,Sarr,5.7,5.7,Watford,81,7.22,79,4.05,77,2.63
D,400,Ngakia,4.2,4.2,Watford,16,1.07,15,0.55,16,0.40
D,401,Wilmot,4.5,4.5,Watford,0,0.00,0,0.00,0,0.00
M,402,Hungbo,4.5,4.5,Watford,0,0.00,0,0.00,0,0.00
M,403,Louza,5.2,5.2,Watford,79,5.33,77,2.86,74,2.08
F,404,João Pedro,5.4,5.4,Watford,64,4.96,61,2.69,61,1.99
M,405,Baah,4.3,4.3,Watford,0,0.00,0,0.00,0,0.00
M,406,Noble,4.3,4.3,West Ham,17,0.87,5,0.26,9,0.42
G,407,Randolph,4.3,4.3,West Ham,2,0.07,0,0.00,0,0.02
G,408,Fabianski,5.0,5.0,West Ham,79,3.43,86,3.06,85,3.31
D,409,Ogbonna,4.9,4.9,West Ham,0,0.00,0,0.00,0,0.00
D,410,Reid,3.9,3.9,West Ham,0,0.00,0,0.00,0,0.00
D,411,Cresswell,5.5,5.5,West Ham,66,3.27,67,1.54,64,2.35
M,412,Yarmolenko,5.1,5.1,West Ham,17,1.27,12,0.63,14,0.85
F,413,Antonio,7.4,7.4,West Ham,73,4.24,78,2.82,74,3.26
D,414,Dawson,4.9,4.9,West Ham,84,3.58,81,1.50,82,2.53
D,415,Fredericks,4.4,4.4,West Ham,15,0.66,6,0.15,6,0.21
M,416,Lanzini,5.6,5.6,West Ham,56,2.92,55,2.04,56,2.39
D,417,Masuaku,4.4,4.4,West Ham,12,0.56,6,0.17,7,0.25
D,418,Coufal,4.7,4.7,West Ham,67,2.95,78,1.54,77,2.48
M,419,Benrahma,5.9,5.9,West Ham,53,3.13,52,2.08,54,2.49
M,420,Bowen,6.9,6.9,West Ham,63,3.92,74,2.83,71,3.30
M,421,Rice,5.0,5.0,West Ham,74,2.40,83,2.07,81,2.25
M,422,Soucek,5.7,5.7,West Ham,72,3.15,82,2.44,81,2.80
M,423,Fornals,5.9,5.9,West Ham,54,2.63,53,1.78,54,2.09
D,424,Diop,4.2,4.2,West Ham,14,0.58,34,0.65,38,1.18
D,425,Johnson,3.9,3.9,West Ham,39,1.67,31,0.71,31,1.06
M,426,Moutinho,4.9,4.9,Wolves,83,4.67,78,3.38,76,2.05
G,427,Patrício,5.0,5.0,Wolves,0,0.00,0,0.00,0,0.00
D,428,Boly,4.9,4.9,Wolves,80,3.20,74,3.60,65,1.02
D,429,Coady,4.8,4.8,Wolves,87,3.26,85,3.80,83,1.26
F,430,Jiménez,7.5,7.5,Wolves,74,5.46,68,4.52,68,2.44
D,431,Saïss,4.8,4.8,Wolves,67,2.74,50,2.62,42,0.73
D,432,Marçal,4.2,4.2,Wolves,27,1.38,27,1.41,27,0.60
D,433,Jonny,4.5,4.5,Wolves,84,3.56,82,4.39,80,1.27
M,434,Dendoncker,4.6,4.6,Wolves,60,3.29,53,2.18,50,1.32
M,435,Traoré,5.6,5.6,Wolves,0,0.00,0,0.00,0,0.00
M,436,Neves,5.2,5.2,Wolves,61,3.51,67,2.91,75,1.97
D,437,Semedo,4.8,4.8,Wolves,0,0.00,0,0.00,0,0.00
M,438,Podence,5.5,5.5,Wolves,18,1.43,38,2.15,47,1.66
D,439,Kilman,4.5,4.5,Wolves,21,0.86,50,2.38,70,1.08
M,440,Gibbs-White,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00
M,441,Neto,6.2,6.2,Wolves,37,2.99,32,2.00,27,1.12
M,442,Otasowie,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00
D,443,Hoever,3.9,3.9,Wolves,3,0.17,5,0.23,3,0.08
G,444,Söndergaard,3.9,3.9,Wolves,0,0.00,0,0.00,0,0.00
F,445,Fabio Silva,5.6,5.6,Wolves,33,2.84,36,2.28,31,1.29
D,446,Mosquera,4.4,4.4,Wolves,0,0.01,0,0.01,0,0.00
F,447,Welbeck,5.9,5.9,Brighton,75,3.63,71,3.37,71,3.54
G,448,Gunn,4.0,4.0,Norwich,1,0.09,0,0.02,3,0.12
M,449,Rashica,5.2,5.2,Norwich,84,6.66,80,3.01,76,2.88
F,450,Dennis,5.9,5.9,Watford,75,5.70,77,3.27,74,2.27
D,451,Collins,4.3,4.3,Burnley,86,2.92,78,3.76,66,2.61
G,452,Ruddy,4.3,4.3,Wolves,1,0.04,2,0.07,3,0.10
M,453,Fernandinho,4.7,4.7,Man City,17,1.42,15,0.61,18,0.76
D,454,Pollock,4.0,4.0,Watford,0,0.00,0,0.00,0,0.00
F,455,Daka,7.0,7.0,Leicester,21,2.71,15,1.68,13,0.85
D,456,Gibson,4.4,4.4,Norwich,37,1.75,43,1.05,49,0.87
D,457,Giannoulis,4.4,4.4,Norwich,32,1.89,32,0.97,31,0.75
M,458,Soumaré,4.8,4.8,Leicester,23,1.87,23,1.78,15,0.66
M,459,Mata,4.7,4.7,Man Utd,67,2.88,0,0.00,31,1.56
D,460,Perraud,4.8,4.8,Southampton,78,2.62,76,1.49,76,2.60
M,461,Trincão,5.6,5.6,Wolves,21,1.92,18,1.20,19,0.87
M,462,Mwepu,5.9,5.9,Brighton,0,0.00,21,0.98,36,1.75
D,463,Firpo,4.7,4.7,Leeds,75,3.66,74,2.95,71,2.38
M,464,Olise,5.3,5.3,Crystal Palace,53,3.15,48,4.40,51,2.58
D,465,Fernández,4.3,4.3,Newcastle,6,0.15,6,0.21,2,0.10
D,466,Tavares,4.3,4.3,Arsenal,81,6.99,79,3.73,75,4.03
M,467,Etebo,4.3,4.3,Watford,4,0.32,4,0.15,5,0.18
F,468,King,5.6,5.6,Watford,45,4.22,44,2.32,42,1.64
F,469,Mebude,4.5,4.5,Watford,0,0.00,0,0.00,0,0.00
D,470,Ait Nouri,4.1,4.1,Wolves,59,2.52,60,3.17,60,0.95
M,471,Lees-Melou,4.8,4.8,Norwich,78,5.64,75,2.63,72,2.49
F,472,Cucho,4.9,4.9,Watford,0,0.00,1,0.04,8,0.38
D,473,Bertrand,4.6,4.6,Leicester,0,0.00,0,0.00,0,0.00
D,474,Ward,4.5,4.5,Crystal Palace,28,1.22,22,1.33,25,0.79
G,475,Sá,5.2,5.2,Wolves,90,6.52,88,4.23,87,3.13
G,476,Scherpen,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00
D,477,Guéhi,4.5,4.5,Crystal Palace,86,3.87,83,4.97,81,2.56
M,478,Sambi Lokonga,4.8,4.8,Arsenal,8,0.61,12,0.46,11,0.46
M,479,Onyeka,4.9,4.9,Brentford,0,0.00,0,0.00,0,0.00
G,480,Hennessey,4.5,4.5,Burnley,1,0.06,1,0.09,3,0.14
G,481,Begović,4.0,4.0,Everton,0,0.04,1,0.10,2,0.09
M,482,Townsend,5.2,5.2,Everton,0,0.00,0,0.00,0,0.00
D,483,Ajer,4.4,4.4,Brentford,80,3.12,77,2.30,72,2.73
M,484,Gray,5.4,5.4,Everton,73,7.79,61,6.97,53,2.27
M,485,Sancho,8.9,8.9,Man Utd,0,0.00,0,0.00,27,1.42
G,486,Gollini,4.2,4.2,Spurs,1,0.08,1,0.07,1,0.06
M,487,Bryan,5.7,5.7,Spurs,0,0.00,0,0.00,0,0.00
D,488,Andersen,4.6,4.6,Crystal Palace,88,3.99,83,5.01,80,2.54
G,489,Areola,4.7,4.7,West Ham,9,0.40,4,0.15,5,0.19
G,490,Klaesson,4.3,4.3,Leeds,1,0.04,2,0.06,4,0.15
D,491,Livramento,4.2,4.2,Southampton,0,0.00,0,0.00,0,0.00
M,492,Bailey,6.3,6.3,Aston Villa,0,0.00,4,0.58,11,0.52
D,493,Clyne,4.3,4.3,Crystal Palace,79,3.63,76,4.71,76,2.45
D,494,Romero,4.8,4.8,Spurs,84,4.25,82,3.77,79,3.67
M,495,Kucka,5.5,5.5,Watford,62,4.10,60,2.15,58,1.61
M,496,Ramsey,4.4,4.4,Aston Villa,0,0.00,0,0.00,0,0.00
M,497,Philogene-Bidace,5.0,5.0,Aston Villa,0,0.00,0,0.00,0,0.00
D,498,Thompson,4.4,4.4,Brentford,0,0.00,0,0.00,0,0.00
M,499,Baptiste,4.9,4.9,Brentford,3,0.20,7,0.36,8,0.45
F,500,Andone,5.0,5.0,Brighton,0,0.00,0,0.00,0,0.00
D,501,Sarr,4.9,4.9,Chelsea,35,3.03,28,1.44,18,0.92
D,502,Kenny,4.4,4.4,Everton,18,1.37,21,1.70,25,0.63
M,503,Gordon,4.6,4.6,Everton,79,7.42,73,7.22,70,2.62
M,504,Gbamin,4.4,4.4,Everton,0,0.00,0,0.00,0,0.00
M,505,Dewsbury-Hall,4.4,4.4,Leicester,58,4.49,54,3.44,56,2.02
M,506,Elliott,5.3,5.3,Liverpool,2,0.32,2,0.19,4,0.27
M,507,Palmer,4.5,4.5,Man City,2,0.28,4,0.25,3,0.22
M,508,Edozie,4.7,4.7,Man City,0,0.04,1,0.05,2,0.10
G,509,Heaton,3.9,3.9,Man Utd,0,0.00,0,0.00,0,0.01
D,510,Dalot,4.2,4.2,Man Utd,69,2.36,0,0.00,49,1.69
M,511,Pereira,5.0,5.0,Man Utd,0,0.00,0,0.00,0,0.00
M,512,Elanga,4.8,4.8,Man Utd,75,3.26,0,0.00,71,3.08
G,513,Woodman,4.3,4.3,Newcastle,0,0.00,0,0.00,0,0.00
G,514,Gillespie,3.9,3.9,Newcastle,0,0.00,0,0.01,0,0.00
D,515,Mumba,3.9,3.9,Norwich,0,0.00,0,0.00,0,0.00
F,516,Sargent,5.4,5.4,Norwich,14,1.33,27,1.14,51,1.92
M,517,Elyounoussi,5.4,5.4,Southampton,34,1.60,32,1.33,27,1.33
F,518,Broja,5.4,5.4,Southampton,58,2.66,53,2.09,52,2.52
F,519,Long,5.4,5.4,Southampton,35,1.74,33,1.44,39,1.95
F,520,Scarlett,4.5,4.5,Spurs,0,0.03,0,0.03,1,0.04
D,521,Alves,4.0,4.0,West Ham,0,0.00,0,0.00,0,0.00
M,522,Coventry,4.5,4.5,West Ham,0,0.00,0,0.00,0,0.00
F,523,Cutrone,5.0,5.0,Wolves,0,0.00,0,0.00,0,0.00
M,524,Wissa,5.7,5.7,Brentford,55,3.12,52,2.45,61,3.46
F,525,A.Armstrong,5.7,5.7,Southampton,8,0.47,13,0.63,13,0.78
M,526,Chukwuemeka,4.5,4.5,Aston Villa,2,0.24,2,0.28,1,0.07
D,527,Chalobah,4.7,4.7,Chelsea,38,3.70,21,1.16,23,1.32
M,528,Tzolis,4.8,4.8,Norwich,18,1.91,18,0.94,15,0.75
F,529,Lukaku,11.4,11.4,Chelsea,62,8.33,45,3.32,42,3.35
F,530,Balogun,4.7,4.7,Arsenal,0,0.00,0,0.00,0,0.00
M,531,Nelson,5.0,5.0,Arsenal,0,0.00,0,0.00,0,0.00
G,532,Hein,4.0,4.0,Arsenal,0,0.00,0,0.00,0,0.00
F,533,Richardson,4.5,4.5,Burnley,2,0.11,1,0.08,1,0.06
D,534,Thomas,3.9,3.9,Burnley,0,0.00,0,0.00,0,0.02
F,535,Zeqiri,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00
D,536,Karbownik,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00
M,537,Richards,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00
M,538,Caicedo,4.5,4.5,Brighton,74,2.45,68,2.24,62,2.19
D,539,Emerson,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00
D,540,Hannam,3.9,3.9,Crystal Palace,0,0.00,0,0.00,0,0.02
M,541,Rak-Sakyi,4.4,4.4,Crystal Palace,0,0.02,0,0.02,0,0.01
F,542,Street,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00
M,543,Banks,4.5,4.5,Crystal Palace,0,0.01,0,0.01,0,0.00
D,544,Branthwaite,4.0,4.0,Everton,6,0.48,8,0.69,6,0.19
F,545,Broadhead,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00
D,546,Valery,3.9,3.9,Southampton,17,0.53,19,0.39,22,0.71
M,547,Cundle,4.4,4.4,Wolves,13,0.96,12,0.55,11,0.39
M,548,Campbell,4.4,4.4,Wolves,1,0.09,1,0.04,2,0.07
D,549,Marques,4.0,4.0,Wolves,0,0.00,0,0.00,0,0.00
F,550,Greenwood,4.6,4.6,Leeds,4,0.32,3,0.14,3,0.17
M,551,Summerville,4.5,4.5,Leeds,0,0.00,0,0.00,0,0.00
M,552,Forshaw,4.5,4.5,Leeds,0,0.00,0,0.00,0,0.00
M,553,Woodburn,4.5,4.5,Liverpool,0,0.00,0,0.00,0,0.00
D,554,Baptiste,3.9,3.9,West Ham,0,0.00,0,0.00,0,0.02
D,555,Varane,5.5,5.5,Man Utd,85,2.85,0,0.00,80,2.69
G,556,Fernández,4.5,4.5,Brentford,1,0.04,0,0.02,1,0.03
M,557,Tufan,5.0,5.0,Watford,0,0.00,0,0.00,0,0.00
M,558,Ødegaard,5.6,5.6,Arsenal,81,8.68,80,4.12,78,4.51
G,559,Ramsdale,5.1,5.1,Arsenal,89,7.42,88,3.89,87,4.04
D,560,Roberts,3.9,3.9,Brighton,0,0.02,0,0.02,1,0.05
G,561,Matthews,3.9,3.9,Crystal Palace,0,0.00,0,0.00,0,0.00
D,562,Drameh,3.9,3.9,Leeds,0,0.00,0,0.00,0,0.00
D,563,Cresswell,4.0,4.0,Leeds,1,0.10,2,0.08,4,0.13
F,564,Kean,6.0,6.0,Everton,0,0.00,0,0.00,0,0.00
D,565,Dodgson,3.9,3.9,Burnley,0,0.01,0,0.00,0,0.00
M,566,Doyle,4.5,4.5,Man City,0,0.00,0,0.00,0,0.00
D,567,Lyanco,4.4,4.4,Southampton,26,0.78,30,0.59,36,1.09
F,568,Archer,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00
D,569,Stevens,3.9,3.9,Brentford,1,0.03,1,0.03,0,0.01
D,570,Nkounkou,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00
G,571,Lonergan,3.9,3.9,Everton,0,0.00,0,0.00,0,0.00
G,572,Okonkwo,3.9,3.9,Arsenal,0,0.00,0,0.00,0,0.00
G,573,Jakupovic,3.9,3.9,Leicester,0,0.00,0,0.00,0,0.00
G,574,Elliot,4.0,4.0,Watford,0,0.00,0,0.00,0,0.00
M,575,Lennon,4.7,4.7,Burnley,53,1.94,42,2.91,33,1.37
M,576,McCarron,4.4,4.4,Leeds,2,0.12,3,0.10,3,0.10
F,577,Gelhardt,4.7,4.7,Leeds,29,2.36,25,1.19,21,0.97
M,578,Cornet,5.8,5.8,Burnley,34,1.64,48,3.88,55,2.54
F,579,Ronaldo,12.2,12.2,Man Utd,81,4.79,0,0.00,76,4.55
D,580,Kabak,4.3,4.3,Norwich,0,0.00,0,0.01,4,0.07
M,581,Normann,4.5,4.5,Norwich,80,4.50,77,2.15,75,2.04
M,582,Vlasic,5.6,5.6,West Ham,25,1.52,18,0.84,21,1.09
F,583,Hwang,5.4,5.4,Wolves,58,4.12,51,2.78,49,1.73
D,584,Cucurella,4.9,4.9,Brighton,86,3.07,85,2.83,82,3.43
D,585,Roberts,4.4,4.4,Burnley,76,2.80,72,3.80,69,2.92
F,586,Edouard,6.0,6.0,Crystal Palace,22,1.49,27,2.91,26,1.59
M,587,Lookman,5.9,5.9,Leicester,32,3.71,25,2.43,21,1.20
D,588,Emerson Royal,4.5,4.5,Spurs,82,4.84,79,4.28,78,4.26
M,589,Kral,4.4,4.4,West Ham,14,0.54,8,0.26,8,0.26
D,590,Tomiyasu,4.5,4.5,Arsenal,50,3.94,68,2.91,79,3.76
F,591,Rondón,6.0,6.0,Everton,7,0.90,5,0.64,6,0.36
M,592,Saúl,4.9,4.9,Chelsea,28,2.52,13,0.71,9,0.50
G,593,Carson,3.9,3.9,Man City,0,0.00,0,0.00,0,0.00
D,594,Zanka,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00
F,595,Locadia,4.4,4.4,Brighton,0,0.00,0,0.00,0,0.00
G,596,Sinisalo,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.01
M,597,Markanday,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00
D,598,Omole,3.9,3.9,Spurs,7,0.48,6,0.31,5,0.26
M,599,White,4.4,4.4,Newcastle,0,0.00,0,0.00,0,0.00
M,600,Kenneh,4.4,4.4,Leeds,3,0.24,2,0.11,2,0.09
M,601,McKinstry,4.3,4.3,Leeds,2,0.20,2,0.09,1,0.05
F,602,Simms,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00
D,603,Mbete,3.9,3.9,Man City,1,0.11,0,0.02,1,0.07
D,604,Wilson-Esbrand,3.9,3.9,Man City,1,0.11,0,0.02,0,0.03
M,605,Lavia,4.4,4.4,Man City,0,0.01,0,0.01,0,0.01
G,606,Bettinelli,4.0,4.0,Chelsea,1,0.05,1,0.04,1,0.06
F,607,Dobbin,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00
D,608,Hjelde,4.0,4.0,Leeds,0,0.02,0,0.00,1,0.03
M,609,Anderson,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00
D,610,Bogarde,4.0,4.0,Aston Villa,1,0.08,2,0.17,1,0.04
G,611,Moulden,4.0,4.0,Wolves,0,0.00,0,0.00,0,0.00
M,612,Sarmiento,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.01
M,613,Whitaker,4.5,4.5,Everton,0,0.01,0,0.00,0,0.00
M,614,Maghoma,4.5,4.5,Brentford,2,0.09,0,0.01,0,0.01
G,615,Slicker,4.0,4.0,Man City,0,0.00,0,0.00,0,0.00
G,616,Tyrer,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00
D,617,Ashby,4.0,4.0,West Ham,0,0.01,0,0.00,1,0.03
D,618,Nkoulou,4.4,4.4,Watford,0,0.00,0,0.00,0,0.00
G,619,Cox,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00
M,620,Morton,4.5,4.5,Liverpool,0,0.00,0,0.00,0,0.00
G,621,Storer,4.0,4.0,Wolves,0,0.00,0,0.00,0,0.00
F,622,Tosun,5.0,5.0,Everton,0,0.03,0,0.04,1,0.04
D,623,Welch,4.0,4.0,Everton,0,0.00,0,0.04,1,0.02
M,624,Bate,4.5,4.5,Leeds,2,0.20,2,0.07,2,0.08
M,625,Gordon,4.5,4.5,Liverpool,0,0.00,0,0.00,0,0.00
D,626,Bradley,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.01
D,627,Beck,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.01
M,628,Haygarth,4.5,4.5,Brentford,1,0.05,0,0.02,1,0.03
M,629,McAtee,4.4,4.4,Man City,0,0.01,0,0.02,0,0.02
M,630,Onyango,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00
M,631,Jenkins,4.5,4.5,Leeds,2,0.15,3,0.12,3,0.11
D,632,Jones,4.5,4.5,Man Utd,6,0.20,0,0.00,5,0.17
D,633,Morris,4.0,4.0,Watford,0,0.00,0,0.01,0,0.00
M,634,Perkins,4.5,4.5,West Ham,0,0.01,0,0.01,0,0.01
D,635,Bueno,4.0,4.0,Wolves,7,0.41,7,0.36,10,0.22
M,636,Diallo,5.0,5.0,Man Utd,0,0.00,0,0.00,0,0.00
G,637,Lewis,3.9,3.9,Southampton,0,0.00,0,0.00,0,0.00
M,638,Iroegbunam,4.5,4.5,Aston Villa,44,2.86,35,2.59,24,0.79
D,639,Daley-Campbell,4.0,4.0,Leicester,0,0.00,0,0.00,0,0.00
F,640,Young-Coombes,4.5,4.5,Brentford,1,0.08,2,0.08,3,0.18
G,641,Caballero,4.2,4.2,Southampton,3,0.12,2,0.08,2,0.07
G,642,Angelini,4.0,4.0,Watford,0,0.00,0,0.00,0,0.00
D,643,Tomkinson,4.0,4.0,Norwich,0,0.02,1,0.03,0,0.01
D,644,Alese,4.0,4.0,West Ham,5,0.23,1,0.04,3,0.10
D,645,Nelson,4.0,4.0,Leicester,1,0.06,1,0.05,1,0.04
M,646,Brunt,4.5,4.5,Leicester,0,0.03,1,0.07,0,0.02
M,647,McAteer,4.5,4.5,Leicester,0,0.00,0,0.00,0,0.00
M,648,Rowe,4.4,4.4,Norwich,0,0.00,0,0.02,0,0.02
F,649,Dickson-Peters,4.5,4.5,Norwich,0,0.00,0,0.00,0,0.00
G,650,Marschall,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00
D,651,Egan-Riley,4.0,4.0,Man City,1,0.07,1,0.03,1,0.04
M,652,Oko-Flex,4.4,4.4,West Ham,1,0.04,0,0.02,1,0.03
D,653,Turns,4.0,4.0,Brighton,2,0.10,2,0.09,1,0.07
M,654,Leonard,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.01
F,655,Ferguson,4.5,4.5,Brighton,0,0.00,0,0.02,0,0.00
G,656,Pitaluga,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00
D,657,Moore,4.0,4.0,Leeds,1,0.06,0,0.01,0,0.02
M,658,Gray,4.5,4.5,Leeds,3,0.23,2,0.10,2,0.08
G,659,Austin,4.0,4.0,Spurs,0,0.00,0,0.00,0,0.00
D,660,Quansah,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.01
M,661,Jordão,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00
M,662,Peart-Harris,4.5,4.5,Brentford,1,0.03,0,0.02,0,0.01
F,663,Kayky,5.0,5.0,Man City,0,0.00,0,0.00,0,0.02
M,664,Patino,4.5,4.5,Arsenal,0,0.00,0,0.01,0,0.03
D,665,Simeu,4.0,4.0,Southampton,0,0.00,0,0.00,0,0.00
G,666,McCracken,4.0,4.0,Norwich,0,0.00,0,0.00,0,0.00
D,667,Small,4.0,4.0,Southampton,2,0.09,2,0.07,4,0.14
M,668,White,4.4,4.4,Spurs,0,0.00,0,0.01,1,0.03
M,669,Conteh,4.5,4.5,Watford,0,0.00,0,0.00,0,0.00
D,670,Feeney,4.0,4.0,Aston Villa,1,0.08,2,0.20,1,0.03
M,671,Hall,4.5,4.5,Chelsea,0,0.01,0,0.00,0,0.00
M,672,Vale,4.5,4.5,Chelsea,0,0.03,0,0.00,0,0.00
G,673,Lössl,4.5,4.5,Brentford,0,0.02,1,0.03,2,0.07
D,674,Patterson,4.2,4.2,Everton,0,0.00,0,0.00,0,0.00
D,675,Mykolenko,4.9,4.9,Everton,77,5.99,76,6.45,71,1.71
D,676,Kamara,4.5,4.5,Watford,83,4.57,79,2.66,83,1.33
D,677,Samir,4.5,4.5,Watford,86,4.37,82,2.54,80,1.28
D,678,Trippier,4.9,4.9,Newcastle,11,0.27,58,2.01,77,3.16
M,679,Kayembe,4.5,4.5,Watford,10,0.90,10,0.45,14,0.55
M,680,Chauke,4.5,4.5,Southampton,1,0.05,0,0.02,1,0.03
M,681,Coutinho,7.1,7.1,Aston Villa,76,6.94,74,8.18,75,2.54
D,682,Ekwah,4.0,4.0,West Ham,0,0.00,0,0.00,0,0.01
M,683,Gibbs,4.5,4.5,Norwich,3,0.22,4,0.15,3,0.11
