Pos,ID,Name,BV,SV,Team,1_xMins,1_Pts,2_xMins,2_Pts,3_xMins,3_Pts,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts
M,10099,Conor Coventry,99.9,99.9,West Ham,5,0.18,7,0.28,10,0.39,9,0.37,8,0.33,10,0.38,11,0.45,11,0.42
G,10104,Mark Gillespie,99.9,99.9,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,10132,Tahith Chong,99.9,99.9,Man Utd,0,0.02,1,0.07,1,0.05,1,0.05,2,0.12,1,0.10,1,0.06,1,0.10
G,10133,Marcus Bettinelli,99.9,99.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.01,0,0.01,0,0.01,0,0.00,0,0.00
M,10200,Hannibal Mejbri,99.9,99.9,Man Utd,1,0.04,1,0.05,1,0.06,2,0.11,2,0.12,2,0.10,2,0.14,2,0.14
D,10201,Teden Mengi,99.9,99.9,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,10202,Shola Shoretire,99.9,99.9,Man Utd,0,0.03,1,0.06,1,0.07,1,0.08,1,0.09,1,0.10,1,0.11,2,0.13
M,10223,James Garner,99.9,99.9,Man Utd,3,0.14,4,0.19,5,0.18,7,0.27,7,0.27,7,0.28,8,0.30,8,0.34
F,10228,Marlos Moreno,99.9,99.9,Man City,0,0.02,1,0.04,1,0.06,1,0.07,1,0.10,1,0.10,2,0.11,2,0.11
M,10229,Ante Palaversa,99.9,99.9,Man City,0,0.01,1,0.05,1,0.06,2,0.10,2,0.08,2,0.09,2,0.10,1,0.07
D,10231,Rúben Vinagre,99.9,99.9,Everton,13,0.38,15,0.51,14,0.69,16,0.56,19,0.70,17,0.48,19,0.55,19,0.81
F,10232,Léo Bonatini,99.9,99.9,Wolves,2,0.14,3,0.17,4,0.19,4,0.21,4,0.24,4,0.25,5,0.23,4,0.20
M,10233,Mateusz Bogusz,99.9,99.9,Leeds,1,0.06,1,0.04,1,0.03,1,0.04,1,0.04,1,0.06,1,0.07,1,0.07
D,10241,Benjamin Mendy,99.9,99.9,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,10242,Tanguy Ndombélé,99.9,99.9,Spurs,0,0.03,1,0.04,2,0.12,2,0.10,2,0.13,2,0.11,2,0.10,3,0.19
M,10243,Giovani Lo Celso,99.9,99.9,Spurs,1,0.07,1,0.07,1,0.10,1,0.12,2,0.13,2,0.16,2,0.16,2,0.18
F,10244,Bryan Gil,99.9,99.9,Spurs,16,1.01,7,0.43,9,0.64,10,0.63,9,0.58,10,0.67,9,0.47,11,0.68
G,10245,Rúnar Alex Rúnarsson,99.9,99.9,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.02,0,0.02,0,0.02
D,10246,Héctor Bellerín,99.9,99.9,Arsenal,1,0.04,1,0.03,2,0.08,1,0.06,2,0.08,2,0.07,2,0.10,2,0.08
M,10247,Dennis Praet,99.9,99.9,Leicester,5,0.25,5,0.24,7,0.40,7,0.33,8,0.38,8,0.37,8,0.45,10,0.44
M,10249,Matty Longstaff,99.9,99.9,Newcastle,5,0.26,7,0.31,7,0.27,4,0.19,5,0.19,4,0.17,5,0.22,5,0.25
G,10250,Kjell Scherpen,99.9,99.9,Brighton,0,0.00,0,0.00,0,0.01,0,0.00,0,0.01,0,0.00,0,0.00,0,0.01
F,10252,Evan Ferguson,99.9,99.9,Brighton,0,0.01,0,0.01,1,0.03,1,0.07,1,0.06,1,0.08,1,0.08,1,0.06
F,10253,Tariqe Fosu,99.9,99.9,Brentford,2,0.15,2,0.12,2,0.13,3,0.19,3,0.18,3,0.21,4,0.23,5,0.28
F,10254,Halil Dervisoglu,99.9,99.9,Brentford,4,0.20,3,0.19,6,0.34,4,0.26,6,0.31,6,0.36,7,0.39,8,0.41
D,10255,James Hill,99.9,99.9,Bournemouth,9,0.28,14,0.28,16,0.41,19,0.37,20,0.72,22,0.72,20,0.70,22,0.61
F,10258,Michy Batshuayi,99.9,99.9,Chelsea,2,0.14,3,0.21,5,0.30,4,0.32,5,0.32,5,0.39,5,0.33,6,0.34
F,10259,Alejandro Garnacho,99.9,99.9,Man Utd,1,0.03,1,0.04,1,0.04,1,0.05,1,0.05,1,0.07,2,0.09,1,0.08
D,10260,Axel Tuanzebe,99.9,99.9,Man Utd,0,0.00,0,0.00,0,0.01,0,0.01,0,0.02,0,0.02,0,0.02,1,0.03
F,10263,Mason Greenwood,99.9,99.9,Man Utd,0,0.01,0,0.01,0,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,10264,Jed Steer,99.9,99.9,Aston Villa,0,0.00,0,0.00,0,0.02,0,0.01,0,0.00,0,0.01,1,0.02,0,0.01
D,10265,Ashley Young,99.9,99.9,Aston Villa,10,0.45,13,0.60,13,0.55,14,0.60,15,0.47,16,0.45,16,0.61,18,0.89
G,10266,Darren Randolph,99.9,99.9,West Ham,0,0.00,0,0.01,0,0.01,0,0.00,0,0.00,0,0.01,0,0.02,0,0.01
G,10268,Kiko Casilla,99.9,99.9,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01
F,10269,Hélder Costa,99.9,99.9,Leeds,6,0.35,2,0.11,2,0.11,2,0.14,3,0.20,2,0.15,2,0.17,3,0.16
D,10270,Cody Drameh,99.9,99.9,Leeds,17,0.65,15,0.48,19,0.53,19,0.60,17,0.66,15,0.44,8,0.36,10,0.25
F,10271,Ian Poveda,99.9,99.9,Leeds,1,0.08,0,0.02,0,0.02,1,0.08,1,0.09,1,0.05,1,0.05,1,0.07
G,10275,Jordan Smith,99.9,99.9,Nott'm Forest,0,0.00,0,0.00,0,0.01,0,0.01,0,0.00,0,0.00,0,0.01,0,0.01
F,10277,Nuno Da Costa,99.9,99.9,Nott'm Forest,0,0.02,0,0.01,1,0.04,1,0.04,1,0.03,1,0.06,1,0.07,2,0.10
G,10296,Nathan Trott,99.9,99.9,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0.00,0,0.00
F,10301,Manor Solomon,99.9,99.9,Fulham,0,0.01,0,0.02,0,0.02,0,0.02,1,0.04,1,0.04,1,0.04,1,0.05
D,10305,Issa Kaboré,99.9,99.9,Man City,3,0.10,3,0.13,4,0.15,4,0.20,3,0.14,4,0.14,3,0.12,3,0.13
M,10307,Elliot Anderson,99.9,99.9,Newcastle,0,0.01,1,0.04,1,0.03,0,0.02,1,0.03,0,0.03,1,0.03,0,0.03
M,10308,Orel Mangala,99.9,99.9,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0.01,0,0.01
M,10309,Marcus Tavernier,99.9,99.9,Bournemouth,0,0.01,0,0.02,0,0.03,1,0.04,1,0.04,1,0.05,1,0.07,1,0.07
