Pos,ID,Name,BV,SV,Team,3_xMins,3_Pts,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts,9_xMins,9_Pts,10_xMins,10_Pts
D,193,Godfrey,4.4,4.4,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,194,Mykolenko,4.5,4.5,Everton,76,3.68,74,2.51,70,2.29,70,1.36,69,1.52,68,2.56,66,2.23,64,2.17
M,195,Gordon,5.5,5.5,Everton,73,3.84,68,2.90,68,2.98,67,2.37,65,2.35,65,2.95,62,2.62,63,2.65
D,196,Branthwaite,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,197,Patterson,4.0,4.0,Everton,61,2.76,44,1.47,45,1.43,46,0.87,47,1.00,46,1.68,48,1.55,48,1.54
D,198,Nkounkou,4.0,4.0,Everton,1,0.03,2,0.05,3,0.07,3,0.06,4,0.08,4,0.13,4,0.11,5,0.14
D,199,Tarkowski,4.5,4.5,Everton,85,3.64,82,2.44,80,2.29,77,1.29,75,1.39,71,2.35,70,2.07,70,2.06
M,200,Cairney,5.0,5.0,Fulham,52,2.46,44,1.67,44,1.95,48,1.73,47,1.81,47,2.12,46,2.03,42,1.68
D,201,Ream,4.5,4.5,Fulham,65,2.19,56,0.98,57,1.78,54,0.92,51,1.16,47,1.50,52,1.65,52,1.22
M,202,Knockaert,4.9,4.9,Fulham,10,0.59,9,0.41,10,0.56,9,0.45,10,0.47,11,0.64,9,0.51,7,0.36
M,203,Chalobah,4.5,4.5,Fulham,15,0.66,16,0.62,16,0.65,19,0.72,18,0.70,20,0.82,19,0.77,17,0.69
M,204,Kebano,5.5,5.5,Fulham,69,3.44,67,2.46,64,3.02,65,2.36,64,2.50,63,3.01,56,2.66,52,2.23
M,205,De Cordova-Reid,5.5,5.5,Fulham,55,2.52,67,2.31,68,2.87,66,2.24,65,2.36,65,2.83,60,2.57,60,2.31
D,206,Bryan,4.5,4.5,Fulham,10,0.42,19,0.49,23,0.91,27,0.64,21,0.65,26,1.03,26,1.01,28,0.84
G,207,Gazzaniga,4.0,4.0,Fulham,3,0.13,2,0.09,2,0.07,0,0.01,1,0.02,0,0.01,1,0.03,1,0.02
D,208,Kongolo,4.0,4.0,Fulham,4,0.17,3,0.09,2,0.08,4,0.11,5,0.15,5,0.19,5,0.20,6,0.19
D,209,Tosin,4.5,4.5,Fulham,74,2.66,73,1.29,70,2.27,66,1.14,65,1.54,66,2.20,64,2.10,65,1.56
F,210,Mitrović,6.6,6.6,Fulham,85,4.93,82,3.26,78,4.21,79,3.08,78,3.29,78,4.35,78,4.14,77,3.63
M,211,Reed,4.5,4.5,Fulham,71,2.33,67,1.87,65,2.10,62,1.76,62,1.83,60,1.99,60,1.94,58,1.77
M,212,Wilson,5.9,5.9,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,28,1.41,47,2.04
G,213,Rodák,4.5,4.5,Fulham,52,2.17,38,1.36,24,0.95,9,0.34,9,0.34,10,0.42,13,0.51,10,0.37
M,214,Cavaleiro,5.0,5.0,Fulham,11,0.63,8,0.38,11,0.60,9,0.43,11,0.51,10,0.57,9,0.49,6,0.30
D,215,Tete,4.5,4.5,Fulham,46,1.81,40,0.83,28,1.03,25,0.55,25,0.71,26,0.97,27,0.99,24,0.70
M,216,Onomah,4.5,4.5,Fulham,14,0.75,10,0.47,10,0.53,12,0.54,14,0.66,13,0.68,11,0.57,10,0.47
D,217,Robinson,4.5,4.5,Fulham,76,2.83,70,1.26,65,2.19,61,1.07,66,1.58,61,2.08,60,2.02,57,1.42
F,218,Muniz,5.5,5.5,Fulham,5,0.30,7,0.36,10,0.60,9,0.41,9,0.44,9,0.53,8,0.46,9,0.48
F,219,Stansfield,4.5,4.5,Fulham,11,0.56,10,0.44,11,0.53,11,0.47,12,0.51,11,0.53,11,0.52,8,0.39
M,220,Palhinha,5.0,5.0,Fulham,82,2.62,78,2.03,76,2.35,73,1.90,74,2.04,74,2.34,72,2.24,75,2.11
D,221,Cooper,4.5,4.5,Leeds,33,0.82,76,1.93,72,2.85,70,1.99,66,2.75,64,1.34,63,2.01,62,1.86
D,222,Ayling,4.5,4.5,Leeds,0,0.00,1,0.02,7,0.30,16,0.51,37,1.68,45,1.04,45,1.59,46,1.50
M,223,Klich,5.0,5.0,Leeds,20,0.97,22,1.04,25,1.33,28,1.32,26,1.44,29,1.25,26,1.29,27,1.23
M,224,Forshaw,4.5,4.5,Leeds,10,0.37,8,0.30,11,0.46,11,0.41,11,0.46,11,0.40,12,0.48,15,0.55
M,225,Rodrigo,6.1,6.1,Leeds,71,3.18,67,3.22,66,4.07,65,3.42,64,4.32,65,3.00,63,3.60,63,3.20
D,226,Dallas,5.0,5.0,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,227,Bamford,7.5,7.5,Leeds,55,2.65,65,3.39,62,4.06,59,3.38,60,4.33,61,3.11,59,3.68,60,3.25
D,228,Llorente,4.5,4.5,Leeds,82,1.88,72,1.88,70,2.80,67,1.97,63,2.69,62,1.34,62,2.05,62,1.91
M,229,Roberts,5.0,5.0,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,230,Koch,4.5,4.5,Leeds,65,1.54,39,1.06,35,1.47,36,1.12,32,1.42,29,0.69,33,1.16,31,1.00
M,231,James,6.0,6.0,Leeds,25,1.18,22,1.09,27,1.49,26,1.33,26,1.55,27,1.28,23,1.27,28,1.35
M,232,Raphinha,7.0,7.0,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,233,Harrison,6.0,6.0,Leeds,68,2.72,62,2.62,59,3.08,60,2.71,60,3.34,57,2.38,57,2.79,58,2.54
M,234,Shackleton,4.5,4.5,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,235,Struijk,4.5,4.5,Leeds,80,1.88,67,1.74,57,2.31,50,1.47,37,1.62,39,0.88,40,1.35,39,1.24
G,236,Klaesson,4.0,4.0,Leeds,1,0.03,2,0.09,3,0.12,3,0.11,3,0.14,4,0.13,4,0.16,4,0.15
F,237,Greenwood,4.5,4.5,Leeds,8,0.39,4,0.22,6,0.34,7,0.38,7,0.38,7,0.34,8,0.39,6,0.32
G,238,Meslier,4.5,4.5,Leeds,89,3.24,87,3.24,87,3.68,87,3.30,86,3.72,86,3.09,85,3.35,85,3.34
D,239,Firpo,4.5,4.5,Leeds,0,0.00,14,0.46,23,1.08,34,1.17,55,2.68,53,1.38,48,1.85,52,1.82
M,240,Summerville,4.5,4.5,Leeds,1,0.09,1,0.06,2,0.14,2,0.12,2,0.18,2,0.13,2,0.16,2,0.15
M,241,Bate,4.5,4.5,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,242,Gelhardt,5.5,5.5,Leeds,26,1.25,24,1.27,27,1.62,29,1.57,28,1.80,28,1.41,30,1.70,31,1.57
D,243,Hjelde,4.0,4.0,Leeds,12,0.37,10,0.33,12,0.50,9,0.30,6,0.23,4,0.13,8,0.29,7,0.23
D,244,Kristensen,5.0,5.0,Leeds,85,2.03,81,2.17,81,3.38,80,2.40,75,3.40,74,1.68,72,2.50,69,2.24
M,245,Roca,5.0,5.0,Leeds,77,2.21,75,2.20,74,2.51,71,2.21,70,2.56,69,2.02,69,2.23,67,2.09
M,246,Aaronson,5.5,5.5,Leeds,66,2.38,60,2.34,59,2.79,59,2.41,60,3.02,58,2.17,61,2.65,58,2.30
M,247,Gyabi,4.5,4.5,Leeds,0,0.01,0,0.02,0,0.03,1,0.03,1,0.03,1,0.03,1,0.04,1,0.04
G,248,Schmeichel,5.0,5.0,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,249,Evans,4.5,4.5,Leicester,79,2.99,74,1.44,72,2.23,72,2.05,69,2.44,69,1.35,67,2.98,67,2.60
D,250,Bertrand,4.0,4.0,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,1,0.02,3,0.07,11,0.51,14,0.60
M,251,Albrighton,5.0,5.0,Leicester,25,1.18,25,0.90,22,0.96,24,0.97,23,1.04,25,0.92,21,1.05,22,0.99
M,252,Mendy,4.5,4.5,Leicester,20,0.76,25,0.81,26,0.91,26,0.86,27,0.94,28,0.89,27,1.01,26,0.94
D,253,Vestergaard,4.0,4.0,Leicester,4,0.18,6,0.17,8,0.30,8,0.29,10,0.42,11,0.28,11,0.54,10,0.42
G,254,Ward,4.0,4.0,Leicester,84,3.50,82,2.93,81,3.14,80,3.05,79,3.22,78,2.77,78,3.45,79,3.34
F,255,Vardy,9.5,9.5,Leicester,71,4.99,69,2.96,66,4.03,66,3.50,65,4.08,63,2.83,64,4.67,61,3.80
D,256,Ricardo,4.4,4.4,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,257,Amartey,4.5,4.5,Leicester,44,1.73,43,0.93,40,1.32,44,1.31,41,1.50,43,0.91,42,1.90,44,1.76
D,258,Castagne,4.5,4.5,Leicester,83,3.50,80,1.70,76,2.62,76,2.36,76,2.94,76,1.63,74,3.60,75,3.17
M,259,Tielemans,6.5,6.5,Leicester,74,3.40,72,2.30,71,2.93,69,2.57,67,2.87,67,2.23,68,3.36,68,2.86
M,260,Pérez,5.0,5.0,Leicester,18,1.13,16,0.80,16,0.97,15,0.81,15,0.90,12,0.61,14,0.93,14,0.86
M,261,Maddison,8.0,8.0,Leicester,76,5.07,73,2.95,70,4.02,70,3.50,68,4.08,68,2.90,67,4.77,67,4.03
F,262,Iheanacho,6.4,6.4,Leicester,27,1.83,28,1.33,27,1.70,27,1.55,25,1.69,25,1.28,26,1.93,27,1.73
M,263,Choudhury,4.5,4.5,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,264,Barnes,6.9,6.9,Leicester,2,0.14,11,0.53,25,1.46,27,1.41,39,2.35,36,1.61,38,2.64,38,2.25
M,265,Ndidi,5.0,5.0,Leicester,82,2.66,80,1.99,77,2.26,77,2.14,75,2.28,76,1.92,74,2.53,75,2.34
M,266,Dewsbury-Hall,5.0,5.0,Leicester,78,3.23,74,2.23,70,2.65,72,2.49,69,2.66,68,2.09,70,3.03,69,2.69
D,267,Söyüncü,4.5,4.5,Leicester,16,0.62,21,0.44,22,0.72,22,0.65,25,0.91,23,0.49,23,1.03,26,1.04
D,268,Justin,4.5,4.5,Leicester,65,2.69,64,1.34,65,2.15,60,1.81,62,2.27,61,1.27,60,2.77,58,2.31
M,269,Soumaré,4.5,4.5,Leicester,5,0.23,8,0.30,10,0.40,10,0.40,10,0.43,11,0.42,10,0.47,11,0.44
D,270,Thomas,4.5,4.5,Leicester,28,1.16,34,0.76,36,1.22,38,1.17,35,1.31,35,0.77,34,1.60,30,1.25
F,271,Daka,6.0,6.0,Leicester,21,1.38,17,0.84,19,1.17,17,0.99,17,1.12,21,1.08,19,1.38,20,1.27
D,272,Fofana,4.5,4.5,Leicester,83,3.23,80,1.52,77,2.39,77,2.16,75,2.65,74,1.42,74,3.33,74,2.85
D,273,Brunt,4.0,4.0,Leicester,2,0.08,4,0.10,6,0.22,5,0.20,6,0.26,7,0.20,6,0.29,5,0.24
M,274,Milner,4.5,4.5,Liverpool,20,1.09,23,1.55,22,1.31,23,1.30,24,1.43,23,1.07,17,1.00,18,0.87
M,275,Henderson,5.5,5.5,Liverpool,75,2.91,73,3.47,69,2.98,66,2.76,66,2.90,65,2.23,60,2.66,58,2.11
D,276,Matip,6.0,6.0,Liverpool,51,2.27,65,4.05,71,3.88,68,3.60,63,3.68,64,2.35,62,3.37,60,2.30
M,277,Thiago,5.4,5.4,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,20,0.78,56,2.51,55,2.11
M,278,Chamberlain,5.0,5.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,279,Firmino,8.0,8.0,Liverpool,21,1.34,21,1.58,17,1.20,16,1.08,16,1.15,18,1.01,17,1.19,18,1.09
D,280,Van Dijk,6.5,6.5,Liverpool,86,3.77,84,5.18,81,4.39,80,4.22,81,4.64,80,2.94,79,4.26,78,2.96
G,281,Alisson,5.5,5.5,Liverpool,89,3.98,87,4.72,87,4.38,87,4.34,87,4.53,87,3.71,87,4.33,86,3.64
M,282,Fabinho,5.5,5.5,Liverpool,76,2.56,75,3.09,72,2.72,70,2.57,69,2.73,68,2.10,70,2.65,69,2.20
M,283,Salah,13.0,13.0,Liverpool,83,7.17,80,9.22,79,7.71,77,6.96,77,7.89,76,4.97,75,7.44,76,5.46
D,284,Robertson,7.0,7.0,Liverpool,84,4.22,81,5.72,78,4.83,77,4.58,76,4.97,76,3.14,75,4.61,75,3.22
D,285,Alexander-Arnold,7.5,7.5,Liverpool,86,5.00,82,6.80,81,5.75,80,5.40,80,6.05,78,3.63,78,5.53,78,3.83
D,286,Gomez,4.5,4.5,Liverpool,28,1.17,17,0.91,12,0.58,16,0.75,12,0.59,12,0.45,14,0.65,13,0.51
M,287,Keita,4.9,4.9,Liverpool,58,2.61,55,3.05,53,2.64,53,2.52,49,2.55,42,1.72,33,1.73,36,1.56
F,288,Diogo Jota,9.0,9.0,Liverpool,11,0.75,26,2.04,36,2.38,44,2.70,45,3.00,44,2.23,42,2.75,42,2.29
G,289,Kelleher,4.0,4.0,Liverpool,1,0.03,3,0.14,2,0.12,3,0.13,2,0.12,2,0.08,2,0.10,3,0.14
D,290,Konaté,4.9,4.9,Liverpool,7,0.28,11,0.63,18,0.91,21,1.05,30,1.61,30,1.06,30,1.54,33,1.21
M,291,Jones,5.0,5.0,Liverpool,4,0.19,12,0.68,17,0.89,23,1.16,30,1.61,27,1.19,20,1.08,20,0.92
D,292,Tsimikas,4.5,4.5,Liverpool,4,0.22,8,0.53,11,0.65,11,0.61,11,0.69,11,0.43,12,0.68,11,0.47
M,293,Luis Díaz,8.0,8.0,Liverpool,74,4.72,68,5.74,65,4.76,63,4.27,63,4.81,65,3.34,63,4.52,63,3.50
M,294,Elliott,5.0,5.0,Liverpool,28,1.47,27,1.71,28,1.61,26,1.40,26,1.52,23,1.06,19,1.11,20,0.97
D,295,N.Williams,4.0,4.0,Nott'm Forest,79,2.61,76,1.85,72,1.07,73,3.50,69,2.00,69,2.91,69,1.80,68,2.35
M,296,Carvalho,5.5,5.5,Liverpool,16,0.97,14,1.06,15,1.01,15,0.94,16,1.10,13,0.69,12,0.84,11,0.62
F,297,Darwin,9.1,9.1,Liverpool,73,4.87,67,5.79,66,4.92,66,4.57,64,4.99,63,3.32,64,4.72,63,3.56
D,298,Ramsay,4.0,4.0,Liverpool,1,0.03,1,0.06,2,0.08,2,0.07,2,0.07,3,0.10,2,0.09,2,0.08
D,299,Walker,5.0,5.0,Man City,79,3.71,76,4.25,73,4.24,73,3.38,72,3.22,70,3.56,67,3.28,68,3.71
M,300,Gündogan,7.5,7.5,Man City,63,3.33,59,3.71,60,4.26,55,3.04,54,2.88,51,2.97,51,3.08,52,3.54
M,301,De Bruyne,12.0,12.0,Man City,78,5.12,74,5.74,72,6.40,69,4.58,69,4.44,68,4.58,68,5.05,67,5.81
D,302,Stones,5.5,5.5,Man City,31,1.56,38,2.24,42,2.59,44,2.13,38,1.83,31,1.70,37,1.92,35,2.05
M,303,Mahrez,7.9,7.9,Man City,49,3.36,49,3.96,49,4.61,46,3.29,46,3.19,46,3.35,50,3.79,48,4.34
M,304,Sterling,10.0,10.0,Chelsea,77,4.94,74,5.12,73,4.68,70,4.81,70,4.55,69,3.41,68,4.06,69,4.83
M,305,Grealish,7.0,7.0,Man City,60,3.39,59,3.87,60,4.59,55,3.19,60,3.38,61,3.63,61,3.92,57,4.18
D,306,Cancelo,7.0,7.0,Man City,86,4.54,83,5.36,80,5.58,78,4.16,76,3.89,76,4.39,75,4.29,75,4.96
G,307,Ederson,5.5,5.5,Man City,89,4.15,88,4.56,87,4.60,86,3.94,86,3.90,86,4.19,85,4.03,86,4.31
D,308,Aké,5.0,5.0,Man City,71,3.78,67,4.18,65,4.33,64,3.31,56,2.83,52,2.95,42,2.37,40,2.59
D,309,Laporte,6.0,6.0,Man City,0,0.00,0,0.00,0,0.00,2,0.07,25,1.26,51,2.83,68,3.72,68,4.17
G,310,Steffen,4.0,4.0,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,311,Bernardo,6.9,6.9,Man City,24,1.29,20,1.16,14,0.97,33,1.67,30,1.49,32,1.65,31,1.68,31,1.94
D,312,Dias,6.0,6.0,Man City,79,3.98,78,4.69,77,4.91,75,3.75,73,3.54,73,3.99,69,3.72,71,4.28
D,313,Zinchenko,5.1,5.1,Arsenal,70,3.63,63,3.45,59,2.93,61,2.27,60,3.38,60,2.75,62,2.45,60,1.78
M,314,Foden,8.0,8.0,Man City,70,4.30,69,4.95,66,5.46,67,4.13,64,3.86,64,4.07,64,4.36,64,4.88
M,315,Rodri,6.0,6.0,Man City,83,3.01,80,3.26,77,3.39,76,2.73,77,2.69,74,2.75,75,2.85,76,3.18
M,316,Palmer,4.5,4.5,Man City,5,0.24,9,0.48,12,0.71,11,0.58,13,0.64,12,0.64,12,0.64,12,0.74
M,317,McAtee,4.5,4.5,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,318,Haaland,11.6,11.5,Man City,77,6.06,73,6.70,71,7.81,70,5.50,70,5.28,69,5.51,69,6.05,69,7.10
F,319,Álvarez,6.4,6.4,Man City,23,1.33,28,1.78,30,2.20,28,1.64,30,1.67,28,1.64,28,1.75,30,2.10
D,320,Mbete,4.0,4.0,Man City,3,0.15,5,0.25,4,0.24,5,0.24,4,0.20,2,0.12,2,0.09,2,0.10
M,321,Lavia,4.5,4.5,Southampton,74,2.14,70,2.12,66,1.85,66,1.96,66,2.16,65,1.87,66,2.20,64,1.57
D,322,Wilson-Esbrand,4.0,4.0,Man City,4,0.19,5,0.29,8,0.45,8,0.37,7,0.33,6,0.30,6,0.29,4,0.23
F,323,Delap,4.5,4.5,Man City,2,0.15,4,0.31,4,0.38,4,0.31,5,0.37,6,0.40,6,0.44,6,0.48
G,324,Ortega,4.0,4.0,Man City,1,0.03,1,0.04,1,0.05,2,0.11,2,0.10,2,0.11,2,0.09,2,0.10
M,325,Phillips,5.0,5.0,Man City,7,0.27,20,0.82,26,1.18,30,1.16,29,1.10,31,1.23,27,1.10,29,1.27
F,326,Ronaldo,10.5,10.5,Man Utd,57,2.73,50,3.31,48,2.95,58,3.44,59,3.54,57,4.43,56,2.29,56,3.48
G,327,De Gea,5.0,5.0,Man Utd,89,3.16,88,3.52,88,3.40,87,3.35,87,3.63,87,3.71,87,3.09,86,3.65
D,328,Jones,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.01,0,0.01,1,0.02,0,0.02,0,0.01,0,0.02
D,329,Varane,4.9,4.9,Man Utd,30,0.60,28,1.00,31,1.00,30,0.96,34,1.30,32,1.34,31,0.53,33,1.27
D,330,Maguire,4.9,4.9,Man Utd,81,1.39,78,2.65,76,2.30,74,2.18,70,2.51,70,2.87,71,1.10,70,2.63
M,331,Fred,5.4,5.4,Man Utd,58,1.77,60,2.08,58,1.95,57,1.90,54,1.88,56,2.14,54,1.56,54,1.92
D,332,Shaw,5.0,5.0,Man Utd,50,1.13,49,1.93,48,1.71,47,1.65,48,1.99,48,2.28,49,0.97,44,1.91
M,333,Fernandes,9.9,9.9,Man Utd,85,3.13,83,4.29,82,3.96,81,3.56,79,3.67,80,4.64,78,2.59,77,3.85
D,334,Telles,5.0,5.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,335,Rashford,6.4,6.4,Man Utd,76,2.96,72,3.76,71,3.44,69,3.26,68,3.34,67,4.07,67,2.37,66,3.38
M,336,Van de Beek,5.4,5.4,Man Utd,25,0.94,25,1.09,24,0.99,25,1.01,29,1.17,30,1.34,29,0.96,30,1.23
D,337,Lindelöf,4.5,4.5,Man Utd,5,0.11,8,0.26,12,0.36,19,0.58,16,0.58,20,0.77,18,0.32,19,0.70
M,338,McTominay,5.0,5.0,Man Utd,43,1.28,43,1.48,44,1.46,45,1.44,45,1.49,44,1.64,45,1.23,43,1.48
D,339,Bailly,4.0,4.0,Man Utd,2,0.05,4,0.11,4,0.10,2,0.06,4,0.13,4,0.14,5,0.10,6,0.20
M,340,Sancho,7.4,7.4,Man Utd,76,3.00,74,3.83,74,3.56,70,3.30,69,3.40,68,4.05,70,2.49,68,3.47
D,341,Wan-Bissaka,4.4,4.4,Man Utd,11,0.22,15,0.51,17,0.51,19,0.58,22,0.79,19,0.75,18,0.32,22,0.80
D,342,Dalot,4.5,4.5,Man Utd,79,1.47,74,2.70,72,2.32,68,2.12,66,2.52,69,2.98,69,1.12,65,2.56
D,343,B.Williams,4.0,4.0,Man Utd,1,0.03,2,0.10,2,0.09,5,0.18,4,0.16,5,0.21,5,0.13,7,0.27
M,344,Elanga,5.0,5.0,Man Utd,28,1.32,28,1.62,25,1.35,25,1.29,25,1.33,27,1.69,27,1.13,24,1.35
F,345,Martial,6.9,6.9,Man Utd,14,0.71,23,1.38,36,1.97,36,1.93,37,1.99,36,2.35,36,1.54,38,2.10
M,346,Andreas,4.5,4.5,Fulham,60,2.57,76,2.42,74,2.95,74,2.33,73,2.46,73,3.00,70,2.78,70,2.50
M,347,Pellistri,4.5,4.5,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.07,3,0.22
G,348,Heaton,4.0,4.0,Man Utd,1,0.03,2,0.09,2,0.08,2,0.10,3,0.13,3,0.11,3,0.09,3,0.13
M,349,Shelvey,5.0,5.0,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,350,Ritchie,4.5,4.5,Newcastle,13,0.31,5,0.22,7,0.17,9,0.45,8,0.31,9,0.53,10,0.45,8,0.42
D,351,Fernández,4.4,4.4,Newcastle,1,0.03,2,0.07,2,0.07,5,0.21,4,0.14,4,0.21,3,0.14,5,0.21
D,352,Clark,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,353,Darlow,4.0,4.0,Newcastle,0,0.00,0,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01
F,354,Wood,5.9,5.9,Newcastle,14,0.70,16,0.89,20,0.89,21,1.32,23,1.25,24,1.62,24,1.39,23,1.48
G,355,Dubravka,4.4,4.4,Newcastle,1,0.04,2,0.09,3,0.12,2,0.10,1,0.06,2,0.11,4,0.17,3,0.14
F,356,Wilson,7.5,7.5,Newcastle,77,3.00,75,3.64,70,2.53,68,3.81,66,3.22,64,4.05,64,3.39,65,3.83
D,357,Trippier,5.0,5.0,Newcastle,83,1.71,79,3.26,76,1.27,76,3.88,75,2.59,75,4.28,76,3.24,76,3.75
D,358,Burn,4.5,4.5,Newcastle,79,1.44,72,2.76,67,1.10,63,3.00,64,2.05,58,3.15,59,2.35,54,2.51
M,359,Fraser,5.4,5.4,Newcastle,31,1.29,34,1.63,32,1.28,36,1.86,37,1.69,38,2.16,39,1.89,38,2.04
D,360,Lascelles,4.4,4.4,Newcastle,7,0.17,6,0.23,7,0.16,6,0.24,9,0.27,7,0.32,8,0.30,9,0.35
F,361,Gayle,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,362,Dummett,4.0,4.0,Newcastle,8,0.22,4,0.14,2,0.06,3,0.12,3,0.10,3,0.13,2,0.07,3,0.10
D,363,Manquillo,4.5,4.5,Newcastle,7,0.18,7,0.24,8,0.21,7,0.28,8,0.27,7,0.33,8,0.31,7,0.28
D,364,Krafth,4.5,4.5,Newcastle,1,0.04,5,0.18,6,0.15,7,0.31,9,0.28,10,0.45,8,0.31,9,0.38
M,365,Murphy,4.5,4.5,Newcastle,13,0.55,14,0.67,16,0.65,18,0.91,21,0.92,23,1.20,22,1.04,22,1.10
D,366,Schär,4.6,4.6,Newcastle,80,1.47,75,2.84,73,1.23,68,3.25,65,2.10,64,3.44,63,2.54,64,2.94
D,367,Targett,5.0,5.0,Newcastle,37,0.70,72,2.69,77,1.25,72,3.34,71,2.23,70,3.63,71,2.75,68,3.06
M,368,Saint-Maximin,6.5,6.5,Newcastle,79,2.81,75,3.30,74,2.45,73,3.66,70,3.05,72,4.01,71,3.38,70,3.69
M,369,Almirón,5.0,5.0,Newcastle,61,2.13,61,2.52,63,2.03,60,2.78,58,2.38,55,2.82,56,2.44,57,2.73
M,370,S.Longstaff,4.5,4.5,Newcastle,30,0.98,32,1.16,33,1.01,35,1.35,34,1.21,36,1.46,38,1.36,36,1.41
M,371,Joelinton,6.0,6.0,Newcastle,75,2.21,73,2.60,72,2.02,67,2.74,67,2.35,68,3.07,66,2.52,65,2.70
D,372,Lewis,4.4,4.4,Newcastle,6,0.15,5,0.18,4,0.11,7,0.31,7,0.25,8,0.38,7,0.26,8,0.34
M,373,Willock,5.0,5.0,Newcastle,68,2.23,66,2.57,64,1.99,64,2.79,64,2.43,61,2.89,59,2.44,62,2.77
M,374,Bruno Guimarães,6.0,6.0,Newcastle,81,2.30,81,2.73,78,2.10,75,2.88,76,2.51,76,3.14,76,2.72,75,2.92
M,375,Hendrick,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,376,Pope,5.0,5.0,Newcastle,89,3.20,88,3.68,87,3.09,87,3.98,88,3.45,87,4.17,86,3.62,86,3.80
D,377,Botman,4.5,4.5,Newcastle,47,0.84,38,1.38,41,0.69,49,2.13,50,1.48,56,2.74,58,2.13,60,2.54
M,378,Arter,4.5,4.5,Nott'm Forest,1,0.06,1,0.05,1,0.04,1,0.07,2,0.07,1,0.06,2,0.08,3,0.13
D,379,Cook,4.5,4.5,Nott'm Forest,8,0.25,17,0.39,19,0.33,19,0.77,19,0.51,21,0.76,21,0.51,23,0.73
F,380,Taylor,4.5,4.5,Nott'm Forest,5,0.27,7,0.33,6,0.24,8,0.50,9,0.46,8,0.49,10,0.47,11,0.59
M,381,Colback,4.5,4.5,Nott'm Forest,52,1.50,46,1.25,45,1.09,45,1.47,45,1.29,45,1.43,42,1.19,38,1.16
G,382,Samba,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,383,Cafú,4.5,4.5,Nott'm Forest,12,0.47,11,0.42,10,0.36,11,0.49,13,0.51,14,0.61,14,0.55,14,0.59
M,384,Lolley,4.9,4.9,Nott'm Forest,11,0.61,12,0.65,13,0.60,14,0.87,12,0.69,12,0.72,13,0.71,13,0.74
D,385,McKenna,4.5,4.5,Nott'm Forest,14,0.41,36,0.76,43,0.65,49,1.92,54,1.26,53,1.81,52,1.11,51,1.44
D,386,Dräger,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,387,Yates,5.0,5.0,Nott'm Forest,10,0.34,32,1.01,42,1.10,44,1.70,44,1.44,46,1.67,43,1.37,41,1.42
