Pos,ID,Name,BV,SV,Team,1_xMins,1_Pts,2_xMins,2_Pts,3_xMins,3_Pts,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts
D,379,Cook,4.5,4.5,Nott'm Forest,43,1.05,45,1.29,46,1.20,48,1.11,45,0.43,46,1.74
F,380,Taylor,4.5,4.5,Nott'm Forest,3,0.16,4,0.20,5,0.26,6,0.30,6,0.27,7,0.39
M,381,Colback,4.5,4.5,Nott'm Forest,77,2.23,75,2.32,73,2.19,72,2.10,69,1.76,70,2.38
G,382,Samba,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,383,Cafú,4.5,4.5,Nott'm Forest,76,2.32,71,2.34,67,2.13,66,2.06,68,1.80,64,2.33
M,384,Lolley,5.0,5.0,Nott'm Forest,13,0.67,16,0.89,14,0.78,14,0.74,14,0.63,15,0.95
D,385,McKenna,4.5,4.5,Nott'm Forest,64,1.56,61,1.75,61,1.61,61,1.42,58,0.54,61,2.33
D,386,Dräger,4.0,4.0,Nott'm Forest,0,0.02,1,0.03,1,0.04,2,0.06,2,0.05,2,0.08
M,387,Yates,5.0,5.0,Nott'm Forest,22,0.70,56,1.84,78,2.44,78,2.38,78,2.00,77,2.79
D,388,Worrall,4.5,4.5,Nott'm Forest,75,1.71,75,2.04,73,1.84,70,1.56,72,0.59,71,2.58
D,389,Panzo,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,390,Xande Silva,5.0,5.0,Nott'm Forest,10,0.57,11,0.63,15,0.82,16,0.86,17,0.80,18,1.09
F,391,Surridge,5.0,5.0,Nott'm Forest,20,1.04,25,1.36,26,1.30,25,1.25,28,1.14,30,1.71
D,392,Laryea,4.5,4.5,Nott'm Forest,10,0.29,12,0.42,13,0.42,15,0.46,17,0.27,18,0.81
D,393,Mbe Soh,4.5,4.5,Nott'm Forest,1,0.02,2,0.05,3,0.07,3,0.07,4,0.05,4,0.13
F,394,Johnson,6.0,6.0,Nott'm Forest,76,3.02,73,3.28,70,2.89,72,2.86,69,2.22,67,3.38
M,395,Mighten,5.0,5.0,Nott'm Forest,0,0.03,1,0.06,1,0.09,2,0.11,3,0.15,1,0.10
M,396,Ojeda,4.5,4.5,Nott'm Forest,44,1.48,28,1.08,19,0.76,21,0.78,18,0.65,22,0.91
F,397,Awoniyi,6.0,6.0,Nott'm Forest,74,3.13,72,3.42,70,3.09,68,2.89,66,2.28,66,3.48
G,398,Henderson,4.5,4.5,Nott'm Forest,88,3.11,86,3.17,87,3.14,85,2.98,84,2.94,83,3.39
D,399,Biancone,4.5,4.5,Nott'm Forest,26,0.87,31,1.19,35,1.19,33,1.04,37,0.57,37,1.75
M,400,Walcott,5.0,5.0,Southampton,12,0.59,14,0.85,14,0.72,15,0.82,17,0.93,18,0.98
G,401,McCarthy,4.5,4.5,Southampton,80,2.77,79,3.19,78,2.81,79,2.94,77,2.74,76,2.82
M,402,Romeu,5.0,5.0,Southampton,78,2.20,75,2.54,74,2.23,72,2.26,70,2.10,71,2.20
M,403,Redmond,5.5,5.5,Southampton,48,1.84,51,2.51,48,2.01,50,2.18,50,2.05,50,2.16
D,404,Stephens,4.5,4.5,Southampton,6,0.16,8,0.29,9,0.26,11,0.35,12,0.33,14,0.41
M,405,S.Armstrong,5.0,5.0,Southampton,60,2.06,62,2.77,58,2.18,59,2.34,56,2.07,56,2.19
M,406,Elyounoussi,5.5,5.5,Southampton,60,2.20,58,2.85,57,2.34,55,2.37,55,2.19,55,2.31
M,407,Ward-Prowse,6.5,6.5,Southampton,85,2.89,83,3.87,79,3.02,80,3.22,79,2.97,79,3.13
F,408,A.Armstrong,5.5,5.5,Southampton,57,2.25,56,2.96,55,2.46,57,2.60,55,2.38,54,2.46
D,409,Walker-Peters,4.5,4.5,Southampton,80,1.68,81,3.13,76,2.07,75,2.34,74,1.96,74,2.27
D,410,Bednarek,4.5,4.5,Southampton,59,1.30,58,2.27,56,1.56,53,1.70,56,1.54,54,1.69
F,411,Adams,6.5,6.5,Southampton,75,2.77,71,3.56,70,2.93,67,2.93,67,2.71,66,2.85
M,412,Tella,5.0,5.0,Southampton,25,1.09,24,1.22,29,1.28,28,1.31,30,1.29,30,1.33
D,413,Lyanco,4.5,4.5,Southampton,42,0.86,41,1.48,45,1.14,46,1.32,45,1.11,42,1.22
D,414,Valery,4.0,4.0,Southampton,21,0.48,23,0.89,30,0.85,30,0.94,31,0.84,29,0.92
M,415,Smallbone,4.5,4.5,Southampton,1,0.05,2,0.11,2,0.14,4,0.21,3,0.18,4,0.21
M,416,Diallo,4.5,4.5,Southampton,14,0.51,17,0.66,17,0.63,19,0.70,19,0.67,20,0.73
D,417,Perraud,4.5,4.5,Southampton,78,1.61,75,2.88,70,1.88,72,2.20,70,1.82,71,2.15
M,418,Djenepo,5.0,5.0,Southampton,4,0.25,4,0.33,7,0.41,8,0.46,8,0.46,9,0.50
D,419,Livramento,4.5,4.5,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,420,Salisu,4.5,4.5,Southampton,80,1.51,78,2.72,77,1.89,72,2.06,72,1.73,71,2.00
G,421,Lis,4.0,4.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,422,Bazunu,4.5,4.5,Southampton,12,0.41,13,0.52,14,0.50,13,0.48,15,0.52,15,0.57
D,423,Bella-Kotchap,4.5,4.5,Southampton,12,0.28,12,0.46,15,0.40,16,0.50,15,0.41,18,0.54
G,424,Caballero,4.0,4.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01
G,425,Lloris,5.5,5.5,Spurs,89,4.00,88,3.18,87,3.85,87,3.76,87,3.41,86,3.95
G,426,Forster,4.0,4.0,Spurs,1,0.04,2,0.07,2,0.09,3,0.12,2,0.10,3,0.15
F,427,Kane,11.5,11.5,Spurs,85,6.53,82,4.21,79,5.77,79,5.51,79,4.73,79,6.23
M,428,Son,12.0,12.0,Spurs,82,6.44,79,4.00,78,5.79,76,5.42,77,4.68,75,6.05
D,429,Doherty,5.0,5.0,Spurs,62,3.81,60,2.09,59,3.51,59,3.35,58,2.59,56,3.57
D,430,Dier,5.0,5.0,Spurs,67,3.05,63,1.66,66,2.95,62,2.68,66,2.24,63,3.03
M,431,Lucas Moura,6.0,6.0,Spurs,27,1.63,16,0.79,18,1.05,20,1.14,21,1.08,20,1.26
D,432,Davies,5.0,5.0,Spurs,41,1.93,48,1.32,44,2.01,46,2.02,46,1.61,50,2.43
M,433,Højbjerg,5.5,5.5,Spurs,43,1.60,43,1.29,42,1.51,43,1.53,43,1.40,44,1.68
M,434,Winks,4.5,4.5,Spurs,0,0.01,1,0.02,1,0.04,1,0.05,1,0.04,1,0.06
D,435,Sánchez,4.5,4.5,Spurs,15,0.71,16,0.47,20,0.98,24,1.13,21,0.80,23,1.19
D,436,R.Sessegnon,4.5,4.5,Spurs,21,1.26,20,0.81,21,1.21,23,1.28,25,1.21,23,1.38
M,437,Bergwijn,5.5,5.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,438,Reguilón,4.5,4.5,Spurs,2,0.09,3,0.10,4,0.21,5,0.27,6,0.26,5,0.30
D,439,Tanganga,4.0,4.0,Spurs,0,0.01,1,0.04,1,0.06,2,0.09,2,0.09,2,0.11
M,440,Bentancur,5.5,5.5,Spurs,65,2.50,62,1.97,61,2.32,60,2.25,60,2.05,57,2.30
M,441,Skipp,4.5,4.5,Spurs,20,0.79,23,0.76,24,0.95,25,0.97,27,0.96,27,1.10
D,442,Rodon,4.0,4.0,Spurs,0,0.01,1,0.03,1,0.04,2,0.09,1,0.07,2,0.13
D,443,Romero,5.0,5.0,Spurs,81,3.78,78,2.09,75,3.42,74,3.24,73,2.52,71,3.52
M,444,Bissouma,5.0,5.0,Spurs,52,2.25,52,1.77,52,2.15,50,2.04,48,1.80,49,2.15
D,445,Emerson Royal,5.0,5.0,Spurs,9,0.45,10,0.31,11,0.52,11,0.52,14,0.60,16,0.88
M,446,Kulusevski,8.0,8.0,Spurs,71,4.02,65,2.66,63,3.45,59,3.18,60,2.85,61,3.57
F,447,Scarlett,4.5,4.5,Spurs,4,0.26,2,0.13,3,0.23,3,0.21,3,0.17,3,0.23
D,448,Perišić,5.5,5.5,Spurs,66,4.21,66,2.45,65,3.99,64,3.85,63,3.05,63,4.24
M,449,White,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.01,0,0.01,0,0.00
M,450,Sarr,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.01,0,0.00,0,0.00,0,0.01
G,451,Austin,4.0,4.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0.00
M,452,Devine,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0.00
F,453,Parrott,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,454,Richarlison,8.5,8.5,Spurs,1,0.04,45,1.88,46,2.58,47,2.51,45,2.16,45,2.68
G,455,Fabianski,5.0,5.0,West Ham,89,3.08,88,3.65,87,3.59,86,3.25,86,3.23,86,2.99
D,456,Ogbonna,4.5,4.5,West Ham,16,0.39,20,0.80,23,0.94,25,0.85,26,0.88,26,0.66
D,457,Cresswell,5.0,5.0,West Ham,76,1.81,77,3.37,73,3.25,71,2.50,70,2.40,69,1.74
F,458,Antonio,7.5,7.5,West Ham,72,2.85,69,3.62,68,3.59,66,3.06,65,3.01,66,2.60
D,459,Dawson,5.0,5.0,West Ham,8,0.23,14,0.61,14,0.61,16,0.57,14,0.51,16,0.43
M,460,Lanzini,5.5,5.5,West Ham,54,2.17,54,2.77,56,2.85,54,2.43,53,2.40,54,2.13
D,461,Zouma,4.5,4.5,West Ham,84,1.76,81,3.21,76,3.05,75,2.40,77,2.39,77,1.74
D,462,Masuaku,4.5,4.5,West Ham,7,0.26,10,0.52,12,0.62,14,0.61,16,0.67,17,0.57
D,463,Coufal,4.5,4.5,West Ham,81,1.76,78,3.13,80,3.20,76,2.46,74,2.34,76,1.76
M,464,Benrahma,6.0,6.0,West Ham,46,2.08,48,2.83,49,2.90,50,2.60,49,2.52,47,2.12
M,465,Bowen,8.5,8.5,West Ham,77,3.25,73,4.33,71,4.28,72,3.71,71,3.65,71,3.02
M,466,Vlasic,5.0,5.0,West Ham,31,1.44,35,1.99,36,2.03,38,1.90,38,1.85,39,1.68
M,467,Rice,5.0,5.0,West Ham,86,2.32,83,2.70,81,2.67,80,2.42,77,2.32,77,2.12
M,468,Soucek,5.5,5.5,West Ham,85,2.51,83,3.05,81,3.01,79,2.65,79,2.63,78,2.31
M,469,Fornals,5.5,5.5,West Ham,66,2.37,66,3.06,63,2.99,62,2.59,64,2.65,61,2.22
D,470,Diop,4.5,4.5,West Ham,2,0.04,4,0.14,5,0.18,6,0.18,7,0.21,7,0.18
D,471,Johnson,4.5,4.5,West Ham,22,0.57,22,0.95,25,1.09,27,0.97,28,1.01,27,0.74
D,472,Aguerd,5.0,5.0,West Ham,76,1.65,69,2.78,69,2.79,68,2.20,65,2.04,65,1.50
G,473,Areola,4.5,4.5,West Ham,1,0.04,2,0.07,2,0.10,4,0.15,3,0.13,3,0.12
D,474,Boly,4.5,4.5,Wolves,81,2.49,74,3.03,74,1.55,73,2.56,68,2.42,68,2.66
D,475,Coady,5.0,5.0,Wolves,83,2.70,82,3.53,81,1.79,80,2.93,79,2.92,76,3.16
F,476,Jiménez,7.0,7.0,Wolves,74,3.69,72,4.20,70,2.87,69,3.67,70,3.59,69,3.96
D,477,Jonny,4.5,4.5,Wolves,78,3.00,74,3.81,71,1.90,70,3.09,69,3.00,69,3.37
G,478,Sá,5.0,5.0,Wolves,88,3.40,88,3.77,87,3.06,87,3.55,86,3.53,87,3.66
M,479,Dendoncker,5.0,5.0,Wolves,40,1.47,47,1.94,42,1.34,45,1.71,43,1.57,45,1.78
M,480,Neves,5.5,5.5,Wolves,79,2.90,78,3.34,77,2.47,75,2.93,77,2.96,75,3.15
M,481,Hwang,6.0,6.0,Wolves,52,2.56,48,2.80,50,2.11,48,2.55,49,2.52,49,2.79
D,482,Semedo,5.0,5.0,Wolves,43,1.56,65,3.10,73,1.80,70,2.88,71,2.89,70,3.18
M,483,Podence,5.5,5.5,Wolves,33,1.64,34,1.90,35,1.50,33,1.76,35,1.77,33,1.87
D,484,Kilman,4.5,4.5,Wolves,80,2.47,77,3.17,74,1.57,75,2.65,69,2.46,72,2.86
M,485,Cundle,4.5,4.5,Wolves,17,0.73,22,0.99,21,0.79,22,0.94,21,0.89,24,1.04
M,486,Neto,5.5,5.5,Wolves,71,3.48,69,4.04,68,2.77,67,3.55,66,3.40,65,3.75
D,487,Aït-Nouri,4.5,4.5,Wolves,52,1.91,42,2.10,39,1.04,41,1.75,41,1.76,42,2.01
F,488,Fabio Silva,5.5,5.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,489,Toti,4.0,4.0,Wolves,12,0.39,14,0.58,15,0.36,14,0.52,19,0.69,17,0.69
M,490,Chiquinho,5.0,5.0,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,491,Adama,5.5,5.5,Wolves,21,0.98,19,1.03,20,0.91,20,1.03,23,1.13,23,1.19
G,492,Šarkić,4.0,4.0,Wolves,2,0.07,2,0.08,2,0.07,2,0.08,3,0.10,2,0.09
M,493,Gibbs-White,5.5,5.5,Wolves,15,0.80,17,1.08,17,0.79,19,1.08,17,0.96,18,1.12
D,494,Mosquera,4.0,4.0,Wolves,0,0.00,0,0.02,1,0.03,1,0.04,1,0.04,1,0.04
G,495,Matthews,4.0,4.0,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,496,Plange,4.5,4.5,Crystal Palace,0,0.02,0,0.01,0,0.03,0,0.02,0,0.03,0,0.04
G,497,Adrián,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.01,0,0.00,0,0.00
D,498,R.Williams,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,499,Davies,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,500,Van den Berg,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.01,0,0.01,0,0.02,0,0.02
D,501,Phillips,4.0,4.0,Liverpool,0,0.00,0,0.01,1,0.03,2,0.11,2,0.08,2,0.11
G,502,Carson,4.0,4.0,Man City,0,0.01,1,0.04,0,0.02,2,0.09,2,0.10,2,0.08
M,503,Moutinho,5.0,5.0,Wolves,79,2.73,66,2.63,75,2.30,73,2.67,73,2.64,74,2.87
D,504,Malacia,4.5,4.5,Man Utd,67,3.06,61,2.36,59,1.61,58,2.41,57,2.04,57,2.13
M,505,Rothwell,5.0,5.0,Bournemouth,23,1.03,25,0.91,26,1.07,26,0.94,26,1.16,27,1.18
M,506,Adams,5.0,5.0,Leeds,74,2.32,69,2.09,67,1.93,68,2.00,66,2.13,66,1.97
D,507,Niakhaté,4.5,4.5,Nott'm Forest,82,1.93,79,2.25,77,2.02,76,1.75,77,0.67,75,2.85
M,508,Sinisterra,6.5,6.5,Leeds,77,3.61,73,3.20,71,2.84,68,2.84,64,3.17,64,2.75
M,509,Downes,4.5,4.5,West Ham,4,0.15,6,0.28,7,0.36,7,0.35,9,0.41,9,0.38
D,510,Hickey,5.0,5.0,Brentford,50,1.50,41,1.41,38,1.46,33,1.44,30,1.03,32,1.38
D,511,Richards,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,512,Aribo,5.5,5.5,Southampton,1,0.04,1,0.04,1,0.04,1,0.05,1,0.05,1,0.06
D,513,Lenglet,5.0,5.0,Spurs,73,3.46,71,1.95,70,3.22,68,3.02,67,2.33,66,3.28
M,514,C.Doucouré,5.0,5.0,Crystal Palace,1,0.04,1,0.04,2,0.06,1,0.05,2,0.07,2,0.07
M,515,Lewis-Potter,5.5,5.5,Brentford,1,0.03,0,0.02,0,0.02,1,0.03,1,0.04,1,0.06
D,516,Collins,4.5,4.5,Wolves,12,0.43,20,0.92,19,0.48,22,0.91,24,0.97,27,1.23
G,517,Strakosha,4.5,4.5,Brentford,1,0.02,0,0.01,1,0.03,1,0.04,1,0.04,1,0.04
G,518,Hennessey,4.0,4.0,Nott'm Forest,2,0.08,4,0.14,3,0.09,4,0.15,6,0.20,7,0.28
M,519,Eriksen,6.5,6.5,Man Utd,24,1.21,24,1.15,27,1.09,27,1.31,29,1.29,29,1.36
D,520,Koulibaly,5.5,5.5,Chelsea,86,3.58,82,3.11,82,3.34,80,3.53,80,3.36,80,3.50
M,521,Francois,4.5,4.5,Fulham,3,0.12,4,0.16,5,0.21,7,0.27,7,0.27,7,0.27
D,522,Spence,4.5,4.5,Spurs,1,0.02,1,0.02,0,0.02,1,0.02,1,0.02,1,0.03
D,523,Toffolo,4.5,4.5,Nott'm Forest,0,0.00,1,0.02,1,0.02,1,0.02,1,0.02,1,0.02
M,524,O'Brien,5.0,5.0,Nott'm Forest,3,0.14,2,0.08,1,0.05,1,0.05,1,0.05,2,0.08
D,525,Augustinsson,4.5,4.5,Aston Villa,0,0.00,0,0.02,0,0.00,1,0.02,1,0.03,1,0.02
D,526,Mee,4.5,4.5,Brentford,83,2.45,78,2.64,75,2.85,72,3.13,74,2.38,74,3.14
M,527,Lingard,6.0,6.0,Nott'm Forest,76,2.89,71,3.02,70,2.80,69,2.67,69,2.15,68,3.31
F,528,Mara,5.5,5.5,Southampton,3,0.14,4,0.23,5,0.26,5,0.27,6,0.33,6,0.32
M,10009,Yangel Herrera,99.9,99.9,Man City,0,0.02,0,0.03,1,0.03,1,0.05,1,0.08,2,0.09
F,10011,Nahuel Bustos,99.9,99.9,Man City,0,0.00,0,0.01,0,0.02,0,0.03,0,0.02,0,0.02
D,10013,Emerson,99.9,99.9,Chelsea,1,0.03,2,0.06,2,0.08,3,0.10,3,0.09,3,0.10
D,10018,Matt Miazga,99.9,99.9,Chelsea,2,0.08,4,0.16,4,0.17,6,0.27,6,0.25,7,0.33
D,10020,Abdul-Rahman Baba,99.9,99.9,Chelsea,0,0.00,0,0.00,0,0.01,0,0.00,0,0.00,0,0.00
D,10030,Michal Karbownik,99.9,99.9,Brighton,7,0.19,9,0.32,12,0.36,13,0.54,13,0.48,13,0.51
F,10033,Florin Andone,99.9,99.9,Brighton,0,0.00,0,0.02,0,0.02,0,0.02,1,0.05,1,0.08
D,10035,Matt Clarke,99.9,99.9,Brighton,1,0.03,2,0.08,3,0.10,2,0.10,4,0.15,3,0.12
D,10036,Jan Paul van Hecke,99.9,99.9,Brighton,1,0.03,3,0.11,3,0.10,3,0.14,4,0.17,6,0.23
F,10040,Andi Zeqiri,99.9,99.9,Brighton,0,0.01,0,0.03,0,0.03,1,0.08,1,0.11,1,0.08
F,10052,Joel Valencia,99.9,99.9,Brentford,0,0.03,0,0.02,0,0.02,0,0.03,0,0.03,1,0.05
D,10054,Luka Racic,99.9,99.9,Brentford,1,0.04,1,0.04,0,0.01,1,0.03,0,0.01,1,0.04
D,10056,Fin Stevens,99.9,99.9,Brentford,0,0.01,0,0.01,0,0.01,0,0.02,1,0.03,1,0.03
F,10071,Amad Diallo,99.9,99.9,Man Utd,5,0.33,7,0.41,8,0.41,8,0.48,8,0.48,8,0.46
M,10088,Bruno Jordão,99.9,99.9,Wolves,2,0.09,3,0.14,3,0.13,3,0.15,4,0.17,4,0.21
M,10093,Connor Ronan,99.9,99.9,Wolves,2,0.09,3,0.17,3,0.14,5,0.22,3,0.15,4,0.19
F,10094,Patrick Cutrone,99.9,99.9,Wolves,2,0.20,3,0.29,4,0.27,4,0.31,4,0.34,4,0.37
M,10099,Conor Coventry,99.9,99.9,West Ham,4,0.17,6,0.28,7,0.29,9,0.36,11,0.44,10,0.39
G,10104,Mark Gillespie,99.9,99.9,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,10124,Arthur Okonkwo,99.9,99.9,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,10132,Tahith Chong,99.9,99.9,Man Utd,1,0.04,1,0.07,1,0.05,1,0.09,1,0.07,1,0.08
G,10133,Marcus Bettinelli,99.9,99.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.01,0,0.00,0,0.01
M,10200,Hannibal Mejbri,99.9,99.9,Man Utd,1,0.06,1,0.05,1,0.08,1,0.08,1,0.08,1,0.10
D,10201,Teden Mengi,99.9,99.9,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0.00
F,10202,Shola Shoretire,99.9,99.9,Man Utd,0,0.03,1,0.06,1,0.09,1,0.10,2,0.14,1,0.09
M,10223,James Garner,99.9,99.9,Man Utd,3,0.14,4,0.16,5,0.20,5,0.22,6,0.25,8,0.29
F,10227,Filip Stevanovic,99.9,99.9,Man City,0,0.00,0,0.01,0,0.01,0,0.01,0,0.03,0,0.02
F,10228,Marlos Moreno,99.9,99.9,Man City,0,0.03,1,0.04,1,0.06,1,0.12,1,0.10,1,0.11
M,10229,Ante Palaversa,99.9,99.9,Man City,0,0.02,0,0.02,1,0.05,1,0.05,1,0.08,2,0.10
F,10232,Léo Bonatini,99.9,99.9,Wolves,3,0.17,2,0.17,3,0.16,4,0.22,4,0.26,4,0.24
M,10233,Mateusz Bogusz,99.9,99.9,Leeds,0,0.02,0,0.02,0,0.03,1,0.06,1,0.07,1,0.06
D,10241,Benjamin Mendy,99.9,99.9,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,10242,Tanguy Ndombélé,99.9,99.9,Spurs,0,0.01,0,0.02,1,0.05,1,0.05,1,0.04,1,0.09
M,10243,Giovani Lo Celso,99.9,99.9,Spurs,1,0.10,1,0.04,1,0.09,1,0.10,2,0.13,2,0.17
F,10244,Bryan Gil,99.9,99.9,Spurs,21,1.30,8,0.48,9,0.64,10,0.66,11,0.66,12,0.80
G,10245,Rúnar Alex Rúnarsson,99.9,99.9,Arsenal,0,0.00,0,0.00,0,0.00,0,0.01,0,0.00,0,0.01
D,10246,Héctor Bellerín,99.9,99.9,Arsenal,3,0.13,2,0.11,1,0.07,2,0.13,2,0.12,3,0.12
M,10247,Dennis Praet,99.9,99.9,Leicester,5,0.27,6,0.29,6,0.38,7,0.34,7,0.38,8,0.42
M,10249,Matty Longstaff,99.9,99.9,Newcastle,1,0.06,2,0.10,3,0.13,5,0.20,4,0.18,5,0.24
G,10250,Kjell Scherpen,99.9,99.9,Brighton,0,0.00,0,0.00,0,0.01,0,0.00,0,0.01,0,0.00
F,10252,Evan Ferguson,99.9,99.9,Brighton,0,0.00,0,0.02,1,0.06,1,0.07,1,0.06,1,0.09
F,10253,Tariqe Fosu,99.9,99.9,Brentford,10,0.53,4,0.27,4,0.28,6,0.41,6,0.39,6,0.44
F,10254,Halil Dervisoglu,99.9,99.9,Brentford,2,0.11,3,0.16,3,0.18,3,0.20,5,0.27,4,0.25
D,10255,James Hill,99.9,99.9,Bournemouth,11,0.36,18,0.25,21,0.59,24,0.32,23,0.84,23,0.78
F,10258,Michy Batshuayi,99.9,99.9,Chelsea,2,0.14,3,0.17,3,0.20,5,0.34,5,0.32,5,0.32
F,10259,Alejandro Garnacho,99.9,99.9,Man Utd,1,0.03,1,0.04,2,0.08,1,0.07,1,0.07,1,0.05
D,10260,Axel Tuanzebe,99.9,99.9,Man Utd,0,0.00,0,0.00,0,0.00,0,0.02,0,0.02,0,0.01
F,10263,Mason Greenwood,99.9,99.9,Man Utd,0,0.02,0,0.02,0,0.02,0,0.00,0,0.00,0,0.00
G,10264,Jed Steer,99.9,99.9,Aston Villa,0,0.00,0,0.00,0,0.01,0,0.01,0,0.02,0,0.00
D,10265,Ashley Young,99.9,99.9,Aston Villa,9,0.39,11,0.52,13,0.52,15,0.64,13,0.44,15,0.44
G,10266,Darren Randolph,99.9,99.9,West Ham,0,0.00,0,0.00,0,0.01,0,0.00,0,0.00,0,0.01
G,10268,Kiko Casilla,99.9,99.9,Leeds,0,0.00,0,0.00,0,0.00,0,0.01,0,0.01,0,0.01
F,10269,Hélder Costa,99.9,99.9,Leeds,5,0.35,2,0.14,2,0.18,2,0.17,3,0.23,4,0.28
D,10270,Cody Drameh,99.9,99.9,Leeds,13,0.51,13,0.44,12,0.34,15,0.47,16,0.62,15,0.47
F,10271,Ian Poveda,99.9,99.9,Leeds,1,0.08,0,0.02,1,0.04,1,0.12,1,0.07,1,0.06
M,10272,Cheikhou Kouyaté,99.9,99.9,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,10275,Jordan Smith,99.9,99.9,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.01,0,0.00,0,0.01
D,10276,Nikolas Ioannou,99.9,99.9,Nott'm Forest,0,0.00,0,0.01,0,0.01,1,0.02,1,0.01,1,0.03
F,10277,Nuno Da Costa,99.9,99.9,Nott'm Forest,0,0.00,0,0.01,1,0.04,1,0.04,1,0.05,1,0.04
D,10295,Lisandro Martínez,99.9,99.9,Man Utd,38,1.69,38,1.43,39,1.04,37,1.49,41,1.40,35,1.30
G,10296,Nathan Trott,99.9,99.9,West Ham,0,0.00,0,0.01,0,0.00,0,0.00,0,0.00,0,0.00
F,10301,Manor Solomon,99.9,99.9,Fulham,0,0.00,0,0.01,0,0.02,1,0.04,1,0.03,1,0.04
F,10302,Gianluca Scamacca,99.9,99.9,West Ham,9,0.44,10,0.62,11,0.68,10,0.59,15,0.81,15,0.70
