Pos,ID,Name,BV,SV,Team,15_xMins,15_Pts,16_xMins,16_Pts
F,453,Parrott,4.5,4.5,Spurs,0,0.00,0,0.00
F,454,Richarlison,8.4,8.4,Spurs,5,0.22,20,1.35
G,455,Fabianski,5.0,5.0,West Ham,88,3.88,88,3.80
D,456,Ogbonna,4.4,4.4,West Ham,3,0.09,2,0.09
D,457,Cresswell,4.8,4.8,West Ham,75,3.65,73,3.35
F,458,Antonio,7.0,7.0,West Ham,32,1.88,28,1.75
D,459,Dawson,4.8,4.8,West Ham,33,1.36,38,1.56
M,460,Lanzini,5.1,5.1,West Ham,12,0.70,9,0.58
D,461,Zouma,4.5,4.5,West Ham,86,3.62,82,3.25
D,462,Masuaku,4.5,4.5,West Ham,0,0.00,0,0.00
D,463,Coufal,4.2,4.2,West Ham,23,0.98,23,0.95
M,464,Benrahma,5.6,5.6,West Ham,62,3.69,47,2.89
M,465,Bowen,8.1,8.1,West Ham,66,3.73,78,4.39
M,466,Vlasic,5.0,5.0,West Ham,0,0.00,0,0.00
M,467,Rice,4.8,4.8,West Ham,87,2.94,83,2.79
M,468,Soucek,5.2,5.2,West Ham,85,3.38,83,3.33
M,469,Fornals,5.1,5.1,West Ham,41,1.94,33,1.62
D,470,Diop,4.3,4.3,Fulham,64,0.92,63,1.40
D,471,Johnson,4.4,4.4,West Ham,28,1.20,19,0.82
D,472,Aguerd,4.8,4.8,West Ham,21,0.89,36,1.52
G,473,Areola,4.3,4.3,West Ham,2,0.04,2,0.04
D,474,Boly,4.2,4.2,Nott'm Forest,19,0.67,21,0.74
D,475,Coady,5.0,5.0,Everton,79,2.85,77,2.75
F,476,Jiménez,6.8,6.8,Wolves,10,0.47,37,1.67
D,477,Jonny,4.4,4.4,Wolves,49,1.68,47,1.32
G,478,Sá,5.1,5.1,Wolves,88,3.46,88,3.28
M,479,Dendoncker,4.7,4.7,Aston Villa,62,1.90,57,1.69
M,480,Neves,5.5,5.5,Wolves,85,2.92,83,2.53
M,481,Hwang,5.7,5.7,Wolves,64,3.28,53,2.43
D,482,Semedo,5.0,5.0,Wolves,69,2.25,68,1.78
M,483,Podence,5.4,5.4,Wolves,80,3.27,74,2.82
D,484,Kilman,4.6,4.5,Wolves,87,2.57,82,1.94
M,485,Cundle,4.4,4.4,Wolves,0,0.00,0,0.00
M,486,Neto,5.0,5.0,Wolves,0,0.00,0,0.00
D,487,Aït-Nouri,4.3,4.3,Wolves,15,0.45,18,0.51
F,488,Fabio Silva,5.5,5.5,Wolves,0,0.00,0,0.00
D,489,Toti,3.9,3.9,Wolves,1,0.03,10,0.22
M,490,Chiquinho,5.0,5.0,Wolves,0,0.00,0,0.00
M,491,Adama,5.5,5.5,Wolves,68,2.94,64,2.56
G,492,Šarkić,3.9,3.9,Wolves,2,0.04,2,0.04
M,493,Gibbs-White,5.5,5.5,Nott'm Forest,78,3.52,77,3.34
D,494,Mosquera,3.9,3.9,Wolves,7,0.23,7,0.19
G,495,Matthews,4.0,4.0,Crystal Palace,0,0.00,0,0.00
F,496,Plange,4.5,4.5,Crystal Palace,0,0.00,0,0.00
G,497,Adrián,3.9,3.9,Liverpool,0,0.00,0,0.00
D,498,R.Williams,4.0,4.0,Liverpool,0,0.00,0,0.00
D,499,Davies,4.0,4.0,Liverpool,0,0.00,0,0.00
D,500,Van den Berg,4.0,4.0,Liverpool,0,0.00,0,0.00
D,501,Phillips,3.9,3.9,Liverpool,1,0.00,1,0.00
G,502,Carson,3.9,3.9,Man City,0,0.00,0,0.00
M,503,Moutinho,4.7,4.7,Wolves,80,2.49,76,2.26
D,504,Malacia,4.3,4.3,Man Utd,17,0.69,18,0.71
M,505,Rothwell,4.9,4.9,Bournemouth,7,0.33,12,0.56
M,506,Adams,4.9,4.9,Leeds,83,2.51,80,1.97
D,507,Niakhaté,4.3,4.3,Nott'm Forest,0,0.00,0,0.00
M,508,Sinisterra,6.5,6.5,Leeds,51,3.23,68,2.91
M,509,Downes,4.3,4.3,West Ham,44,1.70,36,1.42
D,510,Hickey,4.9,4.9,Brentford,0,0.00,0,0.00
D,511,Richards,4.4,4.4,Nott'm Forest,0,0.00,0,0.00
M,512,Aribo,5.3,5.3,Southampton,62,2.41,56,1.90
D,513,Lenglet,4.8,4.8,Spurs,49,1.34,52,2.15
M,514,C.Doucouré,5.0,5.0,Crystal Palace,55,1.56,66,2.08
M,515,Lewis-Potter,5.2,5.2,Brentford,37,1.94,27,1.02
D,516,Collins,4.5,4.5,Wolves,85,2.59,81,1.99
G,517,Strakosha,4.3,4.3,Brentford,0,0.00,0,0.00
G,518,Hennessey,3.9,3.9,Nott'm Forest,2,0.04,4,0.17
M,519,Eriksen,6.3,6.3,Man Utd,76,3.44,71,3.47
D,520,Koulibaly,5.5,5.5,Chelsea,13,0.43,51,1.61
M,521,Francois,4.4,4.4,Fulham,0,0.00,0,0.00
D,522,Spence,4.1,4.1,Spurs,2,0.04,3,0.10
D,523,Toffolo,4.4,4.4,Nott'm Forest,0,0.00,2,0.04
M,524,O'Brien,4.9,4.9,Nott'm Forest,9,0.36,18,0.66
D,525,Augustinsson,4.3,4.3,Aston Villa,2,0.07,6,0.16
D,526,Mee,4.5,4.5,Brentford,87,3.23,86,1.23
M,527,Lingard,5.5,5.5,Nott'm Forest,43,2.30,46,2.31
F,528,Mara,5.3,5.3,Southampton,13,0.74,14,0.66
F,529,Scamacca,6.7,6.7,West Ham,74,4.25,69,4.01
D,530,Richards,4.4,4.4,Crystal Palace,0,0.00,0,0.00
D,531,Vinagre,4.3,4.3,Everton,7,0.29,11,0.46
D,532,Mbabu,4.4,4.4,Fulham,24,0.63,14,0.50
D,533,Martínez,4.5,4.5,Man Utd,86,3.09,81,3.09
M,534,McNeil,5.2,5.2,Everton,41,1.95,41,1.79
M,535,Tavernier,4.9,4.9,Bournemouth,75,2.76,72,2.91
M,536,Mangala,4.9,4.9,Nott'm Forest,37,1.44,40,1.48
D,537,Kesler Hayden,4.0,4.0,Aston Villa,0,0.00,0,0.00
D,538,Young,4.4,4.4,Aston Villa,32,1.03,22,0.67
D,539,Hill,4.4,4.4,Bournemouth,2,0.07,5,0.19
D,540,Stevens,4.0,4.0,Brentford,0,0.00,0,0.00
F,541,Dervişoğlu,4.5,4.5,Brentford,0,0.00,0,0.00
G,542,Scherpen,4.0,4.0,Brighton,0,0.00,0,0.00
D,543,Clarke,4.0,4.0,Brighton,0,0.00,0,0.00
D,544,Van Hecke,4.0,4.0,Brighton,8,0.33,8,0.31
D,545,Emerson,4.0,4.0,West Ham,20,0.95,19,0.93
M,546,Harris,4.4,4.4,Fulham,0,0.00,0,0.00
D,547,Drameh,4.0,4.0,Leeds,3,0.07,3,0.07
G,548,Iversen,3.9,3.9,Leicester,1,0.04,3,0.08
M,549,Praet,4.8,4.8,Leicester,9,0.42,10,0.50
M,550,Amad,4.4,4.4,Man Utd,0,0.00,0,0.00
M,551,Iqbal,4.3,4.3,Man Utd,0,0.00,0,0.00
M,552,Anderson,4.4,4.4,Newcastle,5,0.26,3,0.10
M,553,Hammond,4.4,4.4,Nott'm Forest,0,0.00,0,0.00
M,554,Bryan,5.0,5.0,Spurs,7,0.47,7,0.54
D,555,Ashby,3.9,3.9,West Ham,0,0.00,0,0.00
M,556,Coventry,4.4,4.4,West Ham,1,0.00,1,0.00
G,557,Smith,4.0,4.0,Wolves,0,0.00,0,0.00
D,558,Bueno,3.9,3.9,Wolves,57,1.82,56,1.45
D,559,Colwill,4.4,4.4,Brighton,23,0.91,17,0.69
M,560,Mills,4.4,4.4,Everton,0,0.00,0,0.00
M,561,Warrington,4.4,4.4,Everton,0,0.00,0,0.00
M,562,Solomon,4.9,4.9,Fulham,0,0.00,2,0.06
D,563,Chambers,4.0,4.0,Liverpool,0,0.00,0,0.00
M,564,Bajcetic,4.4,4.4,Liverpool,0,0.00,0,0.00
M,565,Gray,4.5,4.5,Leeds,0,0.00,0,0.00
M,566,Hodge,4.4,4.4,Wolves,4,0.17,4,0.17
M,567,Ronan,4.4,4.4,Wolves,2,0.09,3,0.09
M,568,Campbell,4.4,4.4,Wolves,6,0.26,5,0.21
M,569,Garnacho,4.3,4.3,Man Utd,5,0.32,2,0.15
M,570,Garner,4.5,4.5,Everton,13,0.49,20,0.75
G,571,Randolph,4.0,4.0,West Ham,0,0.00,0,0.00
M,572,Oko-Flex,4.4,4.4,West Ham,0,0.00,0,0.00
D,573,Lewis,3.9,3.9,Man City,3,0.08,2,0.08
G,574,Neto,4.5,4.5,Bournemouth,0,0.00,0,0.00
M,575,Cornet,5.9,5.9,West Ham,19,1.10,33,1.84
D,576,Senesi,4.5,4.5,Bournemouth,75,1.88,73,2.61
M,577,Onana,4.9,4.9,Everton,73,2.59,57,2.03
G,578,Robles,4.0,4.0,Leeds,0,0.00,0,0.00
M,579,Guedes,5.9,5.9,Wolves,46,2.35,40,1.89
M,580,Damsgaard,5.2,5.2,Brentford,51,2.60,37,1.41
G,581,Smithies,4.0,4.0,Leicester,0,0.00,0,0.00
M,582,Freuler,4.9,4.9,Nott'm Forest,70,2.29,64,2.12
M,583,Kouyaté,4.5,4.5,Nott'm Forest,50,1.71,48,1.67
M,584,Clark,4.5,4.5,Liverpool,0,0.00,0,0.00
F,585,Dennis,5.8,5.8,Nott'm Forest,35,1.72,38,1.77
D,586,Estupiñán,4.5,4.5,Brighton,40,1.95,38,2.08
D,587,Sergio Gómez,4.5,4.5,Man City,14,0.78,10,0.57
D,588,Kehrer,4.5,4.5,West Ham,84,3.33,80,3.00
M,589,Matheus,4.9,4.9,Wolves,50,1.94,63,2.23
G,590,Whitworth,4.0,4.0,Crystal Palace,0,0.00,0,0.00
F,591,Ablade,4.5,4.5,Fulham,0,0.00,1,0.06
G,592,H.Davies,4.0,4.0,Liverpool,0,0.00,0,0.00
M,593,Casemiro,4.9,4.9,Man Utd,71,2.41,70,2.45
F,594,Isak,6.7,6.7,Newcastle,0,0.00,0,0.00
D,595,Zanka,4.0,4.0,Brentford,13,0.49,18,0.42
F,596,Ferguson,4.5,4.5,Brighton,0,0.00,0,0.00
F,597,Saydee,4.5,4.5,Bournemouth,0,0.00,0,0.00
D,598,Bevan,4.0,4.0,Bournemouth,0,0.00,0,0.00
M,599,Gomes,4.5,4.5,Man City,0,0.00,0,0.00
M,600,Knight,4.5,4.5,Man City,1,0.06,1,0.06
M,601,Rodney,4.5,4.5,Crystal Palace,0,0.00,0,0.00
D,602,Renan Lodi,4.3,4.3,Nott'm Forest,64,2.32,65,2.44
M,603,Paquetá,5.9,5.9,West Ham,6,0.30,26,1.43
M,604,Phillips,4.5,4.5,Crystal Palace,0,0.00,0,0.00
D,605,Welch,4.0,4.0,Everton,0,0.00,0,0.00
M,606,Vale,4.5,4.5,Chelsea,0,0.00,0,0.00
M,607,Smith,4.5,4.5,Arsenal,0,0.00,0,0.00
F,608,Kalajdžić,5.3,5.3,Wolves,0,0.00,0,0.00
M,609,Antony,7.6,7.6,Man Utd,39,1.91,77,3.77
D,610,Akanji,5.0,5.0,Man City,49,2.55,53,2.67
M,611,Gueye,5.0,5.0,Everton,75,2.50,73,2.36
D,612,Faes,4.5,4.5,Leicester,81,2.51,78,2.08
D,613,Kurzawa,4.4,4.4,Fulham,0,0.00,2,0.06
M,614,Willian,5.5,5.5,Fulham,65,2.27,61,2.84
G,615,Kovár,4.0,4.0,Man Utd,0,0.00,0,0.00
M,616,Zakaria,5.0,5.0,Chelsea,8,0.30,10,0.36
F,617,Aubameyang,8.9,8.9,Chelsea,68,3.65,62,3.22
F,618,Vinícius,5.5,5.5,Fulham,14,0.61,22,1.11
F,619,Gnonto,5.0,5.0,Leeds,9,0.58,8,0.42
M,620,Arthur,4.8,4.8,Liverpool,2,0.09,8,0.34
D,621,Badé,4.5,4.5,Nott'm Forest,4,0.12,4,0.16
D,622,Larios,4.0,4.0,Southampton,16,0.51,17,0.41
D,623,Caleta-Car,4.5,4.5,Southampton,83,2.24,70,1.12
M,624,Edozie,4.8,4.8,Southampton,8,0.47,10,0.47
F,625,Diego Costa,5.5,5.5,Wolves,0,0.00,0,0.00
G,626,Karius,4.0,4.0,Newcastle,1,0.00,2,0.04
G,627,Jakupović,4.0,4.0,Everton,0,0.00,0,0.00
D,628,Aurier,4.5,4.5,Nott'm Forest,59,2.27,55,2.26
M,629,Traoré,4.5,4.5,Wolves,30,1.13,26,0.92
M,630,Nwaneri,4.5,4.5,Arsenal,0,0.00,0,0.00
D,631,Sousa,4.0,4.0,Arsenal,0,0.00,1,0.00
M,632,Trevitt,4.5,4.5,Brentford,0,0.00,0,0.00
G,633,Cox,4.0,4.0,Brentford,1,0.04,3,0.07
F,634,Gordon,4.5,4.5,Crystal Palace,0,0.00,0,0.00
G,635,Bettinelli,4.0,4.0,Chelsea,1,0.00,0,0.00
D,636,Parkes,4.0,4.0,Fulham,1,0.02,1,0.00
D,637,John,4.0,4.0,Everton,0,0.00,0,0.00
D,638,Bogarde,4.0,4.0,Aston Villa,0,0.00,0,0.00
M,639,Braybrooke,4.5,4.5,Leicester,0,0.00,0,0.00
D,640,Turns,4.0,4.0,Brighton,0,0.00,1,0.00
M,641,Godo,4.5,4.5,Fulham,0,0.00,0,0.00
D,642,Balmer,4.0,4.0,Crystal Palace,0,0.00,0,0.00
M,643,Mainoo,4.5,4.5,Man Utd,0,0.00,0,0.00
G,644,Goodman,4.0,4.0,Crystal Palace,0,0.00,0,0.00
D,645,Wormleighton,4.0,4.0,Leicester,0,0.00,0,0.00
D,646,Crama,4.0,4.0,Brentford,1,0.00,1,0.02
M,647,Payne,4.5,4.5,Southampton,1,0.00,1,0.00
M,648,Finnigan,4.5,4.5,Southampton,0,0.00,1,0.00
G,649,Plain,4.0,4.0,Bournemouth,0,0.00,0,0.00
M,650,Yarmolyuk,4.5,4.5,Brentford,0,0.00,0,0.00
M,651,Moran,4.5,4.5,Brighton,0,0.00,1,0.05
D,652,Furlong,4.0,4.0,Brighton,0,0.00,0,0.00
M,653,Hutchinson,4.5,4.5,Chelsea,0,0.00,1,0.00
M,654,Wells-Morrison,4.5,4.5,Crystal Palace,0,0.00,0,0.00
G,10104,Mark Gillespie,99.9,99.9,Newcastle,0,0.00,0,0.00
G,10150,Andy Lonergan,99.9,99.9,Everton,0,0.00,0,0.00
F,10232,Léo Bonatini,99.9,99.9,Wolves,3,0.17,3,0.11
D,10241,Benjamin Mendy,99.9,99.9,Man City,0,0.00,0,0.00
D,10260,Axel Tuanzebe,99.9,99.9,Man Utd,7,0.23,1,0.05
F,10263,Mason Greenwood,99.9,99.9,Man Utd,0,0.00,0,0.00
G,10264,Jed Steer,99.9,99.9,Aston Villa,0,0.00,0,0.00
G,10275,Jordan Smith,99.9,99.9,Nott'm Forest,0,0.00,0,0.00
G,10347,Adnan Kanuric,99.9,99.9,Nott'm Forest,0,0.00,0,0.00
