Pos,ID,Name,BV,SV,Team,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts
F,120,Giroud,6.5,6.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,121,Thiago Silva,5.6,5.6,Chelsea,86,6.80,76,3.38,56,5.35,66,3.20,65,3.55
D,122,Alonso,5.5,5.5,Chelsea,71,7.91,67,4.09,58,7.49,59,4.05,56,4.24
M,123,Jorginho,5.7,5.7,Chelsea,68,5.56,65,2.73,51,4.59,45,2.15,45,2.24
M,124,Barkley,5.2,5.2,Chelsea,0,0.02,1,0.05,2,0.21,0,0.02,1,0.06
M,125,Kovacic,4.9,4.9,Chelsea,0,0.00,7,0.30,30,2.46,60,2.46,62,2.70
F,126,Batshuayi,5.5,5.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,127,Rüdiger,6.2,6.2,Chelsea,34,2.53,59,2.62,75,7.00,74,3.63,69,3.81
D,128,Zouma,5.4,5.4,West Ham,11,0.28,46,1.46,67,2.79,77,1.63,78,2.52
G,129,Arrizabalaga,4.5,4.5,Chelsea,1,0.11,3,0.11,18,1.66,16,0.75,13,0.67
M,130,Kanté,4.9,4.9,Chelsea,74,5.14,68,2.46,60,4.55,55,2.18,57,2.36
M,131,Ziyech,7.3,7.3,Chelsea,29,3.44,29,1.75,35,4.25,29,1.90,29,1.99
M,132,Loftus-Cheek,5.4,5.4,Chelsea,44,3.55,44,1.86,36,3.22,33,1.54,33,1.60
D,133,Christensen,4.6,4.6,Chelsea,15,1.19,43,1.92,43,3.92,37,1.79,39,2.07
F,134,Werner,8.6,8.6,Chelsea,48,5.60,47,2.76,43,5.33,44,2.93,42,2.91
D,135,Chilwell,5.6,5.6,Chelsea,0,0.00,0,0.00,1,0.10,4,0.18,8,0.42
F,136,Abraham,6.5,6.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,137,Pulisic,7.9,7.9,Chelsea,17,2.04,25,1.44,26,3.14,19,1.27,24,1.64
M,138,Mount,7.6,7.6,Chelsea,71,7.83,65,3.67,49,6.03,62,4.07,64,4.37
D,139,Ampadu,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,140,Hudson-Odoi,5.3,5.3,Chelsea,9,1.04,15,0.91,29,3.37,28,1.79,27,1.73
M,141,Havertz,7.9,7.9,Chelsea,73,8.56,62,3.73,55,6.97,60,4.14,54,3.98
D,142,James,6.3,6.3,Chelsea,81,8.16,71,3.95,59,7.16,69,4.29,68,4.76
G,143,Mendy,6.1,6.1,Chelsea,89,7.56,87,3.91,72,6.57,74,3.42,77,3.83
M,144,Gallagher,6.1,6.1,Crystal Palace,81,3.93,78,3.08,76,3.75,76,6.03,74,3.01
M,145,Gilmour,4.3,4.3,Norwich,37,1.42,37,1.31,39,2.78,39,1.39,37,1.29
G,146,Guaita,4.6,4.6,Crystal Palace,90,3.76,89,3.50,87,4.12,87,7.06,89,3.53
D,147,Tomkins,4.3,4.3,Crystal Palace,1,0.05,5,0.17,5,0.24,5,0.36,6,0.22
M,148,McArthur,4.3,4.3,Crystal Palace,31,1.39,36,1.42,41,1.83,38,2.99,40,1.57
F,149,Benteke,6.0,6.0,Crystal Palace,1,0.12,2,0.15,2,0.21,2,0.42,4,0.31
D,150,Kouyaté,4.5,4.5,Crystal Palace,73,3.17,71,2.52,68,3.65,71,5.35,69,2.55
D,151,Kelly,3.8,3.8,Crystal Palace,0,0.01,1,0.04,2,0.08,1,0.08,1,0.02
M,152,Milivojevic,5.3,5.3,Crystal Palace,1,0.04,5,0.27,5,0.33,7,0.75,7,0.35
F,153,Ayew,5.8,5.8,Crystal Palace,44,2.17,44,1.88,39,1.93,44,3.78,46,1.99
M,154,Zaha,6.8,6.8,Crystal Palace,84,5.22,82,4.04,81,5.09,76,7.61,75,3.92
M,155,Schlupp,5.4,5.4,Crystal Palace,64,2.70,62,2.27,64,2.81,62,4.58,64,2.40
G,156,Butland,4.4,4.4,Crystal Palace,0,0.01,0,0.01,3,0.12,2,0.19,0,0.02
M,157,Riedewald,4.7,4.7,Crystal Palace,0,0.01,0,0.01,1,0.03,0,0.03,1,0.03
D,158,Jach,4.2,4.2,Crystal Palace,0,0.02,0,0.01,2,0.08,2,0.14,1,0.05
F,159,Mateta,5.3,5.3,Crystal Palace,65,3.89,60,2.99,62,3.66,59,5.83,55,2.87
M,160,Eze,5.9,5.9,Crystal Palace,3,0.29,4,0.32,3,0.30,4,0.55,5,0.39
D,161,Ferguson,4.5,4.5,Crystal Palace,0,0.01,1,0.05,2,0.11,8,0.56,5,0.18
D,162,Mitchell,4.5,4.5,Crystal Palace,88,3.25,85,2.60,83,3.92,80,5.37,82,2.63
M,163,Delph,4.2,4.2,Everton,53,1.49,51,1.55,50,3.21,47,3.14,52,1.51
M,164,Sigurdsson,6.7,6.7,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,165,Coleman,4.9,4.9,Everton,88,1.23,84,2.39,80,5.35,76,6.05,76,1.79
M,166,James,6.9,6.9,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,167,Bernard,5.5,5.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,168,Digne,5.0,5.0,Aston Villa,3,0.11,20,1.19,43,2.99,67,6.68,74,1.29
D,169,Keane,4.7,4.7,Everton,46,0.73,44,1.32,45,3.05,46,3.70,49,1.18
G,170,Pickford,4.8,4.8,Everton,90,3.18,89,3.34,88,7.01,89,7.63,87,3.14
M,171,Allan,4.3,4.3,Everton,77,1.89,74,2.07,73,4.32,73,4.57,70,1.88
M,172,André Gomes,4.9,4.9,Everton,1,0.04,3,0.20,3,0.39,2,0.34,3,0.21
M,173,Doucouré,5.3,5.3,Everton,29,0.96,29,1.07,31,2.42,31,2.54,29,1.01
M,174,Iwobi,5.8,5.8,Everton,58,1.91,51,1.95,52,4.21,50,4.36,51,1.84
D,175,Mina,4.9,4.9,Everton,77,1.15,74,2.17,74,5.08,73,5.91,72,1.70
M,176,Davies,4.8,4.8,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,177,Calvert-Lewin,7.7,7.7,Everton,1,0.03,18,0.87,49,4.67,59,6.08,63,2.46
D,178,Holgate,4.2,4.2,Everton,13,0.22,18,0.49,16,1.01,19,1.41,24,0.56
D,179,Godfrey,4.7,4.7,Everton,67,0.91,69,1.90,65,4.11,64,4.88,62,1.37
F,180,Richarlison,7.5,7.5,Everton,83,3.00,79,3.46,75,7.47,72,7.66,69,2.74
G,181,Virgínia,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,182,Hernández,5.5,5.5,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,183,Casilla,4.5,4.5,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,184,Cooper,4.4,4.4,Leeds,86,2.35,80,1.30,80,3.62,76,2.69,76,2.20
D,185,Ayling,4.3,4.3,Leeds,84,2.45,79,1.41,78,3.81,80,2.98,75,2.31
M,186,Klich,5.1,5.1,Leeds,50,1.99,53,1.85,49,3.72,53,2.29,47,1.95
F,187,Rodrigo,6.3,6.3,Leeds,76,3.17,73,2.57,71,5.50,68,3.17,66,2.90
M,188,Dallas,4.9,4.9,Leeds,79,2.40,70,1.94,70,4.16,66,2.16,67,2.12
F,189,Bamford,7.7,7.7,Leeds,0,0.00,0,0.00,3,0.36,18,1.16,41,2.29
D,190,Llorente,4.5,4.5,Leeds,86,2.28,79,1.24,79,3.46,78,2.66,78,2.18
M,191,Phillips,4.7,4.7,Leeds,83,2.26,80,1.97,77,4.05,78,2.31,71,2.07
M,192,Costa,5.4,5.4,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,193,Roberts,4.8,4.8,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,194,Koch,4.3,4.3,Leeds,32,1.01,30,0.60,32,1.68,30,1.15,37,1.15
M,195,Poveda,4.5,4.5,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,196,Raphinha,6.4,6.4,Leeds,83,4.48,77,3.31,78,7.52,78,4.69,72,3.92
M,197,Shackleton,4.4,4.4,Leeds,4,0.18,5,0.23,5,0.44,6,0.29,4,0.19
D,198,Struijk,4.3,4.3,Leeds,12,0.38,24,0.45,21,1.07,24,0.86,28,0.86
G,199,Meslier,4.8,4.8,Leeds,89,3.40,88,3.14,88,6.38,87,3.55,86,3.29
G,200,Schmeichel,4.9,4.9,Leicester,90,3.56,89,3.21,88,7.85,88,6.88,88,3.62
D,201,Evans,5.4,5.4,Leicester,57,1.85,57,1.19,59,5.19,55,3.21,64,2.24
M,202,Albrighton,5.2,5.2,Leicester,32,1.37,35,1.31,33,3.19,31,2.46,32,1.45
M,203,Mendy,4.3,4.3,Leicester,54,1.60,54,1.48,48,3.19,49,2.85,49,1.51
G,204,Ward,4.0,4.0,Leicester,0,0.00,0,0.00,0,0.00,0,0.03,1,0.03
F,205,Vardy,10.3,10.3,Leicester,4,0.26,30,1.45,53,7.44,57,5.75,53,3.30
M,206,Praet,4.9,4.9,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,207,Pereira,5.2,5.2,Leicester,36,1.38,43,1.10,40,4.02,40,2.71,43,1.76
D,208,Amartey,4.0,4.0,Leicester,41,1.34,39,0.86,39,3.39,41,2.45,39,1.40
D,209,Castagne,5.3,5.3,Leicester,64,2.12,58,1.28,63,5.52,60,3.63,59,2.14
M,210,Tielemans,6.4,6.4,Leicester,83,3.51,79,2.72,81,7.63,77,5.56,74,3.17
M,211,Pérez,5.7,5.7,Leicester,23,1.33,25,1.24,26,3.36,31,3.01,28,1.64
M,212,Maddison,7.0,7.0,Leicester,72,3.94,63,2.76,65,8.73,65,6.38,63,3.77
F,213,Iheanacho,7.1,7.1,Leicester,52,2.88,31,1.55,24,3.49,24,2.69,21,1.45
M,214,Choudhury,4.4,4.4,Leicester,4,0.22,4,0.18,4,0.45,5,0.49,6,0.28
M,215,Barnes,6.6,6.5,Leicester,56,3.08,56,2.50,51,6.83,50,4.98,51,3.02
M,216,Ndidi,4.8,4.8,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,217,Söyüncü,4.9,4.9,Leicester,34,1.08,40,0.83,35,2.96,37,2.15,33,1.17
D,218,Justin,4.9,4.9,Leicester,46,1.62,41,0.99,42,3.90,42,2.67,38,1.46
D,219,Thomas,4.3,4.3,Leicester,35,1.23,39,0.91,37,3.26,40,2.46,42,1.52
D,220,Fofana,4.3,4.3,Leicester,48,1.53,45,0.93,45,3.87,45,2.53,41,1.43
M,221,Milner,4.9,4.9,Liverpool,5,0.35,8,0.47,8,0.97,10,0.56,12,0.64
M,222,Henderson,4.9,4.9,Liverpool,79,3.41,74,2.92,71,5.61,71,2.79,73,3.14
G,223,Adrián,4.3,4.3,Liverpool,0,0.00,0,0.02,0,0.00,1,0.03,1,0.06
D,224,Matip,5.0,5.0,Liverpool,48,2.69,69,3.38,60,5.57,69,3.19,64,3.71
M,225,Thiago,5.3,5.3,Liverpool,62,2.77,63,2.53,63,4.98,64,2.54,61,2.69
M,226,Shaqiri,5.9,5.9,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,227,Chamberlain,5.8,5.8,Liverpool,3,0.24,2,0.17,4,0.60,5,0.34,9,0.54
F,228,Firmino,8.7,8.7,Liverpool,18,1.25,28,1.66,26,3.19,29,1.75,27,1.72
D,229,van Dijk,6.8,6.8,Liverpool,89,4.97,87,4.28,85,7.86,83,3.85,81,4.71
M,230,Mané,11.7,11.7,Liverpool,78,6.41,75,5.22,70,9.66,71,5.02,69,5.47
G,231,Alisson,6.0,6.0,Liverpool,90,4.62,89,4.27,89,8.27,88,4.08,88,4.67
M,232,Fabinho,5.4,5.4,Liverpool,83,3.19,81,2.86,79,5.52,76,2.69,77,2.98
M,233,Salah,13.2,13.1,Liverpool,81,8.31,76,6.54,75,12.79,75,6.57,75,7.37
D,234,Robertson,7.3,7.3,Liverpool,89,5.71,87,4.81,83,8.80,81,4.32,80,5.35
F,235,Origi,4.8,4.8,Liverpool,0,0.00,0,0.00,0,0.03,0,0.01,0,0.04
M,236,Minamino,5.1,5.1,Liverpool,3,0.34,4,0.36,4,0.73,5,0.38,7,0.55
D,237,Alexander-Arnold,8.4,8.4,Liverpool,88,6.45,84,5.25,85,10.10,83,4.99,80,5.97
D,238,Gomez,4.7,4.7,Liverpool,1,0.07,4,0.17,3,0.26,4,0.18,6,0.30
M,239,Keita,5.0,5.0,Liverpool,24,1.37,29,1.43,30,2.97,30,1.47,26,1.42
M,240,Jota,8.3,8.3,Liverpool,47,3.56,46,3.04,49,6.47,46,3.13,47,3.47
D,241,Phillips,4.2,4.2,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,242,Kelleher,4.3,4.3,Liverpool,0,0.01,0,0.02,1,0.05,1,0.05,0,0.00
D,243,Konaté,5.1,5.1,Liverpool,43,2.23,23,1.06,35,2.96,26,1.15,34,1.83
M,244,Jones,5.0,5.0,Liverpool,6,0.41,10,0.55,13,1.31,12,0.63,14,0.77
D,245,Tsimikas,3.7,3.7,Liverpool,2,0.08,3,0.11,7,0.63,10,0.44,9,0.49
D,246,N.Williams,3.8,3.8,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,247,R.Williams,4.4,4.4,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,248,Davies,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,249,Walker,5.4,5.4,Man City,11,0.58,60,2.78,65,6.98,60,2.81,64,3.39
M,250,Gündogan,7.1,7.1,Man City,37,2.52,41,2.50,44,5.25,48,2.69,39,2.44
M,251,De Bruyne,11.8,11.8,Man City,77,5.83,75,5.03,72,9.51,69,4.33,75,5.27
D,252,Stones,5.2,5.2,Man City,26,1.65,31,1.61,33,3.85,34,1.75,33,1.94
D,253,Mendy,5.2,5.2,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,254,Mahrez,8.6,8.6,Man City,53,5.00,48,4.04,52,8.48,51,3.86,51,4.43
M,255,Sterling,10.5,10.5,Man City,58,5.09,51,4.06,52,7.96,55,3.91,56,4.57
D,256,Cancelo,7.1,7.1,Man City,88,6.08,75,4.27,73,9.25,75,4.17,69,4.42
G,257,Ederson,6.1,6.1,Man City,90,4.89,89,4.15,88,9.06,88,4.18,89,4.53
D,258,Aké,4.7,4.7,Man City,23,1.45,30,1.58,28,3.25,33,1.73,32,1.91
D,259,Laporte,5.9,5.9,Man City,87,5.60,75,3.94,70,8.20,71,3.67,70,4.17
G,260,Steffen,4.4,4.4,Man City,0,0.01,1,0.03,1,0.11,1,0.05,0,0.00
M,261,Bernardo,7.0,7.0,Man City,68,3.80,66,3.33,63,6.46,65,3.12,64,3.38
