Pos,ID,Name,BV,SV,Team,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts,9_xMins,9_Pts
M,261,Maddison,8.0,8.0,Leicester,66,3.41,73,3.35,74,4.31,72,3.02,71,4.88
F,262,Iheanacho,6.3,6.3,Leicester,19,1.13,17,0.94,19,1.25,22,1.11,22,1.58
M,263,Choudhury,4.5,4.5,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,264,Barnes,6.9,6.9,Leicester,67,3.40,65,2.94,62,3.51,61,2.62,61,3.97
M,265,Ndidi,5.0,5.0,Leicester,83,2.27,81,2.15,75,2.26,76,1.92,74,2.47
M,266,Dewsbury-Hall,5.0,5.0,Leicester,78,2.65,77,2.47,65,2.44,68,2.07,66,2.75
D,267,Söyüncü,4.3,4.3,Leicester,27,0.73,34,0.95,34,1.23,34,0.70,36,1.56
D,268,Justin,4.4,4.4,Leicester,80,2.19,77,2.20,75,2.81,74,1.55,73,3.30
M,269,Soumaré,4.4,4.4,Leicester,1,0.07,3,0.18,5,0.24,6,0.28,7,0.35
D,270,Thomas,4.4,4.4,Leicester,27,0.80,27,0.81,28,1.08,33,0.74,32,1.48
F,271,Daka,5.8,5.8,Leicester,26,1.47,27,1.39,26,1.59,27,1.32,29,1.99
D,272,Fofana,4.4,4.4,Chelsea,26,1.06,75,3.48,74,3.22,71,2.16,70,2.97
D,273,Brunt,4.0,4.0,Leicester,6,0.22,8,0.26,9,0.34,11,0.28,12,0.55
M,274,Milner,4.5,4.5,Liverpool,30,1.73,33,1.81,20,1.25,14,0.72,21,1.24
M,275,Henderson,5.4,5.4,Liverpool,70,3.08,63,2.67,59,2.67,55,1.95,54,2.31
D,276,Matip,5.9,5.9,Liverpool,0,0.00,8,0.39,45,2.40,61,1.95,57,2.88
M,277,Thiago,5.3,5.3,Liverpool,15,0.71,24,1.03,47,2.10,61,2.10,56,2.37
M,278,Chamberlain,4.9,4.9,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,279,Firmino,8.0,8.0,Liverpool,75,4.33,33,2.06,28,1.89,23,1.27,25,1.61
D,280,Van Dijk,6.5,6.5,Liverpool,86,4.39,80,3.82,78,4.11,78,2.51,78,3.87
G,281,Alisson,5.5,5.5,Liverpool,89,4.16,88,4.06,87,4.25,88,3.49,86,4.08
M,282,Fabinho,5.5,5.5,Liverpool,76,2.67,73,2.51,72,2.67,71,2.10,68,2.37
M,283,Salah,13.0,13.0,Liverpool,85,8.51,82,7.30,79,8.05,79,5.15,77,6.94
D,284,Robertson,6.9,6.9,Liverpool,73,4.17,66,3.61,70,4.31,70,2.58,69,3.92
D,285,Alexander-Arnold,7.5,7.5,Liverpool,84,5.49,79,4.92,78,5.49,79,3.27,75,4.91
D,286,Gomez,4.5,4.5,Liverpool,78,3.39,55,2.35,26,1.25,18,0.56,20,0.89
M,287,Keita,4.9,4.9,Liverpool,7,0.41,13,0.69,25,1.36,30,1.28,30,1.54
F,288,Diogo Jota,8.9,8.9,Liverpool,7,0.52,14,0.96,34,2.46,46,2.37,45,2.95
G,289,Kelleher,4.0,4.0,Liverpool,2,0.07,2,0.07,2,0.11,1,0.06,4,0.17
D,290,Konaté,4.8,4.8,Liverpool,0,0.00,26,1.14,34,1.65,31,0.97,32,1.53
M,291,Jones,4.9,4.9,Liverpool,7,0.40,12,0.64,16,0.86,15,0.70,18,0.93
D,292,Tsimikas,4.5,4.5,Liverpool,15,0.81,22,1.15,16,0.89,14,0.51,16,0.82
M,293,Luis Díaz,8.1,8.1,Liverpool,81,5.38,74,4.69,67,4.70,66,3.21,65,4.12
M,294,Elliott,5.0,5.0,Liverpool,56,2.89,48,2.40,38,2.13,32,1.43,34,1.84
D,295,N.Williams,4.1,4.1,Nott'm Forest,80,1.18,78,3.79,74,2.20,74,3.04,74,2.07
M,296,Carvalho,5.4,5.4,Liverpool,29,1.91,21,1.28,16,1.11,10,0.54,15,0.93
F,297,Darwin,8.9,8.9,Liverpool,1,0.07,59,3.97,56,4.01,58,3.03,56,3.73
D,298,Ramsay,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,299,Walker,5.1,5.1,Man City,69,3.97,65,2.92,74,3.25,68,3.22,67,2.95
M,300,Gündogan,7.6,7.6,Man City,70,5.09,62,3.56,60,3.39,59,3.44,60,3.58
M,301,De Bruyne,12.2,12.2,Man City,78,6.68,75,4.94,73,4.65,71,4.61,71,4.87
D,302,Stones,5.4,5.4,Man City,72,4.38,65,3.06,49,2.28,43,2.14,59,2.73
M,303,Mahrez,7.8,7.8,Man City,31,2.98,37,2.80,42,3.03,40,2.96,42,3.28
M,304,Sterling,9.9,9.9,Chelsea,77,5.15,75,5.05,73,4.54,72,3.81,71,4.09
M,305,Grealish,6.9,6.9,Man City,28,2.15,32,1.92,54,3.10,53,3.13,53,3.28
D,306,Cancelo,7.1,7.0,Man City,75,5.32,71,3.74,78,4.02,73,4.08,74,3.92
G,307,Ederson,5.5,5.5,Man City,89,4.71,88,4.00,88,3.93,87,4.11,87,3.91
D,308,Aké,5.0,5.0,Man City,17,1.11,24,1.28,48,2.46,64,3.48,39,2.10
D,309,Laporte,5.9,5.9,Man City,0,0.00,0,0.00,0,0.00,0,0.00,27,1.32
G,310,Steffen,4.0,4.0,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,311,Bernardo,6.8,6.8,Man City,61,4.00,50,2.48,50,2.47,49,2.46,50,2.59
D,312,Dias,6.0,6.0,Man City,72,4.60,69,3.41,74,3.55,72,3.72,73,3.56
D,313,Zinchenko,5.2,5.2,Arsenal,50,2.61,64,2.10,62,3.41,60,2.71,58,2.40
M,314,Foden,8.0,8.0,Man City,68,5.35,65,3.98,64,3.82,63,3.87,62,3.89
M,315,Rodri,5.9,5.9,Man City,71,3.02,70,2.47,79,2.82,74,2.70,73,2.69
M,316,Palmer,4.5,4.5,Man City,9,0.56,12,0.65,9,0.48,12,0.63,10,0.55
M,317,McAtee,4.5,4.5,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,318,Haaland,11.8,11.6,Man City,66,7.08,62,4.96,69,5.52,63,4.97,66,5.62
F,319,Álvarez,6.2,6.2,Man City,43,2.97,48,2.68,29,1.77,32,2.00,31,2.01
D,320,Mbete,3.9,3.9,Man City,10,0.57,12,0.53,7,0.31,6,0.28,5,0.22
M,321,Lavia,4.5,4.5,Southampton,71,1.87,72,2.02,69,2.14,67,1.85,69,2.14
D,322,Wilson-Esbrand,3.9,3.9,Man City,8,0.44,7,0.31,3,0.14,4,0.20,2,0.10
F,323,Delap,4.4,4.4,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,324,Ortega,3.9,3.9,Man City,1,0.04,2,0.09,2,0.10,2,0.11,2,0.09
M,325,Phillips,4.9,4.9,Man City,28,1.22,34,1.27,25,0.97,31,1.19,27,1.07
F,326,Ronaldo,10.3,10.3,Man Utd,28,1.95,20,1.35,31,2.00,29,2.42,30,1.43
G,327,De Gea,4.9,4.9,Man Utd,89,3.55,87,3.39,87,3.59,86,3.71,86,3.04
D,328,Jones,3.9,3.9,Man Utd,0,0.01,0,0.01,0,0.01,0,0.02,1,0.02
D,329,Varane,4.8,4.8,Man Utd,81,2.75,75,2.37,71,2.57,70,3.01,72,1.17
D,330,Maguire,4.8,4.8,Man Utd,22,0.77,31,1.00,34,1.25,35,1.55,35,0.61
M,331,Fred,5.3,5.3,Man Utd,18,0.84,17,0.74,19,0.85,17,0.82,19,0.75
D,332,Shaw,4.8,4.8,Man Utd,19,0.77,22,0.85,21,0.88,22,1.09,25,0.60
M,333,Fernandes,9.8,9.8,Man Utd,85,4.71,83,4.34,81,4.22,81,5.45,81,2.99
D,334,Telles,5.0,5.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,335,Rashford,6.3,6.3,Man Utd,76,4.26,67,3.57,60,3.22,57,3.92,57,2.30
M,336,Van de Beek,5.3,5.3,Man Utd,12,0.61,15,0.68,11,0.53,13,0.69,12,0.48
D,337,Lindelöf,4.4,4.4,Man Utd,2,0.06,4,0.12,8,0.27,10,0.38,10,0.18
M,338,McTominay,4.9,4.9,Man Utd,35,1.30,25,0.94,24,0.92,25,1.08,27,0.88
D,339,Bailly,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,340,Sancho,7.3,7.3,Man Utd,73,3.99,69,3.61,65,3.42,64,4.17,63,2.52
D,341,Wan-Bissaka,4.3,4.3,Man Utd,8,0.27,11,0.36,11,0.40,12,0.51,14,0.28
D,342,Dalot,4.4,4.4,Man Utd,81,2.89,77,2.59,77,2.92,75,3.42,73,1.22
D,343,B.Williams,3.9,3.9,Man Utd,2,0.08,3,0.11,4,0.16,6,0.24,6,0.15
M,344,Elanga,4.9,4.9,Man Utd,45,2.52,26,1.50,21,1.26,21,1.50,22,1.06
F,345,Martial,6.9,6.9,Man Utd,12,0.81,24,1.44,38,2.21,42,2.89,40,1.78
M,346,Andreas,4.5,4.5,Fulham,78,3.11,75,2.55,74,2.67,74,3.29,73,3.11
M,347,Pellistri,4.4,4.4,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,1,0.06
G,348,Heaton,4.0,4.0,Man Utd,1,0.03,3,0.10,3,0.12,4,0.16,4,0.14
M,349,Shelvey,4.9,4.9,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,350,Ritchie,4.4,4.4,Newcastle,2,0.05,3,0.17,4,0.18,3,0.19,4,0.19
D,351,Fernández,4.4,4.4,Newcastle,0,0.02,2,0.08,2,0.09,3,0.13,4,0.15
D,352,Clark,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,353,Darlow,4.0,4.0,Newcastle,0,0.00,0,0.00,0,0.00,0,0.01,0,0.01
F,354,Wood,5.8,5.8,Newcastle,21,1.01,21,1.31,17,0.97,11,0.81,7,0.45
G,355,Dubravka,4.4,4.4,Newcastle,1,0.04,3,0.13,3,0.13,3,0.16,3,0.13
F,356,Wilson,7.4,7.4,Newcastle,0,0.00,0,0.00,10,0.58,18,1.37,27,1.66
D,357,Trippier,5.1,5.1,Newcastle,82,1.57,79,3.72,77,2.68,75,4.22,70,2.84
D,358,Burn,4.5,4.5,Newcastle,56,0.96,57,2.45,58,1.84,61,3.15,58,2.13
M,359,Fraser,5.3,5.3,Newcastle,38,1.49,39,1.98,38,1.72,38,2.15,40,1.90
D,360,Lascelles,4.4,4.4,Newcastle,2,0.05,3,0.11,3,0.12,4,0.18,4,0.14
F,361,Gayle,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,362,Dummett,4.0,4.0,Newcastle,1,0.03,1,0.04,2,0.06,5,0.19,3,0.10
D,363,Manquillo,4.4,4.4,Newcastle,8,0.20,11,0.43,12,0.41,12,0.57,16,0.60
D,364,Krafth,4.4,4.4,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,365,Murphy,4.4,4.4,Newcastle,15,0.63,16,0.81,19,0.84,21,1.15,19,0.92
D,366,Schär,4.7,4.7,Newcastle,80,1.36,77,3.43,73,2.38,72,3.89,72,2.72
D,367,Targett,4.9,4.9,Newcastle,84,1.39,82,3.48,80,2.49,78,3.91,79,2.81
M,368,Saint-Maximin,6.5,6.5,Newcastle,79,2.75,76,3.77,74,3.18,73,4.14,72,3.37
M,369,Almirón,5.0,5.0,Newcastle,63,2.16,64,2.92,62,2.51,63,3.31,60,2.63
M,370,S.Longstaff,4.5,4.5,Newcastle,26,0.88,26,1.02,26,0.95,24,1.02,25,0.95
M,371,Joelinton,6.0,6.0,Newcastle,74,2.18,71,2.82,71,2.46,68,3.09,69,2.59
D,372,Lewis,4.4,4.4,Newcastle,2,0.06,4,0.14,3,0.12,5,0.20,3,0.11
M,373,Willock,5.0,5.0,Newcastle,67,2.18,65,2.80,64,2.46,63,3.07,62,2.52
M,374,Bruno Guimarães,5.8,5.8,Newcastle,65,1.82,75,2.75,75,2.47,75,3.13,75,2.59
M,375,Hendrick,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,376,Pope,5.0,5.0,Newcastle,89,3.17,87,3.80,87,3.40,86,4.04,86,3.54
D,377,Botman,4.5,4.5,Newcastle,57,0.96,51,2.06,57,1.70,53,2.55,56,1.93
M,378,Arter,4.4,4.4,Nott'm Forest,1,0.03,0,0.02,1,0.04,1,0.02,1,0.06
D,379,Cook,4.5,4.5,Nott'm Forest,66,1.01,42,1.75,45,1.18,49,1.69,46,1.13
F,380,Taylor,4.5,4.5,Nott'm Forest,1,0.03,1,0.07,1,0.06,2,0.12,3,0.14
M,381,Colback,4.4,4.4,Nott'm Forest,19,0.53,17,0.59,17,0.53,20,0.69,15,0.48
G,382,Samba,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,383,Cafú,4.4,4.4,Nott'm Forest,6,0.20,6,0.25,7,0.28,7,0.31,8,0.32
M,384,Lolley,4.9,4.9,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,385,McKenna,4.5,4.5,Nott'm Forest,79,1.15,73,2.83,72,1.70,72,2.34,72,1.58
D,386,Dräger,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,387,Yates,5.0,5.0,Nott'm Forest,48,1.30,36,1.51,32,1.15,34,1.34,34,1.19
D,388,Worrall,4.5,4.5,Nott'm Forest,85,1.17,81,3.10,77,1.80,75,2.42,75,1.63
D,389,Panzo,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,390,Xande Silva,5.0,5.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,391,Surridge,4.9,4.9,Nott'm Forest,6,0.37,7,0.52,9,0.54,10,0.65,10,0.60
D,392,Laryea,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,393,Mbe Soh,4.4,4.4,Nott'm Forest,2,0.04,2,0.06,3,0.08,4,0.12,5,0.11
F,394,Johnson,5.9,5.9,Nott'm Forest,70,2.25,69,3.69,67,2.96,65,3.31,64,2.68
M,395,Mighten,4.9,4.9,Nott'm Forest,0,0.00,0,0.01,0,0.03,1,0.04,1,0.05
M,396,Ojeda,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,397,Awoniyi,5.9,5.9,Nott'm Forest,55,2.05,50,3.15,48,2.51,49,2.82,47,2.38
G,398,Henderson,4.6,4.6,Nott'm Forest,88,3.24,87,3.68,85,3.09,87,3.44,85,3.06
D,399,Biancone,4.4,4.4,Nott'm Forest,27,0.57,26,1.27,31,1.01,31,1.29,30,0.92
M,400,Walcott,4.9,4.9,Southampton,8,0.47,7,0.47,8,0.55,10,0.55,10,0.62
G,401,McCarthy,4.4,4.4,Southampton,7,0.24,7,0.28,6,0.26,7,0.27,8,0.33
M,402,Romeu,4.9,4.9,Southampton,32,0.97,31,1.02,32,1.11,35,1.08,32,1.09
M,403,Redmond,5.3,5.3,Southampton,11,0.55,13,0.68,13,0.75,14,0.70,15,0.86
D,404,Stephens,4.4,4.4,Southampton,10,0.24,12,0.37,13,0.45,12,0.35,13,0.52
M,405,S.Armstrong,4.9,4.9,Southampton,54,2.10,53,2.25,53,2.63,54,2.23,51,2.52
M,406,Elyounoussi,5.4,5.4,Southampton,58,2.40,54,2.46,54,2.88,52,2.34,53,2.85
M,407,Ward-Prowse,6.5,6.5,Southampton,82,3.02,81,3.28,81,3.99,79,3.13,80,3.91
F,408,A.Armstrong,5.5,5.5,Southampton,45,2.16,48,2.46,46,2.83,45,2.30,47,2.76
D,409,Walker-Peters,4.5,4.5,Southampton,85,1.87,80,2.50,81,3.08,78,2.18,78,3.19
D,410,Bednarek,4.4,4.4,Southampton,37,0.89,36,1.17,37,1.40,40,1.18,37,1.52
F,411,Adams,6.4,6.4,Southampton,68,2.80,63,2.88,63,3.44,65,2.87,64,3.38
M,412,Tella,5.0,5.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,413,Lyanco,4.5,4.5,Southampton,1,0.04,3,0.12,3,0.14,4,0.13,4,0.15
D,414,Valery,4.0,4.0,Southampton,12,0.36,13,0.47,14,0.55,18,0.60,16,0.68
M,415,Smallbone,4.5,4.5,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,416,Diallo,4.4,4.4,Southampton,12,0.44,13,0.50,14,0.52,15,0.53,15,0.58
D,417,Perraud,4.5,4.5,Southampton,56,1.34,63,2.12,62,2.54,57,1.72,61,2.65
M,418,Djenepo,5.0,5.0,Southampton,35,1.36,32,1.39,32,1.53,36,1.50,34,1.63
D,419,Livramento,4.4,4.4,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,420,Salisu,4.4,4.4,Southampton,76,1.54,75,2.19,73,2.57,71,1.86,71,2.70
G,421,Lis,4.0,4.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,422,Bazunu,4.5,4.5,Southampton,84,2.99,83,3.23,84,3.41,82,3.08,82,3.49
D,423,Bella-Kotchap,4.5,4.5,Southampton,64,1.33,65,1.92,65,2.28,64,1.69,66,2.52
G,424,Caballero,4.0,4.0,Southampton,0,0.01,0,0.00,0,0.00,0,0.02,0,0.01
G,425,Lloris,5.5,5.5,Spurs,90,3.69,89,4.06,88,3.12,87,3.85,86,3.22
G,426,Forster,4.0,4.0,Spurs,0,0.02,1,0.05,2,0.07,2,0.10,4,0.14
F,427,Kane,11.4,11.4,Spurs,81,5.64,76,6.27,80,3.69,74,5.96,76,4.18
M,428,Son,11.8,11.8,Spurs,74,4.87,71,5.69,74,3.31,71,5.55,72,3.81
D,429,Doherty,4.7,4.7,Spurs,26,1.23,25,1.47,23,0.60,25,1.38,23,0.81
D,430,Dier,5.0,5.0,Spurs,83,3.03,79,3.67,78,1.37,71,3.11,73,1.98
M,431,Lucas Moura,5.8,5.8,Spurs,9,0.59,15,1.05,14,0.71,17,1.13,17,0.90
D,432,Davies,5.0,5.0,Spurs,71,2.60,58,2.68,55,0.99,53,2.33,51,1.39
M,433,Højbjerg,5.5,5.5,Spurs,77,2.50,74,2.68,75,1.99,67,2.37,72,2.09
M,434,Winks,4.4,4.4,Spurs,4,0.15,4,0.18,2,0.08,4,0.16,2,0.09
D,435,Sánchez,4.4,4.4,Spurs,71,2.61,54,2.55,47,0.84,44,1.95,43,1.17
D,436,R.Sessegnon,4.5,4.5,Spurs,29,1.50,33,2.07,29,0.94,30,1.82,31,1.28
M,437,Bergwijn,5.5,5.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,438,Reguilón,4.3,4.3,Spurs,2,0.10,6,0.35,5,0.14,7,0.41,7,0.25
D,439,Tanganga,4.0,4.0,Spurs,5,0.19,7,0.31,5,0.14,6,0.25,5,0.16
M,440,Bentancur,5.5,5.5,Spurs,66,2.20,61,2.28,60,1.69,57,2.11,58,1.77
M,441,Skipp,4.4,4.4,Spurs,1,0.04,7,0.26,10,0.29,17,0.61,14,0.43
D,442,Rodon,4.0,4.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,443,Romero,4.9,4.9,Spurs,19,0.71,43,1.96,67,1.20,73,3.11,76,1.95
M,444,Bissouma,4.9,4.9,Spurs,32,1.21,33,1.33,32,1.04,34,1.35,34,1.16
D,445,Emerson Royal,5.0,5.0,Spurs,56,2.41,52,2.86,54,1.15,51,2.64,54,1.72
M,446,Kulusevski,8.2,8.2,Spurs,70,3.45,66,3.90,65,2.41,64,3.67,65,2.73
F,447,Scarlett,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,448,Perišić,5.5,5.5,Spurs,65,3.57,63,4.40,65,1.83,63,4.15,63,2.57
M,449,White,4.5,4.5,Spurs,0,0.01,0,0.02,0,0.01,1,0.04,0,0.02
M,450,Sarr,4.4,4.4,Spurs,0,0.02,1,0.06,0,0.02,1,0.04,1,0.03
G,451,Austin,4.0,4.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,452,Devine,4.4,4.4,Spurs,0,0.00,1,0.03,0,0.01,1,0.03,0,0.02
F,453,Parrott,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,454,Richarlison,8.5,8.5,Spurs,38,2.08,41,2.56,37,1.48,42,2.55,39,1.77
G,455,Fabianski,5.0,5.0,West Ham,89,3.31,88,3.14,87,3.63,86,3.56,86,3.73
D,456,Ogbonna,4.5,4.5,West Ham,5,0.16,6,0.15,4,0.16,4,0.16,4,0.17
D,457,Cresswell,4.9,4.9,West Ham,72,2.22,69,1.62,69,2.90,66,2.64,68,3.14
F,458,Antonio,7.3,7.3,West Ham,67,3.07,64,2.49,64,3.31,62,3.00,60,3.26
D,459,Dawson,4.9,4.9,West Ham,35,0.98,43,0.91,58,2.18,57,2.02,52,2.16
M,460,Lanzini,5.4,5.4,West Ham,33,1.59,34,1.42,39,2.04,36,1.82,37,1.99
D,461,Zouma,4.5,4.5,West Ham,84,2.29,81,1.68,79,2.93,79,2.77,75,3.12
D,462,Masuaku,4.5,4.5,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,463,Coufal,4.4,4.4,West Ham,80,2.24,77,1.64,75,2.84,76,2.72,74,3.12
M,464,Benrahma,5.9,5.9,West Ham,52,2.42,50,2.04,48,2.62,51,2.59,51,2.85
M,465,Bowen,8.3,8.3,West Ham,75,3.54,73,2.89,70,3.85,70,3.63,68,3.91
M,466,Vlasic,5.0,5.0,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,467,Rice,4.9,4.9,West Ham,87,2.60,82,2.23,82,2.70,79,2.51,79,2.73
M,468,Soucek,5.4,5.4,West Ham,86,2.97,84,2.52,82,3.23,81,2.98,81,3.32
M,469,Fornals,5.4,5.4,West Ham,64,2.47,62,2.11,60,2.67,62,2.54,63,2.85
D,470,Diop,4.4,4.4,Fulham,5,0.16,5,0.11,9,0.21,9,0.29,11,0.35
D,471,Johnson,4.5,4.5,West Ham,18,0.57,25,0.65,24,0.96,24,0.94,26,1.12
D,472,Aguerd,4.9,4.9,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,15,0.65
G,473,Areola,4.5,4.5,West Ham,1,0.05,2,0.07,3,0.11,4,0.15,4,0.17
D,474,Boly,4.3,4.3,Wolves,26,1.06,25,0.97,29,0.52,26,0.50,31,0.91
D,475,Coady,4.9,4.9,Everton,85,2.35,80,1.42,79,1.43,76,2.50,77,2.12
F,476,Jiménez,6.9,6.9,Wolves,73,4.23,70,4.09,71,2.76,67,2.71,67,3.19
D,477,Jonny,4.4,4.4,Wolves,70,2.96,59,2.35,59,1.03,61,1.17,59,1.79
G,478,Sá,5.0,5.0,Wolves,89,3.86,88,3.73,86,3.06,86,3.07,87,3.32
M,479,Dendoncker,4.9,4.9,Wolves,19,0.79,26,1.04,27,0.83,31,0.97,33,1.16
M,480,Neves,5.5,5.5,Wolves,80,2.91,77,2.80,76,2.06,75,2.13,74,2.38
M,481,Hwang,5.9,5.9,Wolves,21,1.31,27,1.58,27,1.20,29,1.33,29,1.45
D,482,Semedo,5.0,5.0,Wolves,44,1.86,60,2.36,56,0.98,57,1.08,58,1.73
M,483,Podence,5.5,5.5,Wolves,38,2.03,45,2.35,46,1.75,45,1.77,45,2.01
D,484,Kilman,4.5,4.5,Wolves,83,3.21,81,2.99,80,1.26,78,1.33,76,2.11
M,485,Cundle,4.4,4.4,Wolves,3,0.19,4,0.21,5,0.26,7,0.33,7,0.32
M,486,Neto,5.3,5.3,Wolves,70,3.74,56,3.05,54,2.02,54,2.10,54,2.41
D,487,Aït-Nouri,4.5,4.5,Wolves,64,2.68,59,2.36,60,0.99,58,1.08,58,1.70
F,488,Fabio Silva,5.5,5.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,489,Toti,4.0,4.0,Wolves,5,0.20,4,0.16,6,0.15,8,0.19,8,0.24
M,490,Chiquinho,5.0,5.0,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,491,Adama,5.5,5.5,Wolves,8,0.45,10,0.60,12,0.55,15,0.71,14,0.73
G,492,Šarkić,4.0,4.0,Wolves,1,0.04,2,0.10,4,0.14,4,0.13,3,0.12
M,493,Gibbs-White,5.5,5.5,Nott'm Forest,53,1.61,48,2.47,50,2.05,51,2.38,49,1.94
D,494,Mosquera,4.0,4.0,Wolves,0,0.01,0,0.01,1,0.02,1,0.02,1,0.03
G,495,Matthews,4.0,4.0,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,496,Plange,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,497,Adrián,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,498,R.Williams,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,499,Davies,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,500,Van den Berg,4.0,4.0,Liverpool,4,0.14,4,0.14,1,0.05,0,0.01,1,0.06
D,501,Phillips,4.0,4.0,Liverpool,14,0.66,11,0.52,5,0.25,2,0.06,2,0.09
G,502,Carson,4.0,4.0,Man City,0,0.00,0,0.00,0,0.00,0,0.01,0,0.01
M,503,Moutinho,4.9,4.9,Wolves,76,2.82,72,2.67,71,1.99,70,2.04,69,2.26
D,504,Malacia,4.4,4.4,Man Utd,72,2.58,68,2.25,68,2.50,66,2.90,63,1.06
M,505,Rothwell,4.9,4.9,Bournemouth,0,0.00,1,0.03,8,0.35,15,0.61,25,1.14
M,506,Adams,5.0,5.0,Leeds,82,2.38,80,2.15,78,2.39,77,1.93,74,2.12
D,507,Niakhaté,4.4,4.4,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,508,Sinisterra,6.5,6.5,Leeds,51,2.52,65,2.73,60,3.13,62,2.31,59,2.70
M,509,Downes,4.4,4.4,West Ham,6,0.21,9,0.33,10,0.40,12,0.46,13,0.51
D,510,Hickey,5.0,5.0,Brentford,70,2.27,68,2.58,67,2.02,67,1.80,63,2.43
D,511,Richards,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,17,0.51
M,512,Aribo,5.5,5.5,Southampton,60,2.13,58,2.25,61,2.69,59,2.22,57,2.54
D,513,Lenglet,4.9,4.9,Spurs,23,0.83,33,1.54,23,0.47,29,1.27,26,0.73
M,514,C.Doucouré,5.0,5.0,Crystal Palace,75,2.27,68,1.90,68,1.94,68,1.87,68,1.84
M,515,Lewis-Potter,5.3,5.3,Brentford,15,0.71,17,0.92,15,0.73,19,0.83,15,0.78
D,516,Collins,4.5,4.5,Wolves,84,3.54,81,3.29,76,1.20,78,1.44,75,2.23
G,517,Strakosha,4.4,4.4,Brentford,1,0.02,2,0.08,3,0.10,3,0.11,3,0.14
G,518,Hennessey,4.0,4.0,Nott'm Forest,2,0.06,3,0.14,5,0.17,3,0.13,5,0.17
M,519,Eriksen,6.3,6.3,Man Utd,73,3.31,67,2.90,67,2.96,67,3.58,65,2.16
D,520,Koulibaly,5.5,5.5,Chelsea,83,3.44,75,3.58,74,3.31,74,2.29,72,3.13
M,521,Francois,4.5,4.5,Fulham,11,0.50,13,0.58,14,0.61,17,0.80,15,0.68
